ReTr(Lx),ReTr(Ly),ImTr(Lx),ImTr(Ly)
-0.117167,null,0.106476,null,null
0.185569,0.104102,null,null,null
-0.142368,null,0.152405,null,null
0.258471,0.065036,null,null,null
-0.203923,null,0.162693,null,null
0.168322,0.0294077,null,null,null
-0.233843,null,0.169757,null,null
0.261788,0.0647005,null,null,null
-0.295164,null,0.224279,null,null
0.219476,0.055573,null,null,null
-0.291408,null,0.222921,null,null
0.288387,0.098395,null,null,null
-0.261039,null,0.19676,null,null
0.302238,0.123303,null,null,null
-0.396581,null,0.149499,null,null
0.188442,0.0907995,null,null,null
-0.40127,null,0.177526,null,null
0.202919,0.108137,null,null,null
-0.319966,null,0.16223,null,null
0.331623,0.177265,null,null,null
-0.300644,null,0.204179,null,null
0.280292,0.147616,null,null,null
-0.376328,null,0.222936,null,null
0.284266,0.058262,null,null,null
-0.314375,null,0.293096,null,null
0.285633,0.0489791,null,null,null
-0.27696,null,0.244227,null,null
0.316144,0.0325076,null,null,null
-0.287069,null,0.318173,null,null
0.30049,0.0573315,null,null,null
-0.268008,null,0.295747,null,null
0.28602,0.0796565,null,null,null
-0.19544,null,0.34544,null,null
0.28602,0.0796565,null,null,null
-0.19544,null,0.34544,null,null
0.274354,0.0582945,null,null,null
-0.217437,null,0.324936,null,null
0.253697,0.0380566,null,null,null
-0.288822,null,0.239994,null,null
0.253697,0.0380566,null,null,null
-0.288822,null,0.239994,null,null
0.287409,0.0452607,null,null,null
-0.26873,null,0.286624,null,null
0.235221,0.120276,null,null,null
-0.295096,null,0.330036,null,null
0.142318,-0.0109322,null,null,null
-0.358216,null,0.189678,null,null
0.199023,0.0599805,null,null,null
-0.308121,null,0.200046,null,null
0.232059,-0.00098473,null,null,null
-0.320279,null,0.182542,null,null
0.216752,-0.055279,null,null,null
-0.289211,null,0.222913,null,null
0.21222,-0.07601,null,null,null
-0.361179,null,0.247898,null,null
0.269783,-0.00627995,null,null,null
-0.378269,null,0.167319,null,null
0.182346,0.0692665,null,null,null
-0.333325,null,0.171764,null,null
0.122489,0.0206342,null,null,null
-0.365871,null,0.166069,null,null
0.173086,0.0378401,null,null,null
-0.391969,null,0.292721,null,null
0.0886575,0.0159849,null,null,null
-0.335825,null,0.249951,null,null
0.092589,0.0416917,null,null,null
-0.252972,null,0.212619,null,null
0.122887,0.0280393,null,null,null
-0.22501,null,0.247135,null,null
0.122887,0.0280393,null,null,null
-0.22501,null,0.247135,null,null
0.115818,0.027046,null,null,null
-0.220015,null,0.218497,null,null
0.130958,0.0491043,null,null,null
-0.189713,null,0.362291,null,null
0.086781,0.0119468,null,null,null
-0.216767,null,0.358708,null,null
0.0590075,0.041784,null,null,null
-0.128247,null,0.431192,null,null
0.086334,0.0182464,null,null,null
-0.062591,null,0.384751,null,null
0.090299,0.0719865,null,null,null
-0.101925,null,0.383411,null,null
0.0607455,0.0475956,null,null,null
-0.088747,null,0.345089,null,null
0.0196925,0.00146853,null,null,null
-0.012052,null,0.381889,null,null
0.064106,0.0521785,null,null,null
-0.0469591,null,0.377008,null,null
0.051826,0.00461685,null,null,null
-0.0616625,null,0.349289,null,null
0.110363,0.0470561,null,null,null
-0.0320798,null,0.378855,null,null
0.061891,0.057216,null,null,null
-0.0468669,null,0.33059,null,null
0.0465699,0.0197269,null,null,null
0.036232,null,0.390039,null,null
0.0408946,0.0409843,null,null,null
0.00468327,null,0.445809,null,null
0.0185001,0.0082883,null,null,null
0.0648975,null,0.429927,null,null
0.0207991,0.0469627,null,null,null
0.00136797,null,0.395977,null,null
0.056012,-0.055543,null,null,null
0.0340208,null,0.441453,null,null
0.056012,-0.055543,null,null,null
0.0340208,null,0.441453,null,null
-0.0260129,-0.0615235,null,null,null
-0.0342406,null,0.362513,null,null
-0.0383595,-0.0312786,null,null,null
-0.082319,null,0.340859,null,null
-0.0176981,0.027144,null,null,null
-0.157865,null,0.413452,null,null
-0.0266127,-0.0312145,null,null,null
-0.243748,null,0.361376,null,null
0.013575,-0.0157084,null,null,null
-0.265875,null,0.353759,null,null
0.0120328,-0.0235061,null,null,null
-0.197027,null,0.284633,null,null
-0.089078,-0.0648225,null,null,null
-0.20339,null,0.337246,null,null
-0.086577,-0.0797905,null,null,null
-0.195854,null,0.339842,null,null
-0.0928185,-0.074873,null,null,null
-0.167489,null,0.395296,null,null
-0.163874,-0.160689,null,null,null
-0.13252,null,0.3476,null,null
-0.180767,-0.087888,null,null,null
-0.141412,null,0.388163,null,null
-0.168954,-0.10264,null,null,null
-0.131209,null,0.350326,null,null
-0.168954,-0.10264,null,null,null
-0.131209,null,0.350326,null,null
-0.105136,-0.0380388,null,null,null
-0.124456,null,0.305812,null,null
-0.180828,0.019915,null,null,null
-0.166567,null,0.268396,null,null
-0.116485,-0.029265,null,null,null
-0.194176,null,0.28688,null,null
-0.130523,-0.069845,null,null,null
-0.253032,null,0.271916,null,null
-0.178916,-0.0734155,null,null,null
-0.182794,null,0.308,null,null
-0.0946,-0.042831,null,null,null
-0.173474,null,0.260072,null,null
-0.138389,-0.126332,null,null,null
-0.146212,null,0.312092,null,null
-0.120099,-0.09186,null,null,null
-0.221285,null,0.243702,null,null
-0.0251091,-0.0372129,null,null,null
-0.202674,null,0.233831,null,null
-0.0444821,-0.0364265,null,null,null
-0.163761,null,0.234582,null,null
0.0833425,-0.0763085,null,null,null
-0.104863,null,0.341087,null,null
-0.0475247,-0.029391,null,null,null
-0.078537,null,0.383941,null,null
-0.12386,-0.0284618,null,null,null
-0.112607,null,0.337664,null,null
-0.195255,-0.0644885,null,null,null
-0.094676,null,0.295254,null,null
-0.159157,-0.191953,null,null,null
-0.0684285,null,0.371497,null,null
-0.079269,-0.169203,null,null,null
-0.142031,null,0.369993,null,null
-0.125822,-0.138991,null,null,null
-0.0978525,null,0.338693,null,null
-0.110714,-0.118179,null,null,null
-0.075495,null,0.361953,null,null
-0.0189278,-0.00264567,null,null,null
-0.0416126,null,0.411314,null,null
-0.146363,-0.115838,null,null,null
-0.0082717,null,0.405962,null,null
-0.152934,-0.112353,null,null,null
-0.0308597,null,0.306644,null,null
-0.143557,-0.0984725,null,null,null
-0.0777315,null,0.3082,null,null
-0.131928,-0.051742,null,null,null
-0.0932355,null,0.323828,null,null
-0.0399984,-0.0539835,null,null,null
-0.104209,null,0.374684,null,null
-0.0399984,-0.0539835,null,null,null
-0.104209,null,0.374684,null,null
-0.175024,-0.082555,null,null,null
-0.139556,null,0.379065,null,null
-0.0420872,-0.079146,null,null,null
-0.058252,null,0.362438,null,null
-0.0420872,-0.079146,null,null,null
-0.058252,null,0.362438,null,null
-0.111334,-0.096864,null,null,null
-0.007893,null,0.423899,null,null
-0.190236,-0.0265464,null,null,null
-0.0403382,null,0.347083,null,null
-0.158217,-0.0455424,null,null,null
-0.0479824,null,0.355105,null,null
-0.227944,-0.00667795,null,null,null
-0.0789085,null,0.392161,null,null
-0.210126,0.058146,null,null,null
-0.11518,null,0.240947,null,null
-0.147756,-0.0189621,null,null,null
-0.132614,null,0.209343,null,null
-0.147756,-0.0189621,null,null,null
-0.132614,null,0.209343,null,null
-0.129225,0.0496554,null,null,null
-0.195081,null,0.267717,null,null
-0.0289166,0.0687395,null,null,null
-0.20812,null,0.21103,null,null
0.0177319,-0.010163,null,null,null
-0.195544,null,0.262923,null,null
-0.0204276,-0.0373487,null,null,null
-0.19213,null,0.217533,null,null
-0.0340898,-0.0347627,null,null,null
-0.172177,null,0.176335,null,null
-0.0355058,-0.0241952,null,null,null
-0.137077,null,0.166738,null,null
-0.0466649,-0.0717355,null,null,null
-0.124285,null,0.127111,null,null
-0.066905,0.0236017,null,null,null
-0.0843615,null,0.085655,null,null
0.0096904,-0.0342004,null,null,null
-0.142853,null,0.0924365,null,null
-0.0091804,-0.0380103,null,null,null
-0.178207,null,0.14315,null,null
-0.0641875,-0.0234593,null,null,null
-0.155964,null,0.0998735,null,null
-0.121758,-0.042294,null,null,null
-0.12459,null,0.135176,null,null
-0.113016,-0.0183238,null,null,null
-0.13291,null,0.139721,null,null
-0.0856175,0.0185134,null,null,null
-0.107522,null,0.116082,null,null
-0.077353,-0.0123146,null,null,null
-0.070872,null,0.112507,null,null
-0.124338,0.0237912,null,null,null
-0.0361609,null,0.103441,null,null
-0.116469,-0.0378058,null,null,null
-0.0855985,null,0.100249,null,null
-0.107103,0.000671305,null,null,null
-0.0495692,null,0.0650895,null,null
-0.197262,0.0584775,null,null,null
-0.0891955,null,0.092089,null,null
-0.109261,-0.0124309,null,null,null
-0.0512125,null,0.085654,null,null
-0.077332,-0.0453643,null,null,null
-0.0103267,null,0.0378348,null,null
-0.077332,-0.0453643,null,null,null
-0.0103267,null,0.0378348,null,null
0.00399186,-0.0137692,null,null,null
-0.0194501,null,-0.078374,null,null
-0.180257,-0.017359,null,null,null
0.0320504,null,-0.0845895,null,null
-0.0418832,-0.0244438,null,null,null
-0.00052792,null,-0.0699645,null,null
-0.0468061,-0.00179429,null,null,null
0.0119573,null,0.0580025,null,null
-0.0416562,-0.0203292,null,null,null
-0.0109696,null,0.100113,null,null
-0.0704475,-0.0728995,null,null,null
0.00023136,null,0.0534305,null,null
0.00907035,-0.032106,null,null,null
-0.0275436,null,0.101887,null,null
-0.09673,-0.0155887,null,null,null
-0.00504075,null,0.202099,null,null
-0.10014,0.000496038,null,null,null
0.0547515,null,0.243731,null,null
-0.0127104,-0.0213507,null,null,null
0.0526315,null,0.201592,null,null
-0.061153,-0.0414969,null,null,null
0.0389197,null,0.210711,null,null
-0.076234,-0.0604945,null,null,null
0.0484616,null,0.266973,null,null
-0.0274693,-0.0408891,null,null,null
0.0524045,null,0.267902,null,null
0.0264272,-0.0428641,null,null,null
0.05683,null,0.330196,null,null
0.0431685,-0.075692,null,null,null
0.0429219,null,0.311689,null,null
0.064453,-0.077397,null,null,null
0.075762,null,0.267417,null,null
0.0732985,-0.0173791,null,null,null
0.00154368,null,0.337379,null,null
0.142739,-0.0566215,null,null,null
0.053185,null,0.337643,null,null
0.0685995,-0.0473551,null,null,null
0.138206,null,0.343807,null,null
0.0685995,-0.0473551,null,null,null
0.138206,null,0.343807,null,null
0.183448,-0.0220803,null,null,null
0.134022,null,0.378781,null,null
0.183448,-0.0220803,null,null,null
0.134022,null,0.378781,null,null
0.087626,-0.0182411,null,null,null
0.0808235,null,0.355708,null,null
0.110012,-0.0229086,null,null,null
0.156269,null,0.257334,null,null
0.146705,-0.054323,null,null,null
0.225424,null,0.283211,null,null
0.154101,-0.073355,null,null,null
0.274554,null,0.352233,null,null
0.0768345,-0.0695815,null,null,null
0.342843,null,0.325997,null,null
0.128948,-0.053715,null,null,null
0.323008,null,0.300976,null,null
0.0804085,-0.090426,null,null,null
0.191841,null,0.222256,null,null
0.0711755,-0.108647,null,null,null
0.251545,null,0.278415,null,null
0.0276201,-0.0390044,null,null,null
0.235953,null,0.2346,null,null
-0.05011,0.0188197,null,null,null
0.212716,null,0.203577,null,null
0.059148,-0.0296533,null,null,null
0.199237,null,0.289305,null,null
0.0139127,-0.0245513,null,null,null
0.152064,null,0.342193,null,null
-0.0660155,-0.00918565,null,null,null
0.146663,null,0.293697,null,null
-0.0244636,-0.0203236,null,null,null
0.083716,null,0.410639,null,null
-0.0174253,-0.0052138,null,null,null
0.141227,null,0.33822,null,null
0.0409312,-0.0266697,null,null,null
0.103071,null,0.317261,null,null
-0.0183147,0.0245558,null,null,null
0.1078,null,0.411416,null,null
-0.0322648,-0.0069076,null,null,null
0.151351,null,0.37202,null,null
-0.125856,0.0100932,null,null,null
0.175418,null,0.285308,null,null
-0.073835,0.0842845,null,null,null
0.105213,null,0.29528,null,null
-0.0471377,0.117238,null,null,null
0.115026,null,0.283252,null,null
-0.051754,0.0985805,null,null,null
-0.00499598,null,0.254352,null,null
-0.06027,0.0705205,null,null,null
0.0206364,null,0.319417,null,null
-0.0409735,0.078692,null,null,null
0.076525,null,0.400286,null,null
-0.078234,0.0780255,null,null,null
0.059293,null,0.345825,null,null
-0.135915,0.0675855,null,null,null
0.0324869,null,0.308834,null,null
-0.0622255,0.116639,null,null,null
-0.06579,null,0.376979,null,null
-0.169983,0.0805345,null,null,null
-0.0997035,null,0.376811,null,null
-0.234155,0.122206,null,null,null
-0.102198,null,0.303474,null,null
-0.26086,0.157832,null,null,null
-0.040549,null,0.363135,null,null
-0.306063,0.142929,null,null,null
-0.0459754,null,0.331166,null,null
-0.252887,0.115161,null,null,null
-0.0069795,null,0.380242,null,null
-0.221632,0.078925,null,null,null
-0.060514,null,0.442191,null,null
-0.191274,0.141162,null,null,null
0.0221135,null,0.406264,null,null
-0.197305,0.112234,null,null,null
0.0071221,null,0.50162,null,null
-0.189007,0.145207,null,null,null
0.046567,null,0.398597,null,null
-0.215183,0.0528985,null,null,null
0.0136002,null,0.389087,null,null
-0.247409,0.14015,null,null,null
0.0446376,null,0.45839,null,null
-0.197936,0.139137,null,null,null
-0.00680425,null,0.379036,null,null
-0.231782,0.117325,null,null,null
-0.00231387,null,0.425071,null,null
-0.23789,0.0205116,null,null,null
0.00492474,null,0.320759,null,null
-0.289288,0.0394214,null,null,null
0.0349665,null,0.384024,null,null
-0.225647,0.00379003,null,null,null
0.058718,null,0.35699,null,null
-0.182605,0.0051134,null,null,null
0.0746645,null,0.413592,null,null
-0.165368,0.071073,null,null,null
0.0754,null,0.407419,null,null
-0.052064,0.0427513,null,null,null
-0.0186988,null,0.360272,null,null
-0.0292931,0.0386555,null,null,null
0.0202891,null,0.399021,null,null
0.0160852,0.010387,null,null,null
0.103921,null,0.429285,null,null
0.0759285,0.0552305,null,null,null
0.057276,null,0.446653,null,null
0.124272,0.0139839,null,null,null
0.225197,null,0.445721,null,null
0.207417,0.0227972,null,null,null
0.178432,null,0.420308,null,null
0.207417,0.0227972,null,null,null
0.178432,null,0.420308,null,null
0.14593,-0.00228237,null,null,null
0.153349,null,0.412566,null,null
0.14593,-0.00228237,null,null,null
0.153349,null,0.412566,null,null
0.197653,-0.069113,null,null,null
0.242264,null,0.325246,null,null
0.14398,-0.0213037,null,null,null
0.312782,null,0.170265,null,null
0.120117,0.0144946,null,null,null
0.308389,null,0.132748,null,null
0.090336,0.0347894,null,null,null
0.318342,null,0.0566235,null,null
0.102239,0.049153,null,null,null
0.379329,null,0.0781385,null,null
0.102239,0.049153,null,null,null
0.379329,null,0.0781385,null,null
0.0856255,0.0387286,null,null,null
0.403942,null,0.0375081,null,null
0.157175,0.0299191,null,null,null
0.37331,null,0.070352,null,null
0.129158,0.0698995,null,null,null
0.352909,null,0.0155762,null,null
0.167738,0.0126558,null,null,null
0.39145,null,0.05607,null,null
0.183324,0.0117287,null,null,null
0.359396,null,0.0912515,null,null
0.207398,0.0112683,null,null,null
0.358357,null,0.0900215,null,null
0.227638,-0.00587125,null,null,null
0.373516,null,0.072261,null,null
0.180369,0.0246892,null,null,null
0.332665,null,0.0715825,null,null
0.213634,0.0146682,null,null,null
0.350531,null,-0.00780425,null,null
0.130651,-0.0294777,null,null,null
0.298102,null,0.0584835,null,null
0.293705,-0.00199944,null,null,null
0.279727,null,0.068433,null,null
0.227404,-0.0115856,null,null,null
0.247974,null,0.143722,null,null
0.325001,-0.069423,null,null,null
0.262915,null,0.152429,null,null
0.210411,-0.0545785,null,null,null
0.378151,null,0.162871,null,null
0.229422,-0.040147,null,null,null
0.348448,null,0.167524,null,null
0.246728,-0.0273179,null,null,null
0.300884,null,0.193689,null,null
0.234212,0.029598,null,null,null
0.378113,null,0.185317,null,null
0.267294,0.053832,null,null,null
0.399147,null,0.173175,null,null
0.270894,0.0360987,null,null,null
0.421704,null,0.087485,null,null
0.206495,0.00453574,null,null,null
0.365559,null,0.178173,null,null
0.272949,-0.047926,null,null,null
0.273251,null,0.198521,null,null
0.264402,-0.054141,null,null,null
0.343527,null,0.163778,null,null
0.23126,-0.0154837,null,null,null
0.364528,null,0.19187,null,null
0.272659,0.0041451,null,null,null
0.34823,null,0.138184,null,null
0.302214,0.0429271,null,null,null
0.421556,null,0.0797755,null,null
0.229901,0.0357905,null,null,null
0.388472,null,0.079955,null,null
0.234894,0.0503055,null,null,null
0.348782,null,0.122856,null,null
0.25083,0.00067103,null,null,null
0.344534,null,0.0166376,null,null
0.202629,-0.00116425,null,null,null
0.39645,null,0.0072621,null,null
0.235487,-0.0447489,null,null,null
0.395409,null,0.0265639,null,null
0.196163,-0.0715145,null,null,null
0.355579,null,-0.03339,null,null
0.178424,-0.0325857,null,null,null
0.36713,null,0.0291694,null,null
0.102615,-0.0233949,null,null,null
0.439308,null,-0.00376677,null,null
0.0843285,0.0341842,null,null,null
0.449837,null,-0.0631825,null,null
0.0013202,-0.0210404,null,null,null
0.431693,null,-0.0444778,null,null
0.0349725,-0.00557175,null,null,null
0.436887,null,0.0240843,null,null
0.0511245,0.00138656,null,null,null
0.415927,null,-0.00731015,null,null
0.145922,-0.0303333,null,null,null
0.449974,null,-0.0185855,null,null
0.18708,-0.0492322,null,null,null
0.358068,null,-0.0449888,null,null
0.199351,-0.0176364,null,null,null
0.422173,null,-0.0150399,null,null
0.218643,-0.00174924,null,null,null
0.374252,null,-0.0208751,null,null
0.160652,-0.0702845,null,null,null
0.345199,null,-0.098133,null,null
0.210243,0.0126922,null,null,null
0.448445,null,-0.0398972,null,null
0.178204,-0.00400464,null,null,null
0.455984,null,-0.0953945,null,null
0.170265,0.0637845,null,null,null
0.465097,null,-0.11559,null,null
0.273847,0.0141761,null,null,null
0.44473,null,-0.0913235,null,null
0.273847,0.0141761,null,null,null
0.44473,null,-0.0913235,null,null
0.290605,0.0170068,null,null,null
0.46239,null,-0.0318729,null,null
0.239106,-0.00586465,null,null,null
0.413973,null,-0.0941755,null,null
0.212995,0.0275831,null,null,null
0.442809,null,-0.0511375,null,null
0.277696,0.073899,null,null,null
0.430844,null,0.00510225,null,null
0.321624,-0.0066917,null,null,null
0.421318,null,-0.0686295,null,null
0.25541,0.0074883,null,null,null
0.353243,null,-0.163121,null,null
0.206026,0.0186104,null,null,null
0.429146,null,-0.184381,null,null
0.221085,0.0135114,null,null,null
0.392788,null,-0.135241,null,null
0.254402,-0.0143289,null,null,null
0.295332,null,-0.249327,null,null
0.248778,-0.0543335,null,null,null
0.326477,null,-0.323203,null,null
0.1632,-0.140662,null,null,null
0.224094,null,-0.425955,null,null
0.234506,-0.078592,null,null,null
0.278796,null,-0.394263,null,null
0.202239,-0.103493,null,null,null
0.194348,null,-0.360952,null,null
0.171867,-0.100093,null,null,null
0.268533,null,-0.341078,null,null
0.158996,-0.130196,null,null,null
0.296027,null,-0.320541,null,null
0.126534,-0.140292,null,null,null
0.326632,null,-0.317342,null,null
0.152342,-0.171302,null,null,null
0.318914,null,-0.310022,null,null
0.197888,-0.240847,null,null,null
0.317638,null,-0.346934,null,null
0.197888,-0.240847,null,null,null
0.317638,null,-0.346934,null,null
0.171277,-0.172001,null,null,null
0.272651,null,-0.254841,null,null
0.150418,-0.260022,null,null,null
0.314522,null,-0.278929,null,null
0.147305,-0.282604,null,null,null
0.31101,null,-0.178069,null,null
0.232787,-0.299687,null,null,null
0.389777,null,-0.225752,null,null
0.175821,-0.248665,null,null,null
0.373716,null,-0.218577,null,null
0.219341,-0.238514,null,null,null
0.33584,null,-0.29849,null,null
0.219341,-0.238514,null,null,null
0.33584,null,-0.29849,null,null
0.218,-0.205529,null,null,null
0.326489,null,-0.226272,null,null
0.179578,-0.234834,null,null,null
0.27142,null,-0.22164,null,null
0.118652,-0.194357,null,null,null
0.330312,null,-0.264794,null,null
0.14195,-0.194518,null,null,null
0.311284,null,-0.283565,null,null
0.173793,-0.232598,null,null,null
0.292872,null,-0.260244,null,null
0.165481,-0.202193,null,null,null
0.281231,null,-0.256564,null,null
0.195096,-0.227858,null,null,null
0.361333,null,-0.233051,null,null
0.184216,-0.327768,null,null,null
0.350924,null,-0.234468,null,null
0.0985115,-0.282158,null,null,null
0.297516,null,-0.257956,null,null
0.130602,-0.301892,null,null,null
0.320613,null,-0.304924,null,null
0.171353,-0.350243,null,null,null
0.220345,null,-0.361655,null,null
0.171353,-0.350243,null,null,null
0.220345,null,-0.361655,null,null
0.212998,-0.312481,null,null,null
0.169915,null,-0.422449,null,null
0.296834,-0.199957,null,null,null
0.170628,null,-0.411942,null,null
0.321165,-0.119452,null,null,null
0.0327108,null,-0.411928,null,null
0.383916,-0.166851,null,null,null
0.06546,null,-0.365455,null,null
0.321547,-0.0395844,null,null,null
0.0477696,null,-0.390687,null,null
0.338263,-0.0400037,null,null,null
0.0632905,null,-0.365406,null,null
0.326759,-0.091571,null,null,null
0.0999135,null,-0.412056,null,null
0.338815,-0.0360024,null,null,null
0.243734,null,-0.371646,null,null
0.274892,-0.0279207,null,null,null
0.214699,null,-0.354615,null,null
0.282832,-0.0978595,null,null,null
0.210545,null,-0.317231,null,null
0.356843,-0.136633,null,null,null
0.160034,null,-0.343993,null,null
0.333315,-0.056852,null,null,null
0.245522,null,-0.207399,null,null
0.259827,0.0173328,null,null,null
0.224462,null,-0.198389,null,null
0.27565,0.0334098,null,null,null
0.216015,null,-0.21093,null,null
0.210731,0.106949,null,null,null
0.188065,null,-0.355473,null,null
0.210731,0.106949,null,null,null
0.188065,null,-0.355473,null,null
0.283171,0.088076,null,null,null
0.17929,null,-0.324263,null,null
0.278792,0.0050021,null,null,null
0.126947,null,-0.334589,null,null
0.279172,-0.0582255,null,null,null
0.12335,null,-0.315266,null,null
0.199865,-0.0325322,null,null,null
0.111237,null,-0.350941,null,null
0.221194,-0.0084538,null,null,null
0.157995,null,-0.331261,null,null
0.1914,-0.0230682,null,null,null
0.0495998,null,-0.306065,null,null
0.119831,0.060476,null,null,null
0.00922185,null,-0.261013,null,null
0.0890415,0.121578,null,null,null
0.0512485,null,-0.318213,null,null
0.14269,0.159873,null,null,null
0.116955,null,-0.345855,null,null
0.123347,0.199193,null,null,null
0.14756,null,-0.301046,null,null
0.184357,0.22989,null,null,null
0.190168,null,-0.306128,null,null
0.160609,0.168858,null,null,null
