ReTr(Lx),ReTr(Ly),ImTr(Lx),ImTr(Ly)
0.164862,-0.282953,null,null,null
0.0998855,null,0.27725,null,null
0.0832715,-0.333888,null,null,null
0.090124,null,0.209449,null,null
0.0460528,-0.303358,null,null,null
0.200896,null,0.319822,null,null
0.115648,-0.359009,null,null,null
0.170615,null,0.302561,null,null
0.115627,-0.360449,null,null,null
0.158698,null,0.314094,null,null
0.0999555,-0.377823,null,null,null
0.273643,null,0.276886,null,null
0.113657,-0.354372,null,null,null
0.25137,null,0.396711,null,null
0.050188,-0.430368,null,null,null
0.117075,null,0.302439,null,null
0.0942555,-0.450514,null,null,null
0.0987485,null,0.355488,null,null
0.0465789,-0.418819,null,null,null
0.143106,null,0.352021,null,null
0.123519,-0.441106,null,null,null
0.155761,null,0.293614,null,null
0.22065,-0.427897,null,null,null
0.148368,null,0.310483,null,null
0.174755,-0.382667,null,null,null
0.143247,null,0.308552,null,null
0.117546,-0.396944,null,null,null
0.112825,null,0.303067,null,null
0.109692,-0.395144,null,null,null
0.0160991,null,0.333252,null,null
0.0546225,-0.435824,null,null,null
0.0367891,null,0.310762,null,null
0.157725,-0.410304,null,null,null
-0.00612765,null,0.341472,null,null
0.217277,-0.369951,null,null,null
0.065242,null,0.339709,null,null
0.178401,-0.392066,null,null,null
0.0405018,null,0.298894,null,null
0.16378,-0.360832,null,null,null
0.0663505,null,0.353826,null,null
0.145583,-0.358722,null,null,null
-0.0370991,null,0.368878,null,null
0.160426,-0.407751,null,null,null
0.0194853,null,0.366744,null,null
0.188954,-0.363192,null,null,null
0.0926655,null,0.34762,null,null
0.096762,-0.436611,null,null,null
0.0613785,null,0.390177,null,null
0.084702,-0.342699,null,null,null
0.0537335,null,0.387748,null,null
0.10718,-0.3594,null,null,null
0.0260515,null,0.426536,null,null
0.19061,-0.301924,null,null,null
0.011731,null,0.408186,null,null
0.19128,-0.283488,null,null,null
-0.0442908,null,0.379205,null,null
0.141037,-0.1763,null,null,null
-0.176468,null,0.375952,null,null
0.144282,-0.325006,null,null,null
-0.146076,null,0.389236,null,null
0.155259,-0.230916,null,null,null
-0.197397,null,0.33735,null,null
0.200565,-0.2094,null,null,null
-0.133336,null,0.394767,null,null
0.157688,-0.216574,null,null,null
-0.170707,null,0.315169,null,null
0.15014,-0.238038,null,null,null
-0.191698,null,0.269904,null,null
0.143421,-0.219838,null,null,null
-0.252348,null,0.254888,null,null
0.161961,-0.185503,null,null,null
-0.163389,null,0.231266,null,null
0.127296,-0.128574,null,null,null
-0.225999,null,0.286024,null,null
0.14624,-0.054935,null,null,null
-0.244698,null,0.325535,null,null
0.14624,-0.054935,null,null,null
-0.244698,null,0.325535,null,null
0.195752,-0.120054,null,null,null
-0.255296,null,0.302403,null,null
0.181541,-0.237887,null,null,null
-0.162665,null,0.301631,null,null
0.220201,-0.241626,null,null,null
-0.209598,null,0.224078,null,null
0.290782,-0.2351,null,null,null
-0.207073,null,0.251551,null,null
0.329881,-0.177193,null,null,null
-0.170882,null,0.239223,null,null
0.296247,-0.246041,null,null,null
-0.172054,null,0.267166,null,null
0.289525,-0.166217,null,null,null
-0.128562,null,0.320018,null,null
0.24795,-0.232277,null,null,null
-0.130924,null,0.401471,null,null
0.224334,-0.221931,null,null,null
-0.0815295,null,0.358031,null,null
0.226243,-0.256605,null,null,null
-0.10852,null,0.338572,null,null
0.288444,-0.269871,null,null,null
-0.163688,null,0.369609,null,null
0.288444,-0.269871,null,null,null
-0.163688,null,0.369609,null,null
0.280618,-0.125348,null,null,null
-0.137615,null,0.261375,null,null
0.202468,-0.066282,null,null,null
-0.134953,null,0.239521,null,null
0.311541,-0.124676,null,null,null
-0.20337,null,0.29219,null,null
0.289025,-0.070283,null,null,null
-0.192936,null,0.25018,null,null
0.29616,-0.120491,null,null,null
-0.172445,null,0.282654,null,null
0.253465,-0.0748475,null,null,null
-0.150173,null,0.36164,null,null
0.207338,-0.122514,null,null,null
-0.120607,null,0.355786,null,null
0.204729,-0.113245,null,null,null
-0.173508,null,0.365907,null,null
0.119758,-0.080023,null,null,null
-0.157539,null,0.267448,null,null
0.151282,-0.104854,null,null,null
-0.21237,null,0.366042,null,null
0.151282,-0.104854,null,null,null
-0.21237,null,0.366042,null,null
0.130585,-0.185448,null,null,null
-0.290126,null,0.252364,null,null
0.150162,-0.176963,null,null,null
-0.270239,null,0.303372,null,null
0.134575,-0.08533,null,null,null
-0.311011,null,0.257979,null,null
0.219224,-0.210735,null,null,null
-0.205228,null,0.330027,null,null
0.177169,-0.156301,null,null,null
-0.238866,null,0.282254,null,null
0.105066,-0.171546,null,null,null
-0.213272,null,0.276631,null,null
0.186091,-0.159467,null,null,null
-0.25168,null,0.259132,null,null
0.142408,-0.164189,null,null,null
-0.271502,null,0.16504,null,null
0.134677,-0.192581,null,null,null
-0.255074,null,0.154175,null,null
0.087714,-0.160791,null,null,null
-0.332698,null,0.172956,null,null
0.118681,-0.162527,null,null,null
-0.25293,null,0.211658,null,null
0.157151,-0.217038,null,null,null
-0.240366,null,0.185075,null,null
0.102339,-0.163351,null,null,null
-0.250233,null,0.19113,null,null
0.132261,-0.223497,null,null,null
-0.242204,null,0.249905,null,null
0.113395,-0.297579,null,null,null
-0.295901,null,0.238355,null,null
0.140614,-0.260271,null,null,null
-0.237092,null,0.304613,null,null
0.0281664,-0.322331,null,null,null
-0.322393,null,0.271242,null,null
0.00622585,-0.279662,null,null,null
-0.274336,null,0.30347,null,null
0.0629315,-0.25592,null,null,null
-0.2517,null,0.300443,null,null
0.113528,-0.307302,null,null,null
-0.291982,null,0.298084,null,null
0.104021,-0.351581,null,null,null
-0.246308,null,0.287687,null,null
0.079998,-0.287376,null,null,null
-0.34333,null,0.298581,null,null
0.105361,-0.397686,null,null,null
-0.272145,null,0.241254,null,null
0.124269,-0.294699,null,null,null
-0.224465,null,0.260464,null,null
0.158034,-0.238785,null,null,null
-0.286755,null,0.212963,null,null
0.177275,-0.253003,null,null,null
-0.225802,null,0.154319,null,null
0.162576,-0.196664,null,null,null
-0.29852,null,0.24101,null,null
0.160545,-0.288301,null,null,null
-0.32523,null,0.234127,null,null
0.168121,-0.270438,null,null,null
-0.308609,null,0.202456,null,null
0.268058,-0.297172,null,null,null
-0.339006,null,0.166499,null,null
0.204266,-0.365816,null,null,null
-0.342716,null,0.141211,null,null
0.195725,-0.347837,null,null,null
-0.349432,null,0.140434,null,null
0.206324,-0.339918,null,null,null
-0.320227,null,0.217574,null,null
0.139251,-0.396964,null,null,null
-0.323378,null,0.196845,null,null
0.200184,-0.36852,null,null,null
-0.37234,null,0.182586,null,null
0.2459,-0.371067,null,null,null
-0.33685,null,0.12457,null,null
0.240351,-0.381864,null,null,null
-0.295845,null,0.119382,null,null
0.220409,-0.314795,null,null,null
-0.414168,null,0.096524,null,null
0.252503,-0.312213,null,null,null
-0.401131,null,0.0791305,null,null
0.26874,-0.314582,null,null,null
-0.390471,null,0.082608,null,null
0.286909,-0.264715,null,null,null
-0.351975,null,0.167164,null,null
0.349955,-0.191905,null,null,null
-0.314613,null,0.197462,null,null
0.408015,-0.242308,null,null,null
-0.285687,null,0.184853,null,null
0.413757,-0.143814,null,null,null
-0.212067,null,0.0788675,null,null
0.382819,-0.261956,null,null,null
-0.260772,null,0.104168,null,null
0.348962,-0.22772,null,null,null
-0.2349,null,0.074836,null,null
0.317234,-0.226481,null,null,null
-0.18262,null,0.119046,null,null
0.286596,-0.274441,null,null,null
-0.193039,null,0.109106,null,null
0.311428,-0.306624,null,null,null
-0.09154,null,0.144803,null,null
0.238213,-0.332313,null,null,null
-0.127038,null,0.153826,null,null
0.278753,-0.359187,null,null,null
-0.107425,null,0.121434,null,null
0.297316,-0.31143,null,null,null
-0.0541065,null,0.0964625,null,null
0.333978,-0.22812,null,null,null
-0.073979,null,0.154307,null,null
0.30631,-0.203929,null,null,null
-0.0339933,null,0.09249,null,null
0.325018,-0.224829,null,null,null
-0.0356852,null,0.178679,null,null
0.254173,-0.220453,null,null,null
-0.0359701,null,0.102497,null,null
0.237419,-0.232242,null,null,null
-0.065141,null,0.140429,null,null
0.241016,-0.176306,null,null,null
-0.0605775,null,0.136092,null,null
0.212591,-0.153461,null,null,null
-0.0594905,null,0.118185,null,null
0.20878,-0.141878,null,null,null
-0.0711375,null,0.117585,null,null
0.190197,-0.11896,null,null,null
-0.0616345,null,0.202416,null,null
0.19695,-0.135892,null,null,null
-0.0748645,null,0.126053,null,null
0.167674,-0.195792,null,null,null
-0.126007,null,0.224128,null,null
0.113294,-0.214344,null,null,null
-0.0739315,null,0.109004,null,null
0.184665,-0.254246,null,null,null
-0.103817,null,0.075809,null,null
0.121721,-0.370642,null,null,null
-0.088194,null,0.0676865,null,null
0.152218,-0.304995,null,null,null
-0.0626635,null,-0.0150184,null,null
0.172868,-0.32356,null,null,null
-0.0177277,null,0.0232341,null,null
0.167182,-0.325207,null,null,null
0.0356569,null,-0.0304495,null,null
0.14365,-0.345752,null,null,null
0.0754835,null,-0.056012,null,null
0.086577,-0.352488,null,null,null
0.0384618,null,-0.0388066,null,null
0.073767,-0.28494,null,null,null
0.0468885,null,-0.058324,null,null
0.075463,-0.187324,null,null,null
0.0155335,null,-0.0119639,null,null
0.0593325,-0.182534,null,null,null
0.00646375,null,-0.07192,null,null
0.0580355,-0.23587,null,null,null
0.0542045,null,-0.0598395,null,null
0.073713,-0.218626,null,null,null
0.00908355,null,-0.0482293,null,null
0.0730235,-0.210173,null,null,null
0.0568225,null,-0.0209796,null,null
0.0472933,-0.196045,null,null,null
0.08468,null,-0.105232,null,null
0.0419913,-0.137281,null,null,null
0.0579305,null,-0.0598535,null,null
0.0275901,-0.161307,null,null,null
0.0583585,null,-0.057557,null,null
0.0275901,-0.161307,null,null,null
0.0583585,null,-0.057557,null,null
0.00448707,-0.166596,null,null,null
0.129244,null,-0.102213,null,null
0.00970805,-0.214,null,null,null
0.118376,null,-0.0206099,null,null
0.0359599,-0.184247,null,null,null
0.0728925,null,-0.000284531,null,null
0.057648,-0.121962,null,null,null
-0.0326002,null,0.0438029,null,null
0.089214,-0.142305,null,null,null
0.0227755,null,0.0112307,null,null
0.080607,-0.159469,null,null,null
-0.0342293,null,0.0536215,null,null
0.152768,-0.117211,null,null,null
-0.074463,null,-0.0342136,null,null
0.141374,-0.113651,null,null,null
-0.0268224,null,-0.0109801,null,null
0.220239,-0.158893,null,null,null
-0.10229,null,0.0432901,null,null
0.2309,-0.15644,null,null,null
0.0475278,null,0.00362042,null,null
0.28165,-0.154041,null,null,null
0.117716,null,-0.0288278,null,null
0.234531,-0.0855315,null,null,null
0.101583,null,0.000380582,null,null
0.161606,-0.0312904,null,null,null
0.148109,null,-0.0461047,null,null
0.136682,-0.110061,null,null,null
0.177427,null,-0.0162232,null,null
0.142527,-0.135275,null,null,null
0.15398,null,-0.0315682,null,null
0.23021,-0.123296,null,null,null
0.136081,null,-0.0863595,null,null
0.123128,-0.12498,null,null,null
0.143118,null,-0.0301455,null,null
0.129274,-0.108492,null,null,null
0.0457098,null,-0.0307541,null,null
0.141672,-0.0268947,null,null,null
0.080739,null,-0.0374699,null,null
0.201451,-0.102344,null,null,null
0.058998,null,0.0166054,null,null
0.14833,-0.065249,null,null,null
0.0064738,null,-0.0306405,null,null
0.072276,-0.049676,null,null,null
-0.0706235,null,0.0237235,null,null
0.000102594,-0.0172667,null,null,null
0.00629605,null,0.00161894,null,null
0.108465,-0.0108103,null,null,null
0.0424392,null,-0.0285864,null,null
0.0824325,-0.0200482,null,null,null
-0.0761105,null,-0.0143994,null,null
0.000886175,-0.0444237,null,null,null
-0.0234145,null,-0.0116036,null,null
0.0361238,-0.103043,null,null,null
-0.011268,null,0.00915785,null,null
-0.024267,-0.0464753,null,null,null
-0.082709,null,-0.0440767,null,null
-0.0300563,-0.00395564,null,null,null
-0.08085,null,-0.0421868,null,null
-0.00119607,0.00411914,null,null,null
-0.108953,null,-0.0942775,null,null
0.0227895,-0.00328852,null,null,null
-0.162078,null,-0.128595,null,null
0.0107049,0.0471729,null,null,null
-0.194674,null,-0.078817,null,null
-0.0205672,0.0767405,null,null,null
-0.283737,null,-0.095401,null,null
-0.0035277,0.034502,null,null,null
-0.263726,null,-0.132702,null,null
0.049694,0.0126406,null,null,null
-0.27423,null,-0.118098,null,null
0.010652,0.0288729,null,null,null
-0.320626,null,-0.0644745,null,null
0.0465373,-0.0770465,null,null,null
-0.341361,null,-0.0292613,null,null
0.0195373,-0.0747255,null,null,null
-0.365395,null,-0.132594,null,null
0.0339165,-0.0821795,null,null,null
-0.325806,null,-0.211182,null,null
0.00168753,-0.056237,null,null,null
-0.396244,null,-0.132574,null,null
0.06238,-0.022437,null,null,null
-0.337867,null,-0.182916,null,null
0.06238,-0.022437,null,null,null
-0.337867,null,-0.182916,null,null
0.000252555,0.070197,null,null,null
-0.379045,null,-0.151461,null,null
0.0097043,0.0471321,null,null,null
-0.399354,null,-0.10149,null,null
-0.00560995,0.0884175,null,null,null
-0.347241,null,-0.099527,null,null
-0.00422634,0.0836145,null,null,null
-0.389629,null,-0.102118,null,null
0.050147,0.006009,null,null,null
-0.350502,null,-0.12315,null,null
-0.0065284,-0.020207,null,null,null
-0.312835,null,-0.0797185,null,null
-0.0263204,-0.0502995,null,null,null
-0.274901,null,0.0466143,null,null
0.022028,0.0110983,null,null,null
-0.32118,null,-0.0444814,null,null
0.0407274,0.182055,null,null,null
-0.381018,null,-0.040093,null,null
0.0140886,0.19037,null,null,null
-0.391787,null,0.0084852,null,null
-0.00862865,0.103015,null,null,null
-0.290509,null,0.0131933,null,null
0.00102404,0.0599325,null,null,null
-0.283695,null,0.00595985,null,null
0.0150224,0.0609725,null,null,null
-0.325852,null,-0.0601485,null,null
0.0150224,0.0609725,null,null,null
-0.325852,null,-0.0601485,null,null
0.0402712,0.0095787,null,null,null
-0.409417,null,-0.080062,null,null
0.00270355,0.090158,null,null,null
-0.312599,null,-0.108899,null,null
0.0802705,0.154169,null,null,null
-0.289277,null,-0.066293,null,null
0.0423222,0.100353,null,null,null
-0.324412,null,-0.0914005,null,null
0.0239177,0.233955,null,null,null
-0.23829,null,-0.0989365,null,null
0.00364992,0.227256,null,null,null
-0.277829,null,-0.0895065,null,null
0.020176,0.235691,null,null,null
-0.169792,null,-0.0254881,null,null
-0.0177266,0.295798,null,null,null
-0.179828,null,-0.00686135,null,null
-0.0250145,0.175889,null,null,null
-0.120303,null,-0.00611715,null,null
-0.0456543,0.0964665,null,null,null
-0.106118,null,-0.14062,null,null
-0.0388814,0.084722,null,null,null
-0.232326,null,-0.0963565,null,null
-0.0177041,0.0280442,null,null,null
-0.193907,null,-0.0910265,null,null
0.0118906,-0.0222963,null,null,null
-0.22436,null,-0.127122,null,null
-0.0240364,-0.0102615,null,null,null
-0.212473,null,-0.111592,null,null
-0.066103,0.0135913,null,null,null
-0.170364,null,-0.055097,null,null
-0.0450963,-0.0517215,null,null,null
-0.254712,null,-0.051454,null,null
-0.0196417,-0.000603095,null,null,null
-0.191303,null,-0.0772115,null,null
-0.0471685,0.154916,null,null,null
-0.235952,null,-0.062998,null,null
-0.0499989,0.158842,null,null,null
-0.201032,null,-0.129485,null,null
-0.0101645,0.0450489,null,null,null
-0.223979,null,-0.101324,null,null
-0.0215769,0.106972,null,null,null
-0.291376,null,-0.0994075,null,null
0.0076315,0.0184084,null,null,null
-0.316196,null,-0.0425186,null,null
-0.054131,0.106343,null,null,null
-0.3726,null,0.0315815,null,null
-0.0270748,0.0407708,null,null,null
-0.325693,null,0.0272757,null,null
-0.0368033,-0.090225,null,null,null
-0.337529,null,-0.056855,null,null
-0.00499009,-0.063558,null,null,null
-0.391104,null,-0.0338757,null,null
0.010452,-0.0187001,null,null,null
-0.378082,null,-0.0436307,null,null
-0.0135953,-0.031866,null,null,null
-0.350437,null,-0.00166522,null,null
0.0056972,-0.0482778,null,null,null
-0.370995,null,-0.0215912,null,null
-0.00105788,-0.0232742,null,null,null
-0.305104,null,0.055307,null,null
0.0163083,-0.066351,null,null,null
-0.295243,null,0.105334,null,null
-0.0257151,-0.056672,null,null,null
-0.182113,null,0.119025,null,null
-0.00275311,-0.058632,null,null,null
-0.230191,null,0.127827,null,null
-0.0064445,-0.0349288,null,null,null
-0.293064,null,0.109671,null,null
-0.0495949,-0.0797455,null,null,null
-0.204469,null,0.110756,null,null
0.0210474,-0.0466078,null,null,null
-0.229429,null,0.188029,null,null
0.0179305,0.0149082,null,null,null
-0.21061,null,0.16135,null,null
-0.0206465,0.08278,null,null,null
-0.209953,null,0.198491,null,null
0.0191052,0.0133565,null,null,null
-0.199824,null,0.183574,null,null
0.0201205,0.0479932,null,null,null
-0.17274,null,0.147784,null,null
0.0160712,-0.0233238,null,null,null
-0.201601,null,0.14603,null,null
0.0160712,-0.0233238,null,null,null
-0.201601,null,0.14603,null,null
0.0235817,0.0370922,null,null,null
-0.172382,null,0.140205,null,null
0.0392911,-0.0431562,null,null,null
-0.155451,null,0.188521,null,null
0.0634125,-0.0130906,null,null,null
-0.102676,null,0.145644,null,null
-0.0050782,0.0472336,null,null,null
-0.155471,null,0.135213,null,null
0.0238366,-0.0390812,null,null,null
-0.150244,null,0.136509,null,null
0.0238366,-0.0390812,null,null,null
-0.150244,null,0.136509,null,null
-0.0229657,-0.0364034,null,null,null
-0.0720305,null,0.00800255,null,null
-0.0095797,-0.06968,null,null,null
-0.0475838,null,0.00887405,null,null
-0.0114763,-0.0776985,null,null,null
-0.0042243,null,0.0299422,null,null
0.0220371,-0.086732,null,null,null
-0.0252349,null,-0.0115609,null,null
-0.02267,-0.067705,null,null,null
-0.0112023,null,-0.0489984,null,null
-0.0360077,-0.0363533,null,null,null
0.0461288,null,-0.0410199,null,null
-0.042134,-0.0451536,null,null,null
-0.073936,null,0.0705495,null,null
0.0150892,-0.060653,null,null,null
-0.062752,null,0.0275661,null,null
-0.0212751,0.0174978,null,null,null
-0.050707,null,0.0364051,null,null
-0.0130951,-0.052887,null,null,null
0.066227,null,-0.0152657,null,null
-0.034209,-0.0167558,null,null,null
0.0310921,null,-0.0306841,null,null
0.02732,-0.0144692,null,null,null
0.051772,null,-0.00402759,null,null
-0.0275376,-0.117552,null,null,null
0.098307,null,-0.051049,null,null
-0.0151593,-0.112868,null,null,null
0.117329,null,-0.0430576,null,null
-0.00431277,-0.0719345,null,null,null
0.132431,null,-0.0724265,null,null
0.0105144,0.000427191,null,null,null
0.0377391,null,-0.0216139,null,null
-0.028436,-0.0646795,null,null,null
0.050149,null,-0.0112964,null,null
-0.0427096,-0.125409,null,null,null
-0.00427118,null,-5.44205e-05,null,null
-0.0145891,-0.106586,null,null,null
-0.0710195,null,0.0081718,null,null
-0.00202622,-0.186434,null,null,null
-0.0915725,null,-0.00573035,null,null
0.0102811,-0.118902,null,null,null
-0.092379,null,-0.0056914,null,null
0.050213,-0.111052,null,null,null
-0.0173007,null,0.0183125,null,null
0.0406953,-0.06871,null,null,null
-0.0115829,null,-0.0103987,null,null
0.0434494,-0.096513,null,null,null
0.0331735,null,-0.0208507,null,null
0.0417752,-0.156396,null,null,null
-0.079918,null,-0.0206007,null,null
0.0962915,-0.214703,null,null,null
-0.189797,null,-0.0350951,null,null
0.0962915,-0.214703,null,null,null
-0.189797,null,-0.0350951,null,null
0.140785,-0.124011,null,null,null
-0.070996,null,-0.0260699,null,null
0.053919,-0.094902,null,null,null
-0.118963,null,-0.0331652,null,null
0.053919,-0.094902,null,null,null
-0.118963,null,-0.0331652,null,null
0.075206,-0.112807,null,null,null
-0.147629,null,-0.00855205,null,null
0.0515665,0.076109,null,null,null
-0.189333,null,0.019105,null,null
0.0647145,-0.0353612,null,null,null
-0.22552,null,0.0402209,null,null
0.110535,-0.0564755,null,null,null
-0.195813,null,0.055321,null,null
0.127662,-0.212617,null,null,null
-0.275787,null,0.100933,null,null
0.16561,-0.186307,null,null,null
-0.269515,null,0.0132881,null,null
0.16561,-0.186307,null,null,null
-0.269515,null,0.0132881,null,null
0.125028,-0.180289,null,null,null
-0.343803,null,0.0159375,null,null
0.0359166,-0.215428,null,null,null
-0.395348,null,0.0178093,null,null
0.07039,-0.13327,null,null,null
-0.330715,null,0.0091671,null,null
0.063191,-0.130575,null,null,null
-0.339354,null,-0.065199,null,null
0.168748,-0.137793,null,null,null
-0.393524,null,-0.0319431,null,null
0.142216,-0.264106,null,null,null
-0.406253,null,-0.119623,null,null
0.171598,-0.273664,null,null,null
-0.403406,null,-0.104153,null,null
0.186668,-0.235439,null,null,null
-0.313643,null,-0.170902,null,null
0.124877,-0.259288,null,null,null
-0.299125,null,-0.149975,null,null
0.137045,-0.210653,null,null,null
-0.239493,null,-0.14119,null,null
0.122052,-0.201324,null,null,null
-0.337019,null,-0.138318,null,null
0.122052,-0.201324,null,null,null
-0.337019,null,-0.138318,null,null
0.120658,-0.192972,null,null,null
-0.380468,null,-0.146912,null,null
0.07923,-0.268784,null,null,null
-0.409976,null,-0.0554795,null,null
0.093544,-0.148757,null,null,null
-0.372442,null,0.0176709,null,null
0.051564,-0.156262,null,null,null
-0.444571,null,0.051754,null,null
0.086034,-0.31742,null,null,null
-0.423272,null,0.00383973,null,null
-0.0070883,-0.198431,null,null,null
-0.354121,null,0.080646,null,null
-0.018377,-0.151405,null,null,null
-0.273149,null,0.137045,null,null
0.0236191,-0.194379,null,null,null
-0.26399,null,0.17959,null,null
0.110894,-0.234634,null,null,null
-0.261854,null,0.16265,null,null
0.136983,-0.256427,null,null,null
-0.31801,null,0.125362,null,null
0.089874,-0.306619,null,null,null
-0.227556,null,0.0773475,null,null
0.0970955,-0.276981,null,null,null
-0.23654,null,0.112466,null,null
0.090761,-0.258335,null,null,null
-0.198259,null,0.07294,null,null
0.055899,-0.278941,null,null,null
-0.226149,null,0.10305,null,null
0.088307,-0.307991,null,null,null
-0.201824,null,0.109456,null,null
0.118023,-0.369385,null,null,null
-0.172164,null,0.117856,null,null
0.0973685,-0.272747,null,null,null
-0.218025,null,0.061985,null,null
0.122537,-0.325514,null,null,null
-0.185834,null,0.0838425,null,null
0.156987,-0.260456,null,null,null
-0.118913,null,0.126983,null,null
0.086987,-0.306459,null,null,null
-0.122812,null,0.171331,null,null
0.0858465,-0.280602,null,null,null
-0.0920095,null,0.121063,null,null
0.086284,-0.312442,null,null,null
-0.0964595,null,0.148943,null,null
0.0163281,-0.304831,null,null,null
-0.087874,null,0.105426,null,null
0.020304,-0.225754,null,null,null
-0.125538,null,0.233218,null,null
0.060138,-0.271843,null,null,null
-0.111967,null,0.188776,null,null
0.0299593,-0.37209,null,null,null
-0.066258,null,0.17182,null,null
0.0818175,-0.380221,null,null,null
-0.048584,null,0.145161,null,null
0.105843,-0.362333,null,null,null
-0.076466,null,0.117858,null,null
0.133805,-0.37897,null,null,null
-0.107806,null,0.211313,null,null
0.235523,-0.311422,null,null,null
-0.0648035,null,0.147119,null,null
0.298891,-0.274668,null,null,null
-0.11303,null,0.104853,null,null
0.230411,-0.346661,null,null,null
-0.109747,null,0.138572,null,null
0.301768,-0.317487,null,null,null
-0.129171,null,0.160372,null,null
0.243924,-0.337238,null,null,null
-0.142441,null,0.10811,null,null
0.233372,-0.33777,null,null,null
-0.081975,null,0.152504,null,null
0.168143,-0.324012,null,null,null
-0.0485695,null,0.172971,null,null
0.165162,-0.376669,null,null,null
-0.0805385,null,0.181561,null,null
0.165162,-0.376669,null,null,null
-0.0805385,null,0.181561,null,null
0.0756895,-0.388501,null,null,null
-0.122297,null,0.176525,null,null
0.0291788,-0.272021,null,null,null
-0.121352,null,0.239748,null,null
0.00407603,-0.273703,null,null,null
-0.162518,null,0.285408,null,null
0.00485506,-0.32314,null,null,null
-0.148225,null,0.214339,null,null
0.0130782,-0.318768,null,null,null
-0.13595,null,0.184533,null,null
0.00096748,-0.403682,null,null,null
-0.0758115,null,0.170747,null,null
0.06446,-0.364976,null,null,null
-0.133327,null,0.146702,null,null
0.147093,-0.37703,null,null,null
-0.103793,null,0.134528,null,null
0.143204,-0.348654,null,null,null
-0.193235,null,0.187131,null,null
0.141146,-0.338589,null,null,null
-0.187272,null,0.0782985,null,null
0.268035,-0.249044,null,null,null
-0.084916,null,0.072877,null,null
0.263501,-0.284122,null,null,null
-0.0868835,null,0.0401405,null,null
0.204945,-0.202534,null,null,null
-0.149031,null,0.084146,null,null
0.204945,-0.202534,null,null,null
-0.149031,null,0.084146,null,null
0.183505,-0.201667,null,null,null
-0.140749,null,0.06051,null,null
0.171292,-0.276442,null,null,null
-0.171814,null,0.0387648,null,null
0.206903,-0.23737,null,null,null
-0.243694,null,0.07762,null,null
0.199648,-0.235499,null,null,null
-0.326782,null,0.161265,null,null
0.234476,-0.247639,null,null,null
-0.246132,null,0.150011,null,null
0.300056,-0.185707,null,null,null
-0.242947,null,0.093869,null,null
0.285177,-0.174157,null,null,null
