ReTr(Lx),ReTr(Ly),ImTr(Lx),ImTr(Ly)
-0.505175,null,-0.153948,null,null
0.134688,0.584735,null,null,null
-1.01677,null,0.139248,null,null
0.0331335,0.65379,null,null,null
-1.17332,null,-0.039434,null,null
-0.162901,0.651995,null,null,null
-0.7555,null,0.0699835,null,null
0.300465,0.77306,null,null,null
-0.736055,null,-0.108895,null,null
0.263035,0.77694,null,null,null
-0.89881,null,-0.353947,null,null
0.332338,0.85511,null,null,null
-0.73704,null,-0.768115,null,null
0.302236,0.959005,null,null,null
-0.94528,null,-0.764925,null,null
0.200849,0.93597,null,null,null
-0.591725,null,-0.558025,null,null
-0.0221974,0.6453,null,null,null
-0.78327,null,-0.509845,null,null
0.050515,0.734855,null,null,null
-0.70351,null,-0.65829,null,null
0.061488,0.9177,null,null,null
-0.782895,null,-0.132221,null,null
0.0222805,0.66308,null,null,null
-0.515755,null,-0.397315,null,null
0.32784,0.532875,null,null,null
-0.688185,null,-0.411585,null,null
0.224333,0.459261,null,null,null
-0.752685,null,-0.424111,null,null
0.409468,0.350733,null,null,null
-0.812125,null,-0.524935,null,null
0.0716765,0.444228,null,null,null
-1.07821,null,-0.372238,null,null
0.244059,0.582365,null,null,null
-0.701495,null,-0.0129134,null,null
0.545905,0.56158,null,null,null
-0.64512,null,-0.0334214,null,null
0.369133,0.62942,null,null,null
-0.75933,null,0.0378443,null,null
0.295146,0.60375,null,null,null
-0.68381,null,-0.0104337,null,null
0.282348,0.178137,null,null,null
-0.75432,null,-0.193604,null,null
0.285676,0.175361,null,null,null
-0.79537,null,-0.199722,null,null
0.209598,0.429142,null,null,null
-0.764885,null,-0.212653,null,null
0.107646,0.587415,null,null,null
-0.709665,null,-0.325109,null,null
0.0259078,0.559965,null,null,null
-0.621135,null,-0.144672,null,null
0.0150087,0.52275,null,null,null
-0.997345,null,-0.333444,null,null
0.100211,0.42053,null,null,null
-0.794025,null,-0.36904,null,null
0.100211,0.42053,null,null,null
-0.794025,null,-0.36904,null,null
0.036284,0.717035,null,null,null
-0.467368,null,-0.155455,null,null
-0.374252,0.66762,null,null,null
-1.05323,null,-0.132205,null,null
-0.178339,0.624155,null,null,null
-0.65449,null,-0.26029,null,null
-0.410803,0.900715,null,null,null
-0.72689,null,-0.237253,null,null
-0.374367,0.793995,null,null,null
-0.87889,null,-0.275108,null,null
-0.091128,0.667305,null,null,null
-0.76942,null,-0.360077,null,null
-0.172318,0.742055,null,null,null
-0.585605,null,0.149987,null,null
0.27557,0.70983,null,null,null
-0.6404,null,0.59306,null,null
0.0382453,0.742375,null,null,null
-0.744865,null,0.6493,null,null
0.289743,0.65954,null,null,null
-0.896935,null,0.528475,null,null
0.328953,0.934595,null,null,null
-0.86989,null,0.400778,null,null
0.189483,0.741775,null,null,null
-0.308794,null,0.655255,null,null
0.388406,0.46999,null,null,null
-0.636095,null,0.640325,null,null
0.261546,0.553155,null,null,null
-0.780515,null,0.466342,null,null
0.146751,0.77309,null,null,null
-0.484026,null,0.174482,null,null
0.00322232,0.754515,null,null,null
-0.920745,null,0.0922475,null,null
0.155688,0.575875,null,null,null
-0.850285,null,0.514575,null,null
0.0087606,0.82552,null,null,null
-0.83467,null,0.93354,null,null
0.262522,0.751875,null,null,null
-0.134017,null,0.73656,null,null
0.0758775,0.85136,null,null,null
-0.90874,null,0.72974,null,null
0.232241,0.574835,null,null,null
-0.642005,null,0.61388,null,null
0.264163,0.86264,null,null,null
-0.582,null,0.61713,null,null
0.264163,0.86264,null,null,null
-0.582,null,0.61713,null,null
0.122769,0.64204,null,null,null
-0.71483,null,0.69936,null,null
0.1576,0.884925,null,null,null
-0.45745,null,0.998115,null,null
-0.0548055,0.6773,null,null,null
-0.842775,null,1.218,null,null
0.273886,0.62676,null,null,null
-0.77033,null,0.846075,null,null
0.197242,0.709845,null,null,null
-0.475313,null,0.755995,null,null
0.22002,0.417706,null,null,null
-0.611955,null,0.837155,null,null
0.0820355,0.328429,null,null,null
-0.836345,null,1.59454,null,null
-0.064757,0.304632,null,null,null
-0.695205,null,1.21358,null,null
-0.085042,0.131935,null,null,null
-0.55605,null,0.779245,null,null
-0.067911,-0.00516295,null,null,null
-0.475241,null,0.691045,null,null
-0.0826765,-0.00096029,null,null,null
-0.458928,null,0.83625,null,null
-0.130055,0.171461,null,null,null
-0.355097,null,0.738745,null,null
-0.051688,0.110289,null,null,null
-0.287355,null,0.70182,null,null
-0.270056,0.460879,null,null,null
-0.121607,null,0.537345,null,null
-0.270056,0.460879,null,null,null
-0.121607,null,0.537345,null,null
-0.153762,0.438097,null,null,null
-0.22784,null,0.59322,null,null
-0.16793,0.322136,null,null,null
-0.438022,null,0.60683,null,null
-0.165895,0.469566,null,null,null
-0.548285,null,0.443945,null,null
-0.181877,0.436741,null,null,null
-0.756085,null,0.526475,null,null
-0.278888,0.367278,null,null,null
-1.02317,null,0.387074,null,null
-0.00765905,0.255839,null,null,null
-1.25577,null,-0.186224,null,null
-0.0227041,0.460002,null,null,null
-1.09961,null,-0.485591,null,null
0.213997,0.520945,null,null,null
-0.947925,null,0.206093,null,null
0.128403,0.50505,null,null,null
-0.98977,null,0.391763,null,null
-0.210904,0.936505,null,null,null
-1.12516,null,0.383155,null,null
-0.181132,0.51552,null,null,null
-1.11345,null,0.269334,null,null
-0.154679,0.431795,null,null,null
-1.13982,null,0.385192,null,null
-0.251958,0.0442714,null,null,null
-1.45158,null,0.195568,null,null
-0.251958,0.0442714,null,null,null
-1.45158,null,0.195568,null,null
-0.229559,0.244546,null,null,null
-1.36302,null,0.266304,null,null
-0.0674535,0.247349,null,null,null
-1.08485,null,0.351364,null,null
-0.242763,0.393205,null,null,null
-1.07789,null,0.215411,null,null
-0.0577065,0.32669,null,null,null
-1.28021,null,0.517185,null,null
-0.290843,0.25707,null,null,null
-1.60221,null,-0.225879,null,null
-0.0477583,0.116121,null,null,null
-1.1141,null,0.164362,null,null
-0.0571945,0.18877,null,null,null
-1.42614,null,0.242352,null,null
-0.066013,0.223042,null,null,null
-1.22425,null,0.138545,null,null
0.0360828,0.335431,null,null,null
-1.32167,null,0.198016,null,null
-0.222137,0.193587,null,null,null
-1.68311,null,0.530745,null,null
-0.298982,0.372248,null,null,null
-0.941025,null,0.84461,null,null
-0.301343,0.322823,null,null,null
-1.45901,null,0.39163,null,null
-0.345815,0.57323,null,null,null
-1.02751,null,0.307082,null,null
-0.214358,0.650665,null,null,null
-1.33731,null,0.126859,null,null
-0.291975,0.410551,null,null,null
-1.57465,null,0.255595,null,null
-0.225811,0.450309,null,null,null
-1.26672,null,0.154374,null,null
-0.361783,0.136383,null,null,null
-1.10014,null,0.488366,null,null
-0.160165,0.175641,null,null,null
-0.95651,null,0.391342,null,null
-0.147904,0.0462563,null,null,null
-0.93345,null,0.324358,null,null
-0.467927,0.241013,null,null,null
-1.0487,null,0.199079,null,null
-0.682485,-0.0214169,null,null,null
-1.14504,null,0.275763,null,null
-0.69134,0.463238,null,null,null
-0.7292,null,0.504295,null,null
-0.37407,0.265899,null,null,null
-1.08702,null,0.556235,null,null
-0.260941,0.251486,null,null,null
-0.904345,null,0.110911,null,null
-0.42514,-0.151552,null,null,null
-0.864815,null,0.141585,null,null
-0.0435964,0.106047,null,null,null
-0.795125,null,0.00219616,null,null
0.0072097,-0.0269262,null,null,null
-0.860145,null,0.0303995,null,null
-0.00141106,0.164004,null,null,null
-1.12216,null,0.034737,null,null
0.00537365,0.215772,null,null,null
-1.22428,null,0.379094,null,null
0.0329241,0.126371,null,null,null
-0.930965,null,0.389948,null,null
0.063289,0.072504,null,null,null
-0.879,null,0.570005,null,null
0.108977,0.0796555,null,null,null
-0.99703,null,0.643765,null,null
0.17362,0.0844975,null,null,null
-1.17599,null,0.82485,null,null
0.127963,0.032708,null,null,null
-0.433732,null,0.631065,null,null
0.155847,0.358253,null,null,null
-0.26565,null,0.637045,null,null
0.062011,0.340929,null,null,null
-0.258427,null,0.69507,null,null
0.148873,0.39611,null,null,null
-0.324703,null,0.71578,null,null
0.110449,0.224013,null,null,null
-0.279437,null,0.51318,null,null
0.32129,0.166802,null,null,null
-0.447564,null,0.845765,null,null
0.173363,0.32885,null,null,null
-0.266277,null,0.7046,null,null
0.389524,0.439938,null,null,null
-0.515615,null,0.961965,null,null
0.43926,0.347008,null,null,null
-0.385714,null,0.736925,null,null
0.320851,0.154021,null,null,null
-0.442898,null,0.67256,null,null
0.320851,0.154021,null,null,null
-0.442898,null,0.67256,null,null
0.361304,0.247327,null,null,null
-0.459964,null,0.948315,null,null
0.611085,0.447932,null,null,null
-0.325402,null,0.87071,null,null
0.32706,0.297562,null,null,null
-0.383912,null,0.9036,null,null
0.433299,0.684255,null,null,null
-0.482532,null,0.484034,null,null
0.243845,0.388151,null,null,null
-0.369345,null,0.533635,null,null
0.306633,0.602185,null,null,null
-0.340581,null,0.870945,null,null
0.063046,0.498125,null,null,null
-0.57856,null,0.796835,null,null
0.0972385,0.53716,null,null,null
-0.606205,null,0.91003,null,null
0.241813,0.480556,null,null,null
-0.723815,null,1.0921,null,null
-0.067688,0.106507,null,null,null
-1.01707,null,0.424361,null,null
-0.052335,0.0258306,null,null,null
-0.931355,null,0.329687,null,null
0.0403442,0.169728,null,null,null
-0.659865,null,0.461785,null,null
-0.0284358,0.436433,null,null,null
-0.97615,null,0.401195,null,null
-0.0284358,0.436433,null,null,null
-0.97615,null,0.401195,null,null
-0.131806,0.372584,null,null,null
-0.67867,null,0.428603,null,null
0.0155197,0.236012,null,null,null
-0.706195,null,0.459319,null,null
0.50336,0.0630455,null,null,null
-0.92753,null,0.151535,null,null
0.334956,0.356699,null,null,null
-1.0135,null,0.278259,null,null
0.431578,0.50459,null,null,null
-0.799145,null,0.261786,null,null
0.0929995,0.370972,null,null,null
-0.86051,null,0.348319,null,null
-0.102154,0.340568,null,null,null
-0.896095,null,0.490913,null,null
-0.390463,0.625865,null,null,null
-0.64547,null,0.71383,null,null
-0.219597,0.63202,null,null,null
-0.88069,null,0.818635,null,null
-0.0236364,0.700505,null,null,null
-0.68162,null,0.5551,null,null
-0.385567,1.09702,null,null,null
-0.702895,null,0.440156,null,null
-0.146901,0.936765,null,null,null
-0.602685,null,0.671495,null,null
-0.110227,1.07187,null,null,null
-0.74328,null,0.69699,null,null
-0.15505,1.225,null,null,null
-0.384666,null,0.979575,null,null
-0.0493077,0.95665,null,null,null
-0.272204,null,0.85001,null,null
-0.0115045,0.99538,null,null,null
-0.126761,null,1.21091,null,null
-0.0709765,0.5718,null,null,null
-0.47291,null,1.07777,null,null
0.0270425,0.426696,null,null,null
-0.50441,null,0.832945,null,null
-0.260812,0.94751,null,null,null
-0.75898,null,1.20071,null,null
-0.266234,0.734145,null,null,null
-0.433887,null,0.564015,null,null
-0.440559,0.73632,null,null,null
-0.605835,null,0.80404,null,null
-0.481067,0.66403,null,null,null
-0.391659,null,0.764995,null,null
-0.299376,0.793395,null,null,null
-0.291722,null,0.541995,null,null
-0.145673,0.718245,null,null,null
-0.221048,null,0.58729,null,null
-0.211188,0.631195,null,null,null
-0.242845,null,0.852775,null,null
-0.276854,0.81052,null,null,null
-0.147253,null,0.69585,null,null
-0.402321,0.415603,null,null,null
-0.271852,null,0.76964,null,null
-0.402864,-0.0106636,null,null,null
0.034919,null,0.914775,null,null
-0.58893,0.0390541,null,null,null
0.0366326,null,0.71287,null,null
-0.727515,0.462245,null,null,null
0.238101,null,0.663035,null,null
-0.73879,0.374684,null,null,null
0.376835,null,0.58728,null,null
-0.67974,0.536085,null,null,null
0.436709,null,0.980405,null,null
-0.610615,0.125678,null,null,null
0.364223,null,0.759905,null,null
-0.55411,0.234468,null,null,null
0.529085,null,0.807025,null,null
-0.53746,-0.138684,null,null,null
0.263058,null,0.6413,null,null
-0.372727,-0.0602345,null,null,null
0.154058,null,0.758875,null,null
-0.343222,0.035943,null,null,null
0.271101,null,0.85663,null,null
-0.0752425,0.395449,null,null,null
0.165044,null,0.6733,null,null
-0.210602,0.168144,null,null,null
0.169487,null,0.675135,null,null
-0.467695,0.0101095,null,null,null
0.225378,null,0.76877,null,null
-0.232967,0.106459,null,null,null
0.435701,null,1.02558,null,null
-0.26317,-0.111348,null,null,null
0.602795,null,1.09371,null,null
0.218168,0.168789,null,null,null
0.768865,null,0.79965,null,null
0.170119,0.125892,null,null,null
0.487266,null,0.674105,null,null
0.307638,0.224569,null,null,null
0.184613,null,0.825275,null,null
0.274998,0.451278,null,null,null
-0.202871,null,0.72048,null,null
0.307557,0.325078,null,null,null
-0.040674,null,1.0395,null,null
0.320943,0.233655,null,null,null
-0.266147,null,0.871105,null,null
0.377929,0.280191,null,null,null
-0.377637,null,1.0233,null,null
0.377929,0.280191,null,null,null
-0.377637,null,1.0233,null,null
0.34381,0.236829,null,null,null
-0.53916,null,0.563285,null,null
0.307908,0.271823,null,null,null
-0.566225,null,0.619115,null,null
0.307908,0.271823,null,null,null
-0.566225,null,0.619115,null,null
-0.154043,0.56879,null,null,null
-0.410363,null,0.477311,null,null
-0.104643,0.508445,null,null,null
-0.608275,null,1.20505,null,null
-0.368774,0.0161934,null,null,null
-0.496696,null,0.48885,null,null
-0.244733,-0.0451333,null,null,null
-0.757385,null,0.440286,null,null
-0.244733,-0.0451333,null,null,null
-0.757385,null,0.440286,null,null
-0.0430833,0.0527275,null,null,null
-0.318786,null,0.31274,null,null
0.141193,-0.436939,null,null,null
-0.458155,null,0.145012,null,null
0.096068,-0.304486,null,null,null
-0.320644,null,0.251517,null,null
-0.0116378,-0.53968,null,null,null
-0.197869,null,0.249018,null,null
0.129187,-0.29355,null,null,null
-0.354544,null,0.170545,null,null
0.00798095,-0.52177,null,null,null
0.0585055,null,0.089026,null,null
0.095679,-0.523605,null,null,null
-0.305601,null,0.220475,null,null
-0.0749595,-0.685685,null,null,null
-0.179221,null,0.220888,null,null
-0.0341619,-0.581255,null,null,null
-0.272027,null,0.165159,null,null
-0.0937925,-0.333222,null,null,null
-0.378157,null,0.144503,null,null
-0.409017,-0.518795,null,null,null
-0.595835,null,0.452735,null,null
-0.538355,-0.52182,null,null,null
-0.485494,null,0.401701,null,null
-0.51668,-0.42986,null,null,null
-0.300075,null,0.47223,null,null
-0.51668,-0.42986,null,null,null
-0.300075,null,0.47223,null,null
-0.441385,-0.690255,null,null,null
-0.322155,null,0.463006,null,null
-0.260736,-0.414818,null,null,null
-0.388079,null,0.147492,null,null
-0.296655,-0.416144,null,null,null
-0.451826,null,0.16224,null,null
-0.202042,-0.540295,null,null,null
-0.249463,null,0.54163,null,null
-0.428636,-0.6516,null,null,null
-0.261474,null,0.23764,null,null
-0.43743,-0.6782,null,null,null
-0.245349,null,0.054132,null,null
-0.263836,-0.766505,null,null,null
-0.361893,null,0.190787,null,null
-0.070866,-0.670015,null,null,null
-0.261286,null,0.53737,null,null
-0.250621,-0.775345,null,null,null
-0.260707,null,0.370787,null,null
-0.511465,-0.306412,null,null,null
-0.428071,null,0.310449,null,null
-0.511465,-0.306412,null,null,null
-0.428071,null,0.310449,null,null
-0.592805,-0.0751205,null,null,null
-0.302775,null,0.5372,null,null
-1.18793,-0.109161,null,null,null
-0.215744,null,0.681335,null,null
-1.18793,-0.109161,null,null,null
-0.215744,null,0.681335,null,null
-0.65496,-0.315328,null,null,null
-0.164826,null,0.455497,null,null
-0.371012,-0.21659,null,null,null
-0.254702,null,0.662595,null,null
-0.453965,-0.285835,null,null,null
-0.345936,null,0.504425,null,null
-0.396632,-0.244112,null,null,null
-0.476218,null,0.809965,null,null
-0.297749,-0.400605,null,null,null
-0.55529,null,0.782345,null,null
-0.297749,-0.400605,null,null,null
-0.55529,null,0.782345,null,null
-0.115322,-0.375455,null,null,null
-0.421397,null,0.519975,null,null
-0.162313,-0.316931,null,null,null
-0.0411081,null,0.572245,null,null
-0.248958,-0.188579,null,null,null
-0.372249,null,0.69312,null,null
-0.486632,-0.0167294,null,null,null
-0.180112,null,0.7263,null,null
-0.360984,0.0318447,null,null,null
-0.143973,null,0.69946,null,null
-0.555135,0.21238,null,null,null
-0.243127,null,0.355276,null,null
-0.46617,-0.067324,null,null,null
-0.359075,null,0.257796,null,null
-0.461832,0.272871,null,null,null
-0.319576,null,0.414477,null,null
-0.518035,0.281515,null,null,null
-0.42326,null,0.316358,null,null
-0.439821,0.192488,null,null,null
-0.361077,null,-0.208523,null,null
-0.387964,0.198544,null,null,null
-0.332581,null,-0.136735,null,null
-0.300996,0.473281,null,null,null
-0.370895,null,-0.198487,null,null
-0.229638,0.498667,null,null,null
-0.264892,null,0.0414061,null,null
-0.232154,0.662955,null,null,null
-0.55666,null,0.0155766,null,null
-0.176488,0.748745,null,null,null
-0.411222,null,0.151856,null,null
-0.405036,1.02967,null,null,null
-0.479816,null,0.08134,null,null
-0.331856,1.01289,null,null,null
-0.712205,null,-0.123297,null,null
-0.331856,1.01289,null,null,null
-0.712205,null,-0.123297,null,null
-0.299316,0.478245,null,null,null
-0.9946,null,-0.290168,null,null
-0.285127,0.60388,null,null,null
-1.19561,null,-0.311069,null,null
-0.444192,0.619495,null,null,null
-0.913655,null,0.278476,null,null
-0.753335,0.392711,null,null,null
-1.26729,null,0.472303,null,null
-0.82749,0.57673,null,null,null
-0.907905,null,0.545715,null,null
-0.801335,0.250177,null,null,null
-1.52937,null,0.995065,null,null
-0.86078,0.274182,null,null,null
-1.83742,null,0.679175,null,null
-0.80924,0.323252,null,null,null
-1.88779,null,1.21431,null,null
-0.497492,0.527375,null,null,null
-1.8657,null,1.02152,null,null
-0.51449,0.63157,null,null,null
-1.7503,null,0.808465,null,null
-0.59647,0.68998,null,null,null
-1.87534,null,1.73652,null,null
-0.677485,0.614015,null,null,null
-1.83244,null,0.939625,null,null
-0.68339,0.755715,null,null,null
-1.48575,null,0.75587,null,null
-0.98927,0.50314,null,null,null
-1.41663,null,1.04319,null,null
-0.765775,0.515375,null,null,null
-1.58977,null,1.11557,null,null
-0.854915,0.0952835,null,null,null
-1.36895,null,0.853265,null,null
-1.25028,-0.064777,null,null,null
-1.43725,null,0.443037,null,null
-1.25028,-0.064777,null,null,null
-1.43725,null,0.443037,null,null
-1.04974,0.050216,null,null,null
-1.54346,null,0.09314,null,null
-1.31905,0.137474,null,null,null
-1.15159,null,0.558095,null,null
-1.1328,0.430365,null,null,null
-1.1016,null,0.79997,null,null
-1.10803,0.193383,null,null,null
-1.55529,null,0.374682,null,null
-0.833365,0.131941,null,null,null
-1.90632,null,0.84593,null,null
-0.87992,0.356026,null,null,null
-1.39004,null,1.13409,null,null
-0.87992,0.356026,null,null,null
-1.39004,null,1.13409,null,null
-1.05506,0.338484,null,null,null
-1.30536,null,1.47666,null,null
-0.70417,0.216876,null,null,null
-0.873565,null,1.70384,null,null
-0.658645,0.446203,null,null,null
-1.34446,null,1.43571,null,null
-0.72822,0.437761,null,null,null
-1.27303,null,1.40818,null,null
-0.885795,0.717865,null,null,null
-0.82568,null,2.06407,null,null
-0.51805,0.85591,null,null,null
-1.28337,null,1.16741,null,null
-0.66723,1.01374,null,null,null
-1.3795,null,1.01537,null,null
-0.7212,0.90216,null,null,null
-0.909345,null,0.702175,null,null
-0.89739,0.6796,null,null,null
-0.97938,null,0.878315,null,null
-0.89739,0.6796,null,null,null
-0.97938,null,0.878315,null,null
-0.75596,0.485832,null,null,null
-0.624125,null,1.15227,null,null
-0.75596,0.485832,null,null,null
-0.624125,null,1.15227,null,null
-0.67199,0.56915,null,null,null
-1.39075,null,1.04427,null,null
-0.720625,0.477037,null,null,null
-1.29207,null,0.393778,null,null
-0.875885,0.435253,null,null,null
-1.10502,null,0.69599,null,null
-0.487362,0.308661,null,null,null
-1.51246,null,0.522045,null,null
-0.420108,0.321228,null,null,null
-1.63969,null,0.5917,null,null
-0.557615,0.254586,null,null,null
-1.4908,null,0.59448,null,null
-0.65058,0.57791,null,null,null
-1.32587,null,0.60176,null,null
-0.63839,0.53643,null,null,null
-1.15406,null,0.91663,null,null
-0.487122,0.59893,null,null,null
-0.951725,null,1.25121,null,null
-0.345251,0.76137,null,null,null
-0.816895,null,1.08947,null,null
-0.308824,0.90828,null,null,null
-1.19602,null,1.08214,null,null
-0.215186,0.641265,null,null,null
-1.26947,null,0.790105,null,null
0.256041,0.86283,null,null,null
-0.86391,null,0.964235,null,null
0.0663715,0.772825,null,null,null
-1.07818,null,0.6354,null,null
0.307636,0.582465,null,null,null
-1.25794,null,0.591735,null,null
0.226414,0.484679,null,null,null
-1.08902,null,0.120996,null,null
0.226414,0.484679,null,null,null
-1.08902,null,0.120996,null,null
0.52031,0.455009,null,null,null
-1.06949,null,0.323307,null,null
0.51721,0.387885,null,null,null
-1.15912,null,0.079252,null,null
0.646265,0.570815,null,null,null
-1.28747,null,0.0273196,null,null
0.509365,0.6316,null,null,null
-0.948325,null,0.54132,null,null
0.133614,0.71648,null,null,null
-0.965965,null,0.254985,null,null
0.312103,0.383354,null,null,null
-1.00313,null,0.262109,null,null
0.308188,0.216896,null,null,null
-0.927745,null,0.354068,null,null
0.500455,0.193537,null,null,null
-0.852805,null,0.80593,null,null
0.303516,0.0361392,null,null,null
-0.799945,null,0.721455,null,null
0.221952,0.336516,null,null,null
-0.292324,null,0.809965,null,null
0.378599,0.165336,null,null,null
-0.56195,null,0.8583,null,null
0.332101,0.00946225,null,null,null
-0.53342,null,0.765895,null,null
-0.0119508,-0.251518,null,null,null
-0.392968,null,0.70915,null,null
0.08163,-0.280539,null,null,null
-0.51491,null,0.86916,null,null
0.049418,-0.147957,null,null,null
-0.56153,null,0.80863,null,null
-0.210055,-0.218568,null,null,null
-0.497038,null,0.926625,null,null
-0.297262,-0.264004,null,null,null
-0.484233,null,0.859305,null,null
-0.309084,0.0448634,null,null,null
-0.227323,null,0.602095,null,null
0.078378,0.0898365,null,null,null
-0.364702,null,0.61862,null,null
-0.181267,-0.0496606,null,null,null
-0.493001,null,0.69339,null,null
-0.596435,0.0705115,null,null,null
-0.65605,null,0.773065,null,null
-0.14337,-0.129484,null,null,null
-0.5644,null,0.674045,null,null
-0.239744,0.15811,null,null,null
-0.82348,null,0.823445,null,null
-0.348162,0.066645,null,null,null
-0.576815,null,0.647515,null,null
-0.327829,-0.071568,null,null,null
-1.07648,null,0.33699,null,null
-0.131049,0.190759,null,null,null
-0.81637,null,0.268244,null,null
-0.578615,0.175103,null,null,null
-0.94406,null,-0.0458191,null,null
-0.475021,0.282675,null,null,null
-0.79396,null,0.0583235,null,null
-0.20577,0.126232,null,null,null
-0.729005,null,0.315517,null,null
-0.437061,-0.0973025,null,null,null
-0.889555,null,0.353743,null,null
-0.437061,-0.0973025,null,null,null
-0.889555,null,0.353743,null,null
-0.397207,-0.229019,null,null,null
-0.78594,null,0.433949,null,null
-0.405143,-0.149969,null,null,null
-0.493153,null,0.528095,null,null
-0.366793,-0.449395,null,null,null
-0.67169,null,0.478633,null,null
-0.626535,0.136045,null,null,null
-0.447551,null,0.312129,null,null
-0.76026,-0.06805,null,null,null
-0.78481,null,0.489281,null,null
-0.484902,0.149951,null,null,null
-0.685395,null,0.27285,null,null
-0.324348,-0.150107,null,null,null
-0.790245,null,0.25405,null,null
-0.227204,-0.292758,null,null,null
-0.837235,null,0.223402,null,null
-0.502905,-0.254466,null,null,null
-0.690215,null,0.148086,null,null
-0.502495,-0.0355238,null,null,null
-0.77534,null,0.236282,null,null
-0.166241,-0.31141,null,null,null
-0.60557,null,0.0614585,null,null
-0.166241,-0.31141,null,null,null
-0.60557,null,0.0614585,null,null
-0.453533,-0.308454,null,null,null
-0.84554,null,0.122772,null,null
-0.286831,-0.449816,null,null,null
-0.86345,null,-0.107602,null,null
-0.29586,-0.388171,null,null,null
-0.732105,null,0.233364,null,null
-0.62151,-0.195602,null,null,null
-1.0194,null,-0.11594,null,null
-0.430393,-0.404544,null,null,null
-0.74446,null,-0.104971,null,null
-0.375391,-0.261192,null,null,null
-0.568315,null,-0.310406,null,null
-0.370258,-0.25313,null,null,null
-0.54634,null,0.0251815,null,null
-0.248023,-0.112236,null,null,null
-0.81564,null,0.0171005,null,null
-0.430519,0.044457,null,null,null
-0.778575,null,0.0141041,null,null
-0.429227,0.169693,null,null,null
