t,G,F1,F2,F3
463,0.002301,0.005028,null,null
464,0.002303,0.005008,null,null
465,0.002302,0.005024,null,null
466,0.002306,0.004999,null,null
467,0.002301,0.005015,null,null
468,0.002289,0.005022,null,null
469,0.00229,0.005012,null,null
470,0.002294,0.005015,null,null
471,0.00229,0.005008,null,null
472,0.002296,0.004997,null,null
473,0.002299,0.005014,null,null
474,0.002291,0.005006,null,null
475,0.002301,0.005024,null,null
476,0.002296,0.00501,null,null
477,0.00231,0.005046,null,null
478,0.00229,0.005026,null,null
479,0.002284,0.005015,null,null
480,0.002303,0.00503,null,null
481,0.002304,0.005009,null,null
482,0.002301,0.005027,null,null
483,0.0023,0.005006,null,null
484,0.002302,0.005008,null,null
485,0.002297,0.005015,null,null
486,0.002289,0.004991,null,null
487,0.002293,0.004987,null,null
488,0.002294,0.005007,null,null
489,0.002298,0.004992,null,null
490,0.002297,0.005027,null,null
491,0.002292,0.005012,null,null
492,0.002297,0.005013,null,null
493,0.002311,0.005015,null,null
494,0.002295,0.005004,null,null
495,0.0023,0.00503,null,null
496,0.002289,0.00504,null,null
497,0.002294,0.005022,null,null
498,0.0023,0.005005,null,null
499,0.002296,0.005019,null,null
500,0.002288,0.005005,null,null
501,0.002292,0.005007,null,null
502,0.002298,0.00506,null,null
503,0.002297,0.005004,null,null
504,0.002299,0.005008,null,null
505,0.002296,0.005001,null,null
506,0.002301,0.005029,null,null
507,0.002296,0.005006,null,null
508,0.00229,0.005014,null,null
509,0.002299,0.005023,null,null
510,0.002288,0.005003,null,null
511,0.002297,0.004989,null,null
512,0.002284,0.004979,null,null
513,0.002286,0.00499,null,null
514,0.002293,0.005018,null,null
515,0.002298,0.005029,null,null
516,0.002301,0.005018,null,null
517,0.002296,0.005019,null,null
518,0.002293,0.005004,null,null
519,0.002304,0.005,null,null
520,0.0023,0.005013,null,null
521,0.002299,0.005029,null,null
522,0.002296,0.005018,null,null
523,0.002293,0.005025,null,null
524,0.002291,0.004992,null,null
525,0.002293,0.005016,null,null
526,0.002292,0.00502,null,null
527,0.0023,0.005005,null,null
528,0.002296,0.005028,null,null
529,0.002297,0.005045,null,null
530,0.002297,0.005001,null,null
531,0.00229,0.005012,null,null
532,0.002291,0.004998,null,null
533,0.0023,0.005001,null,null
534,0.002292,0.004999,null,null
535,0.002295,0.005011,null,null
536,0.0023,0.004992,null,null
537,0.002315,0.005025,null,null
538,0.002301,0.005015,null,null
539,0.002294,0.005038,null,null
540,0.002294,0.004987,null,null
541,0.002299,0.005012,null,null
542,0.002287,0.005008,null,null
543,0.002293,0.005015,null,null
544,0.002301,0.005005,null,null
545,0.002294,0.004997,null,null
546,0.002292,0.004983,null,null
547,0.002299,0.005011,null,null
548,0.002295,0.005012,null,null
549,0.002305,0.005027,null,null
550,0.002302,0.005043,null,null
551,0.002301,0.005018,null,null
552,0.002293,0.00499,null,null
553,0.002295,0.004994,null,null
554,0.002288,0.005,null,null
555,0.002294,0.005005,null,null
556,0.002302,0.005059,null,null
557,0.002305,0.005005,null,null
558,0.002304,0.005011,null,null
559,0.002299,0.005006,null,null
560,0.002296,0.005004,null,null
561,0.0023,0.004989,null,null
562,0.0023,0.005015,null,null
563,0.002299,0.005016,null,null
564,0.002295,0.004973,null,null
565,0.002309,0.005009,null,null
566,0.002291,0.005015,null,null
567,0.002287,0.004997,null,null
568,0.002298,0.005026,null,null
569,0.002284,0.005019,null,null
570,0.002296,0.00502,null,null
571,0.002294,0.005021,null,null
572,0.002293,0.004985,null,null
573,0.002294,0.004957,null,null
574,0.002302,0.00503,null,null
575,0.002287,0.005023,null,null
576,0.002296,0.005008,null,null
577,0.002299,0.005009,null,null
578,0.002294,0.005024,null,null
579,0.00229,0.004999,null,null
580,0.002295,0.005002,null,null
581,0.002295,0.005022,null,null
582,0.002298,0.005034,null,null
583,0.002296,0.00502,null,null
584,0.002303,0.005022,null,null
585,0.002298,0.005017,null,null
586,0.002307,0.005017,null,null
587,0.002289,0.005019,null,null
588,0.002288,0.005002,null,null
589,0.002296,0.005003,null,null
590,0.002299,0.005017,null,null
591,0.002298,0.005006,null,null
592,0.002301,0.005012,null,null
593,0.002293,0.005034,null,null
594,0.002293,0.005041,null,null
595,0.002301,0.005021,null,null
596,0.002295,0.005034,null,null
597,0.002291,0.005019,null,null
598,0.002296,0.005017,null,null
599,0.002294,0.00503,null,null
600,0.002293,0.00503,null,null
601,0.002286,0.005004,null,null
602,0.0023,0.005001,null,null
603,0.002293,0.005002,null,null
604,0.002286,0.004986,null,null
605,0.002297,0.004998,null,null
606,0.002299,0.005044,null,null
607,0.002298,0.00502,null,null
608,0.002298,0.005043,null,null
609,0.002296,0.005002,null,null
610,0.002296,0.004989,null,null
611,0.0023,0.005004,null,null
612,0.002289,0.005019,null,null
613,0.00229,0.005003,null,null
614,0.002299,0.005022,null,null
615,0.002291,0.004994,null,null
616,0.002291,0.004991,null,null
617,0.002288,0.005014,null,null
618,0.002301,0.005018,null,null
619,0.002305,0.005014,null,null
620,0.002296,0.005006,null,null
621,0.002301,0.00501,null,null
622,0.002299,0.005008,null,null
623,0.002297,0.005029,null,null
624,0.002291,0.004993,null,null
625,0.002293,0.004999,null,null
626,0.002303,0.00501,null,null
627,0.002301,0.005028,null,null
628,0.00229,0.005015,null,null
629,0.002296,0.005029,null,null
630,0.002295,0.005029,null,null
631,0.002297,0.00502,null,null
632,0.002299,0.005004,null,null
633,0.0023,0.00503,null,null
634,0.002306,0.00504,null,null
635,0.002295,0.005001,null,null
636,0.002296,0.005013,null,null
637,0.002304,0.004991,null,null
638,0.002298,0.005003,null,null
639,0.002294,0.005001,null,null
640,0.0023,0.005025,null,null
641,0.002305,0.005035,null,null
642,0.002284,0.004991,null,null
643,0.002306,0.005044,null,null
644,0.002296,0.005021,null,null
645,0.002296,0.005008,null,null
646,0.0023,0.005014,null,null
647,0.002294,0.004996,null,null
648,0.002298,0.005016,null,null
649,0.002299,0.005039,null,null
650,0.002298,0.005033,null,null
651,0.002298,0.005021,null,null
652,0.002297,0.005029,null,null
653,0.002306,0.005022,null,null
654,0.002293,0.005016,null,null
655,0.002287,0.005026,null,null
656,0.002289,0.005013,null,null
657,0.002291,0.005013,null,null
658,0.002295,0.005019,null,null
659,0.0023,0.004999,null,null
660,0.002298,0.005014,null,null
661,0.002296,0.005022,null,null
662,0.002294,0.005002,null,null
663,0.002298,0.005001,null,null
664,0.002296,0.00501,null,null
665,0.002301,0.005017,null,null
666,0.002293,0.005011,null,null
667,0.002292,0.005014,null,null
668,0.002293,0.005031,null,null
669,0.002302,0.005042,null,null
670,0.0023,0.005003,null,null
671,0.002295,0.005029,null,null
672,0.00229,0.005003,null,null
673,0.00229,0.004994,null,null
674,0.002297,0.005021,null,null
675,0.002293,0.005042,null,null
676,0.002294,0.005011,null,null
677,0.002287,0.005026,null,null
678,0.002298,0.005003,null,null
679,0.002315,0.004994,null,null
680,0.002298,0.005001,null,null
681,0.002293,0.005018,null,null
682,0.002298,0.00503,null,null
683,0.002297,0.005037,null,null
684,0.002299,0.004998,null,null
685,0.002291,0.004988,null,null
686,0.002294,0.004995,null,null
687,0.002294,0.005007,null,null
688,0.002291,0.004996,null,null
689,0.002294,0.005007,null,null
690,0.002299,0.005003,null,null
691,0.002298,0.005023,null,null
692,0.002295,0.005009,null,null
693,0.002299,0.004993,null,null
694,0.002294,0.005007,null,null
695,0.002295,0.005016,null,null
696,0.002297,0.004999,null,null
697,0.002295,0.004994,null,null
698,0.002297,0.005016,null,null
699,0.002293,0.005029,null,null
700,0.002292,0.005019,null,null
701,0.002294,0.005016,null,null
702,0.002293,0.00501,null,null
703,0.002295,0.004992,null,null
704,0.002302,0.005044,null,null
705,0.002295,0.005024,null,null
706,0.002289,0.004977,null,null
707,0.002289,0.005024,null,null
708,0.002293,0.004994,null,null
709,0.0023,0.004993,null,null
710,0.002307,0.005031,null,null
711,0.002296,0.005002,null,null
712,0.002308,0.005024,null,null
713,0.0023,0.005015,null,null
714,0.002305,0.005031,null,null
715,0.002291,0.00499,null,null
716,0.002293,0.005014,null,null
717,0.002295,0.00499,null,null
718,0.002303,0.005024,null,null
719,0.002291,0.005,null,null
720,0.002286,0.005006,null,null
721,0.002297,0.005007,null,null
722,0.002305,0.004992,null,null
723,0.002297,0.004996,null,null
724,0.002288,0.004996,null,null
725,0.002302,0.005029,null,null
726,0.002296,0.005012,null,null
727,0.002298,0.005012,null,null
728,0.002303,0.00503,null,null
729,0.002295,0.005016,null,null
730,0.0023,0.005004,null,null
731,0.002296,0.005002,null,null
732,0.002298,0.004997,null,null
733,0.002299,0.004985,null,null
734,0.002303,0.005016,null,null
735,0.002295,0.005018,null,null
736,0.002305,0.005019,null,null
737,0.002301,0.004993,null,null
738,0.002296,0.005005,null,null
739,0.002301,0.005012,null,null
740,0.002303,0.005009,null,null
741,0.002296,0.004976,null,null
742,0.00229,0.005002,null,null
743,0.002287,0.004999,null,null
744,0.002296,0.005017,null,null
745,0.002281,0.005011,null,null
746,0.00229,0.004999,null,null
747,0.002292,0.005016,null,null
748,0.0023,0.005011,null,null
749,0.0023,0.005024,null,null
750,0.002296,0.004987,null,null
751,0.0023,0.005022,null,null
752,0.002294,0.005015,null,null
753,0.002293,0.005016,null,null
754,0.0023,0.005023,null,null
755,0.002297,0.005006,null,null
756,0.002296,0.005002,null,null
757,0.002295,0.005032,null,null
758,0.002297,0.005018,null,null
759,0.002296,0.005002,null,null
760,0.002303,0.005018,null,null
761,0.002292,0.004995,null,null
762,0.002302,0.005003,null,null
763,0.002308,0.005015,null,null
764,0.002309,0.00502,null,null
765,0.002301,0.004987,null,null
766,0.002293,0.005002,null,null
767,0.002291,0.005024,null,null
768,0.002293,0.004999,null,null
769,0.002293,0.005023,null,null
770,0.002306,0.005021,null,null
771,0.002307,0.005027,null,null
772,0.002299,0.005015,null,null
773,0.002293,0.004983,null,null
774,0.002298,0.005012,null,null
775,0.00229,0.005018,null,null
776,0.002295,0.005016,null,null
777,0.002296,0.00499,null,null
778,0.002299,0.005021,null,null
779,0.002288,0.004999,null,null
780,0.002305,0.00502,null,null
781,0.002294,0.005012,null,null
782,0.002287,0.005021,null,null
783,0.002292,0.005018,null,null
784,0.002301,0.005024,null,null
785,0.002289,0.004997,null,null
786,0.00228,0.004988,null,null
787,0.002288,0.005003,null,null
788,0.002285,0.005003,null,null
789,0.002283,0.004977,null,null
790,0.002302,0.005015,null,null
791,0.002292,0.005007,null,null
792,0.002298,0.005035,null,null
793,0.002293,0.005031,null,null
794,0.002294,0.005025,null,null
795,0.002288,0.005009,null,null
796,0.002287,0.005001,null,null
797,0.002293,0.005028,null,null
798,0.002305,0.005014,null,null
799,0.002308,0.00501,null,null
800,0.002298,0.005019,null,null
801,0.002296,0.004995,null,null
802,0.002299,0.004994,null,null
803,0.0023,0.005008,null,null
804,0.002294,0.005029,null,null
805,0.002301,0.00503,null,null
806,0.002296,0.005008,null,null
807,0.0023,0.005012,null,null
808,0.002289,0.005,null,null
809,0.002296,0.004994,null,null
810,0.002303,0.005027,null,null
811,0.002292,0.004979,null,null
812,0.002293,0.005037,null,null
813,0.002294,0.005015,null,null
814,0.002308,0.005031,null,null
815,0.002286,0.004999,null,null
816,0.002296,0.005006,null,null
817,0.002298,0.005029,null,null
818,0.002301,0.005008,null,null
819,0.002288,0.005007,null,null
820,0.002289,0.005031,null,null
821,0.002293,0.004995,null,null
822,0.00229,0.005004,null,null
823,0.002289,0.005009,null,null
824,0.00229,0.005003,null,null
825,0.002296,0.005011,null,null
826,0.002298,0.004995,null,null
827,0.002295,0.004984,null,null
828,0.002301,0.005033,null,null
829,0.002293,0.005001,null,null
830,0.002293,0.005023,null,null
831,0.002297,0.004983,null,null
832,0.002307,0.005031,null,null
833,0.002296,0.005004,null,null
834,0.0023,0.005021,null,null
835,0.002298,0.005019,null,null
836,0.002304,0.005018,null,null
837,0.002293,0.00501,null,null
838,0.00229,0.005025,null,null
839,0.002299,0.005016,null,null
840,0.002294,0.004996,null,null
841,0.002294,0.004997,null,null
842,0.002301,0.004969,null,null
843,0.002296,0.004996,null,null
844,0.002297,0.004998,null,null
845,0.002299,0.005018,null,null
846,0.0023,0.005016,null,null
847,0.002298,0.005001,null,null
848,0.002298,0.005019,null,null
849,0.002291,0.005022,null,null
850,0.002293,0.005012,null,null
851,0.002291,0.004996,null,null
852,0.002288,0.005003,null,null
853,0.002297,0.005023,null,null
854,0.002293,0.00504,null,null
855,0.002296,0.005034,null,null
856,0.00229,0.004997,null,null
857,0.002295,0.00503,null,null
858,0.002293,0.005005,null,null
859,0.002292,0.005017,null,null
860,0.002291,0.005017,null,null
861,0.002293,0.004996,null,null
862,0.002294,0.005016,null,null
863,0.002294,0.00504,null,null
864,0.002301,0.005012,null,null
865,0.002302,0.005,null,null
866,0.002296,0.005009,null,null
867,0.002305,0.005004,null,null
868,0.002293,0.005022,null,null
869,0.002297,0.005023,null,null
870,0.002289,0.005022,null,null
871,0.002296,0.005022,null,null
872,0.002295,0.004999,null,null
873,0.002298,0.005027,null,null
874,0.0023,0.005021,null,null
