ReTr(Lx),ReTr(Ly),ImTr(Lx),ImTr(Ly)
0.66736,null,0.0867485,null,null
-0.140797,-0.118019,null,null,null
0.694535,null,0.062246,null,null
0.216543,-0.176078,null,null,null
0.66758,null,-0.0300194,null,null
-0.0786895,-0.0278819,null,null,null
0.586965,null,0.16833,null,null
-0.0135458,-0.50978,null,null,null
0.4998,null,0.148594,null,null
-0.048564,-0.260298,null,null,null
0.70524,null,0.111254,null,null
0.116005,-0.523415,null,null,null
0.74013,null,0.186561,null,null
-0.0371516,-0.606605,null,null,null
0.546525,null,0.236116,null,null
0.160229,-0.397353,null,null,null
0.73296,null,0.00519865,null,null
0.160229,-0.397353,null,null,null
0.73296,null,0.00519865,null,null
-0.197794,-0.506795,null,null,null
0.62564,null,0.00984075,null,null
0.388273,-0.59919,null,null,null
0.76913,null,-0.233978,null,null
0.0411989,-0.53536,null,null,null
0.626465,null,-0.0810935,null,null
0.0822065,-0.604545,null,null,null
0.638615,null,-0.0351296,null,null
0.229814,-0.66861,null,null,null
0.64211,null,-0.0180577,null,null
0.27394,-0.541095,null,null,null
0.617665,null,-0.181805,null,null
0.0516465,-0.51707,null,null,null
0.62789,null,-0.396894,null,null
0.174275,-0.452566,null,null,null
0.590155,null,-0.11118,null,null
0.329793,-0.124888,null,null,null
0.611005,null,0.0238351,null,null
0.192266,0.090012,null,null,null
0.440601,null,-0.089927,null,null
0.264065,0.051399,null,null,null
0.545165,null,-0.174396,null,null
0.235204,0.122255,null,null,null
0.71361,null,-0.16242,null,null
-0.0111234,0.0648545,null,null,null
0.91492,null,-0.00401906,null,null
0.0390626,0.105378,null,null,null
0.835115,null,0.0808625,null,null
-0.0299259,-0.0228518,null,null,null
0.824615,null,0.050496,null,null
0.222722,-0.0732185,null,null,null
0.733345,null,0.082336,null,null
0.202157,-0.101716,null,null,null
0.636135,null,0.076546,null,null
0.249618,-0.181453,null,null,null
0.845235,null,-0.233833,null,null
0.440079,0.09545,null,null,null
0.568965,null,-0.287577,null,null
0.333796,-0.16486,null,null,null
0.658815,null,-0.413262,null,null
0.0831305,-0.12008,null,null,null
0.75466,null,-0.23284,null,null
0.140287,-0.334122,null,null,null
0.569875,null,0.126895,null,null
0.276147,-0.453035,null,null,null
0.51141,null,0.112318,null,null
0.168554,-0.443329,null,null,null
0.531485,null,-0.159702,null,null
0.0638065,-0.192306,null,null,null
0.458539,null,0.113337,null,null
0.111533,-0.160602,null,null,null
0.596975,null,-0.064403,null,null
0.111533,-0.160602,null,null,null
0.596975,null,-0.064403,null,null
0.120363,-0.0071321,null,null,null
0.50531,null,0.0219335,null,null
0.107532,-0.200998,null,null,null
0.64288,null,0.0321147,null,null
0.150834,-0.0280642,null,null,null
0.545995,null,-0.0352352,null,null
0.311504,-0.247899,null,null,null
0.582895,null,0.00741075,null,null
0.143854,-0.153847,null,null,null
0.573325,null,-0.116909,null,null
0.361242,-0.257033,null,null,null
0.78412,null,0.062418,null,null
0.213569,-0.0235986,null,null,null
0.689055,null,0.120594,null,null
0.194455,-0.199711,null,null,null
0.72944,null,-0.076523,null,null
0.168493,-0.0075616,null,null,null
0.881645,null,-0.0281173,null,null
0.231849,0.0214256,null,null,null
0.601155,null,0.479423,null,null
0.183619,-0.224096,null,null,null
0.638515,null,0.468492,null,null
0.103365,-0.223373,null,null,null
0.60457,null,0.167665,null,null
0.059903,-0.184795,null,null,null
0.55689,null,0.188539,null,null
0.080852,-0.287506,null,null,null
0.594555,null,0.179847,null,null
-0.099995,-0.18852,null,null,null
0.572905,null,0.090766,null,null
-0.099572,-0.0679,null,null,null
0.55181,null,0.212187,null,null
-0.152804,0.156608,null,null,null
0.325703,null,0.190133,null,null
-0.257088,0.126561,null,null,null
0.206739,null,0.12408,null,null
-0.199642,-0.03935,null,null,null
0.400336,null,0.060522,null,null
-0.416664,0.0542925,null,null,null
0.554775,null,0.0082339,null,null
-0.364601,0.0194879,null,null,null
0.55873,null,0.271962,null,null
-0.249074,0.0485051,null,null,null
0.575085,null,0.162055,null,null
-0.245086,0.0182516,null,null,null
0.365143,null,0.283571,null,null
-0.188283,0.298287,null,null,null
0.426625,null,0.183437,null,null
-0.169078,0.478816,null,null,null
0.522185,null,0.166957,null,null
-0.171443,0.342945,null,null,null
0.496526,null,0.229257,null,null
-0.00288587,0.0228223,null,null,null
0.66163,null,0.403636,null,null
-0.121166,-0.00982385,null,null,null
0.52155,null,0.254746,null,null
-0.0753355,0.078853,null,null,null
0.451865,null,0.394016,null,null
-0.141434,0.254379,null,null,null
0.558495,null,0.419747,null,null
-0.141434,0.254379,null,null,null
0.558495,null,0.419747,null,null
-0.0706015,0.211067,null,null,null
0.53089,null,0.424096,null,null
-0.233033,0.192808,null,null,null
0.430522,null,0.446964,null,null
0.0142476,0.34816,null,null,null
0.55605,null,0.382644,null,null
-0.0298301,0.111168,null,null,null
0.72957,null,0.476461,null,null
-0.05207,0.296847,null,null,null
0.679675,null,0.411779,null,null
-0.0339402,0.385153,null,null,null
0.723055,null,0.308037,null,null
-0.216156,0.199566,null,null,null
0.553515,null,0.314795,null,null
0.0374477,-0.00159604,null,null,null
0.59773,null,0.570305,null,null
-0.134915,0.0536555,null,null,null
0.591845,null,0.515165,null,null
0.0387817,-0.0479859,null,null,null
0.45962,null,0.54397,null,null
-0.0520165,0.270174,null,null,null
0.149445,null,0.580835,null,null
-0.0763905,0.13131,null,null,null
0.544655,null,0.615235,null,null
0.0763425,0.125538,null,null,null
0.421023,null,0.6242,null,null
0.139304,-0.0291897,null,null,null
0.74732,null,0.538405,null,null
0.0480687,-0.005901,null,null,null
0.706015,null,0.317049,null,null
0.168624,-0.00257988,null,null,null
0.537415,null,0.434212,null,null
0.236651,-0.0844445,null,null,null
0.54508,null,0.222719,null,null
0.186251,-0.0719365,null,null,null
0.404566,null,0.43033,null,null
0.165539,-0.0107714,null,null,null
0.5553,null,0.241323,null,null
0.08901,0.0600645,null,null,null
0.399004,null,0.55776,null,null
0.068426,0.179643,null,null,null
0.540475,null,0.273234,null,null
-0.0760715,0.164835,null,null,null
0.431026,null,0.54912,null,null
-0.0251979,0.126352,null,null,null
0.413799,null,0.460109,null,null
0.096821,0.073838,null,null,null
0.474645,null,0.38379,null,null
-0.087798,-0.0139554,null,null,null
0.552465,null,0.513795,null,null
0.204612,0.068873,null,null,null
0.466116,null,0.42604,null,null
0.0509155,0.0179718,null,null,null
0.529705,null,0.324527,null,null
0.415116,-0.103096,null,null,null
0.379316,null,0.31897,null,null
0.415116,-0.103096,null,null,null
0.379316,null,0.31897,null,null
0.352687,0.0305628,null,null,null
0.458336,null,0.419957,null,null
0.421896,-0.0188175,null,null,null
0.495946,null,0.317914,null,null
0.496296,-0.00417104,null,null,null
0.61766,null,0.422055,null,null
0.617225,-0.141516,null,null,null
0.382136,null,0.295532,null,null
0.346679,-0.0320523,null,null,null
0.311428,null,0.243529,null,null
0.484613,-0.109431,null,null,null
0.38536,null,0.0724555,null,null
0.59053,-0.0264311,null,null,null
0.355392,null,0.161657,null,null
0.62649,0.104603,null,null,null
0.509025,null,0.189243,null,null
0.384661,0.0411169,null,null,null
0.56692,null,0.294268,null,null
0.384661,0.0411169,null,null,null
0.56692,null,0.294268,null,null
0.466351,0.233472,null,null,null
0.293623,null,0.187894,null,null
0.53113,0.124099,null,null,null
0.58695,null,0.277821,null,null
0.411802,0.0814675,null,null,null
0.435458,null,0.344545,null,null
0.6448,0.0386066,null,null,null
0.535175,null,0.0960245,null,null
0.801475,0.141892,null,null,null
0.545025,null,0.316269,null,null
0.60217,0.0892885,null,null,null
0.488849,null,0.349314,null,null
0.346764,0.294042,null,null,null
0.62464,null,0.202978,null,null
0.6172,0.285623,null,null,null
0.617505,null,0.16936,null,null
0.524135,0.348286,null,null,null
0.638765,null,0.339843,null,null
0.682225,0.112536,null,null,null
0.579385,null,0.238542,null,null
0.677835,0.0133389,null,null,null
0.525935,null,0.51571,null,null
0.566215,0.244293,null,null,null
0.52956,null,0.497323,null,null
0.57505,0.234393,null,null,null
0.433088,null,0.45868,null,null
0.69418,0.70456,null,null,null
0.654355,null,0.492748,null,null
0.56457,0.35428,null,null,null
0.680795,null,0.314441,null,null
0.54265,0.380888,null,null,null
0.783505,null,0.183238,null,null
0.41338,0.058947,null,null,null
0.559335,null,0.0446985,null,null
0.396203,-0.112236,null,null,null
0.7209,null,0.00907725,null,null
0.309205,-0.075837,null,null,null
0.708065,null,0.161273,null,null
0.0839185,-0.127973,null,null,null
0.58059,null,-0.0659455,null,null
0.175984,-0.233659,null,null,null
0.641445,null,0.0330968,null,null
0.204683,-0.18575,null,null,null
0.60096,null,0.063301,null,null
0.251887,-0.4933,null,null,null
0.613305,null,-0.0362472,null,null
0.391368,-0.383881,null,null,null
0.73408,null,-0.0292444,null,null
0.362608,-0.672725,null,null,null
0.642535,null,-0.188886,null,null
0.362608,-0.672725,null,null,null
0.642535,null,-0.188886,null,null
0.0782005,-0.410586,null,null,null
0.703765,null,-0.0142232,null,null
0.246457,-0.74326,null,null,null
0.686405,null,0.019963,null,null
0.535685,-0.61414,null,null,null
0.53596,null,-0.159803,null,null
0.428113,-0.440754,null,null,null
0.566345,null,-0.075766,null,null
0.496069,-0.363127,null,null,null
0.63758,null,-0.0655345,null,null
0.322988,-0.0425825,null,null,null
0.71074,null,-0.193186,null,null
0.373323,-0.481535,null,null,null
0.82146,null,0.17161,null,null
0.216834,-0.220673,null,null,null
0.50921,null,-0.125322,null,null
0.0293555,-0.413482,null,null,null
0.679905,null,-0.0896475,null,null
0.226408,-0.1585,null,null,null
0.705035,null,-0.243328,null,null
0.329828,-0.235579,null,null,null
0.650325,null,-0.140676,null,null
0.120417,-0.131043,null,null,null
0.657955,null,-0.385281,null,null
-0.388428,-0.499314,null,null,null
0.80477,null,-0.376827,null,null
0.0711425,-0.353579,null,null,null
0.7846,null,-0.226579,null,null
-0.16271,-0.349917,null,null,null
0.61551,null,-0.235695,null,null
0.155402,-0.401359,null,null,null
0.417479,null,-0.238331,null,null
0.155402,-0.401359,null,null,null
0.417479,null,-0.238331,null,null
0.44296,-0.181429,null,null,null
0.482637,null,-0.1409,null,null
0.417762,-0.0724305,null,null,null
0.495159,null,-0.355004,null,null
0.25363,-0.103665,null,null,null
0.627795,null,-0.200515,null,null
0.324218,-0.0455863,null,null,null
0.54871,null,-0.194811,null,null
0.351714,-0.208089,null,null,null
0.614895,null,-0.264099,null,null
0.398991,-0.070333,null,null,null
0.636165,null,-0.0783945,null,null
0.256456,-0.190265,null,null,null
0.432732,null,-0.0288962,null,null
0.251204,-0.333609,null,null,null
0.521195,null,-0.107584,null,null
0.169402,-0.359052,null,null,null
0.722175,null,-0.00326708,null,null
0.0083369,-0.553065,null,null,null
0.621525,null,-0.186612,null,null
-0.0989425,-0.414536,null,null,null
0.491197,null,0.0511565,null,null
-0.12989,-0.394116,null,null,null
0.323768,null,-0.34249,null,null
0.0178207,-0.274029,null,null,null
0.469709,null,-0.355189,null,null
0.0495872,-0.435383,null,null,null
0.489515,null,-0.278764,null,null
-0.0175524,-0.298934,null,null,null
0.46595,null,-0.427279,null,null
-0.0492971,-0.383949,null,null,null
0.553105,null,-0.322759,null,null
-0.168482,-0.45701,null,null,null
0.5673,null,-0.284865,null,null
-0.165684,-0.52384,null,null,null
0.443363,null,-0.23047,null,null
-0.165684,-0.52384,null,null,null
0.443363,null,-0.23047,null,null
-0.453017,-0.479002,null,null,null
0.354094,null,-0.244648,null,null
-0.68766,-0.660195,null,null,null
0.63197,null,-0.303273,null,null
-0.455176,-0.62752,null,null,null
0.7324,null,0.0059952,null,null
-0.654995,-0.445165,null,null,null
0.619135,null,-0.11037,null,null
-0.494078,-0.6029,null,null,null
0.674785,null,-0.096981,null,null
-0.546415,-0.788355,null,null,null
0.585095,null,-0.442271,null,null
-0.248905,-0.713425,null,null,null
0.6246,null,-0.409486,null,null
-0.516775,-1.1477,null,null,null
0.680375,null,-0.405661,null,null
-0.0288123,-0.894675,null,null,null
0.481227,null,-0.47268,null,null
-0.192713,-0.887265,null,null,null
0.7787,null,-0.385078,null,null
-0.122228,-0.987755,null,null,null
0.85342,null,-0.377694,null,null
-0.367122,-0.74982,null,null,null
0.83928,null,-0.191359,null,null
-0.386056,-0.749915,null,null,null
0.8988,null,0.0238629,null,null
-0.212024,-0.79127,null,null,null
0.756585,null,0.172189,null,null
-0.102392,-1.00178,null,null,null
0.7078,null,0.212339,null,null
-0.263145,-0.88165,null,null,null
0.636085,null,-0.289032,null,null
-0.192034,-0.812125,null,null,null
0.51187,null,-0.19738,null,null
-0.192034,-0.812125,null,null,null
0.51187,null,-0.19738,null,null
-0.192034,-0.812125,null,null,null
0.51187,null,-0.19738,null,null
-0.235804,-0.876705,null,null,null
0.50858,null,-0.384047,null,null
-0.159767,-0.777,null,null,null
0.603695,null,-0.237753,null,null
-0.08812,-0.53633,null,null,null
0.61496,null,-0.156254,null,null
-0.298821,-0.596435,null,null,null
0.64256,null,-0.0086381,null,null
-0.0739625,-0.475146,null,null,null
0.51718,null,-0.263306,null,null
-0.235037,-0.424563,null,null,null
0.69851,null,-0.0938935,null,null
-0.235037,-0.424563,null,null,null
0.69851,null,-0.0938935,null,null
-0.0962365,-0.59392,null,null,null
0.429173,null,0.0691405,null,null
-0.263049,-0.258184,null,null,null
0.31082,null,0.058212,null,null
-0.460834,-0.506125,null,null,null
0.34053,null,0.0246537,null,null
-0.296316,-0.178569,null,null,null
0.251117,null,-0.12586,null,null
-0.296017,-0.157996,null,null,null
0.227639,null,0.07556,null,null
-0.375148,-0.308255,null,null,null
0.375839,null,-0.103648,null,null
-0.332558,-0.291369,null,null,null
0.332917,null,-0.288166,null,null
-0.368192,-0.333089,null,null,null
0.351886,null,-0.235708,null,null
-0.392637,-0.109918,null,null,null
0.518595,null,-0.196787,null,null
-0.2709,-0.153959,null,null,null
0.31497,null,-0.17527,null,null
-0.647445,-0.0852585,null,null,null
0.373156,null,-0.0690605,null,null
-0.229968,-0.0823435,null,null,null
0.332487,null,-0.239494,null,null
-0.271951,0.0260235,null,null,null
0.197291,null,-0.298053,null,null
-0.420755,-0.0395699,null,null,null
0.297007,null,-0.372779,null,null
-0.338249,-0.214944,null,null,null
0.339359,null,-0.404577,null,null
-0.165278,-0.410929,null,null,null
0.465238,null,-0.500255,null,null
-0.169274,-0.282141,null,null,null
0.462727,null,-0.344257,null,null
-0.0577235,-0.245285,null,null,null
0.590525,null,-0.428306,null,null
0.064986,-0.409752,null,null,null
0.337982,null,-0.459801,null,null
-0.233907,-0.370288,null,null,null
0.488992,null,-0.11934,null,null
-0.0738305,-0.232494,null,null,null
0.688255,null,-0.155908,null,null
0.0206258,-0.215911,null,null,null
0.584635,null,-0.128096,null,null
-0.18557,-0.0637445,null,null,null
0.614485,null,-0.14267,null,null
-0.00516155,0.215337,null,null,null
0.52014,null,0.099887,null,null
0.109602,0.0998785,null,null,null
0.72463,null,-0.0647665,null,null
0.0776585,0.204463,null,null,null
0.573485,null,-0.156018,null,null
0.0087587,0.120677,null,null,null
0.623345,null,-0.0466304,null,null
0.0784085,0.33296,null,null,null
0.538005,null,-0.067089,null,null
0.303939,0.250619,null,null,null
0.553705,null,-0.127053,null,null
0.260968,-0.00778405,null,null,null
0.356543,null,-0.00116617,null,null
0.440885,0.325883,null,null,null
0.64083,null,0.0377169,null,null
0.26029,0.288415,null,null,null
0.478017,null,0.0342186,null,null
0.322218,0.144451,null,null,null
0.276676,null,-0.0505775,null,null
0.289686,0.0170826,null,null,null
0.102582,null,-0.114719,null,null
0.729505,0.242805,null,null,null
0.2174,null,0.062094,null,null
0.42109,0.314319,null,null,null
0.152552,null,0.0195037,null,null
0.300559,0.536795,null,null,null
0.120537,null,0.0425179,null,null
0.6047,0.207253,null,null,null
0.124948,null,-0.101563,null,null
0.6538,0.284396,null,null,null
0.237416,null,0.2521,null,null
0.6538,0.284396,null,null,null
0.237416,null,0.2521,null,null
0.6768,0.14111,null,null,null
0.207516,null,0.38208,null,null
0.559945,-0.0532525,null,null,null
0.303698,null,0.305771,null,null
0.57512,0.09922,null,null,null
0.203045,null,0.112188,null,null
0.393948,0.153286,null,null,null
0.457871,null,-0.12037,null,null
0.515965,-0.0418743,null,null,null
0.40883,null,-0.221655,null,null
0.524675,-0.0210752,null,null,null
0.405179,null,-0.27852,null,null
0.774275,-0.0275481,null,null,null
0.357799,null,-0.044903,null,null
0.468932,0.05305,null,null,null
0.282348,null,-0.0626935,null,null
0.410478,0.00187026,null,null,null
0.156429,null,0.065121,null,null
0.469848,0.0458827,null,null,null
0.458375,null,-0.148777,null,null
0.69348,0.273973,null,null,null
0.382796,null,-0.355488,null,null
0.582405,0.033182,null,null,null
0.446281,null,-0.201648,null,null
0.619195,0.00914675,null,null,null
0.658385,null,-0.07066,null,null
0.606665,-0.000493113,null,null,null
0.578535,null,-0.0027101,null,null
0.601555,0.091326,null,null,null
0.51234,null,0.0331721,null,null
0.533905,0.0342709,null,null,null
0.686725,null,0.0320279,null,null
0.533265,0.104588,null,null,null
0.328466,null,-0.190634,null,null
0.497892,0.06255,null,null,null
0.0282228,null,-0.537005,null,null
0.497892,0.06255,null,null,null
0.0282228,null,-0.537005,null,null
0.461084,0.104029,null,null,null
0.358717,null,-0.481052,null,null
0.477606,0.374534,null,null,null
0.481343,null,-0.278124,null,null
0.65388,0.102769,null,null,null
0.467054,null,-0.292326,null,null
0.455346,-0.00909495,null,null,null
0.535065,null,-0.142189,null,null
0.495891,0.0322183,null,null,null
0.63989,null,-0.072372,null,null
0.390893,-0.163102,null,null,null
0.478755,null,-0.074209,null,null
0.390893,-0.163102,null,null,null
0.478755,null,-0.074209,null,null
0.327124,-0.302035,null,null,null
0.570215,null,-0.186868,null,null
0.200004,-0.351664,null,null,null
0.5727,null,-0.144533,null,null
0.289928,-0.226222,null,null,null
0.660845,null,-0.0748245,null,null
0.285254,-0.217676,null,null,null
0.825345,null,-0.061201,null,null
0.239926,-0.346732,null,null,null
0.746895,null,0.0186766,null,null
0.44562,-0.177965,null,null,null
0.654465,null,0.093933,null,null
0.313592,-0.295876,null,null,null
0.84348,null,0.455474,null,null
0.196791,-0.441589,null,null,null
0.788355,null,0.214064,null,null
0.121358,-0.357389,null,null,null
0.638025,null,0.502405,null,null
-0.0334531,-0.399722,null,null,null
0.876875,null,0.485129,null,null
-0.0611365,-0.427443,null,null,null
0.60376,null,0.471638,null,null
0.0500295,-0.358886,null,null,null
0.793575,null,0.55243,null,null
0.0500295,-0.358886,null,null,null
0.793575,null,0.55243,null,null
0.08619,-0.512735,null,null,null
0.89382,null,0.570435,null,null
0.166636,-0.370306,null,null,null
0.619065,null,0.445893,null,null
0.130823,-0.423949,null,null,null
0.717505,null,0.462998,null,null
0.120331,-0.56501,null,null,null
0.717385,null,0.384037,null,null
0.205291,-0.344679,null,null,null
0.872105,null,0.185365,null,null
0.0588165,-0.346152,null,null,null
0.603375,null,0.234789,null,null
0.319306,-0.486337,null,null,null
0.456593,null,0.413408,null,null
0.412673,-0.47861,null,null,null
0.49935,null,0.524305,null,null
0.527055,-0.131741,null,null,null
0.523835,null,0.4242,null,null
0.16075,-0.360188,null,null,null
0.65756,null,0.538655,null,null
0.180897,-0.200959,null,null,null
0.567645,null,0.51076,null,null
0.234603,-0.217773,null,null,null
0.59988,null,0.515515,null,null
0.312879,-0.0612625,null,null,null
0.5015,null,0.465878,null,null
0.195989,-0.02306,null,null,null
0.54827,null,0.428189,null,null
0.171277,-0.154837,null,null,null
0.669235,null,0.497449,null,null
0.175357,0.0635505,null,null,null
0.760825,null,0.253769,null,null
-0.00983705,0.116776,null,null,null
0.866805,null,0.366222,null,null
-0.253346,0.0470401,null,null,null
0.59808,null,0.322682,null,null
-0.253346,0.0470401,null,null,null
0.59808,null,0.322682,null,null
-0.0270861,0.000386721,null,null,null
0.42771,null,0.273942,null,null
-0.110819,-0.285096,null,null,null
0.288506,null,0.249004,null,null
-0.0482437,-0.228856,null,null,null
0.25457,null,0.0562665,null,null
-0.0444255,-0.330074,null,null,null
0.283118,null,0.276336,null,null
-0.152126,0.0542455,null,null,null
0.35471,null,0.458789,null,null
-0.232447,0.0843935,null,null,null
0.503845,null,0.59849,null,null
-0.216177,0.0760225,null,null,null
0.23005,null,0.556635,null,null
-0.378109,-0.00201789,null,null,null
0.290975,null,0.323057,null,null
-0.215863,0.12058,null,null,null
0.152533,null,0.497912,null,null
-0.0317441,0.159693,null,null,null
0.0557725,null,0.53287,null,null
-0.173108,0.173701,null,null,null
0.0825645,null,0.466203,null,null
-0.0639425,0.257662,null,null,null
0.34382,null,0.595475,null,null
-0.164206,0.27262,null,null,null
0.437453,null,0.397039,null,null
-0.139055,0.218467,null,null,null
0.321929,null,0.465936,null,null
0.0188921,0.166963,null,null,null
0.467811,null,0.340541,null,null
-0.0239262,0.227377,null,null,null
-0.0250223,null,0.41155,null,null
0.0770215,0.451151,null,null,null
-0.0472101,null,0.57115,null,null
0.123834,0.0441604,null,null,null
-0.0170859,null,0.56264,null,null
0.310163,0.0852765,null,null,null
0.23236,null,0.58174,null,null
0.130047,0.279027,null,null,null
0.280331,null,0.394674,null,null
0.208323,0.193138,null,null,null
0.284465,null,0.389333,null,null
