MDTU,S_B
900,1.00414
901,0.995697
902,1.00229
903,1.00097
904,1.00248
905,1.00255
906,1.00075
907,1.0002
908,1.0002
909,1.0002
910,0.99847
911,1.00157
912,1.00457
913,0.997151
914,0.996565
915,0.996565
916,0.996565
917,0.998951
918,0.991799
919,0.999038
920,0.999038
921,1.00066
922,1.00637
923,0.996757
924,0.993756
925,0.99273
926,0.994242
927,0.996169
928,1.00036
929,0.999581
930,1.00619
931,1.0011
932,1.00027
933,0.999519
934,1.0015
935,1.00049
936,0.995154
937,1.0002
938,1.0002
939,0.997763
940,1.01002
941,0.997736
942,1.00088
943,0.993881
944,0.994939
945,0.997018
946,0.997021
947,1.0019
948,1.00335
949,1.00027
950,1.00341
951,1.00287
952,1.00378
953,1.00514
954,1.00336
955,1.00834
956,0.998345
957,1.00383
958,1.00066
959,0.998661
960,0.998661
961,1.00329
962,0.99323
963,0.99872
964,0.993274
965,0.997848
966,0.988387
967,1.00167
968,0.994949
969,0.997639
970,0.999388
971,0.999388
972,0.993785
973,0.99759
974,0.997466
975,0.990388
976,0.993081
977,0.99929
978,0.997174
979,1.00046
980,0.993895
981,0.997846
982,1.00441
983,1.00366
984,0.993733
985,1.00063
986,1.00005
987,1.00585
988,1.00035
989,1.00804
990,1.00074
991,1.00904
992,1.00983
993,1.00396
994,1.00396
995,1.00602
996,1.00602
997,1.00228
998,1.00017
999,0.999015
1000,0.999015
1001,0.995958
1002,1.00333
1003,0.999994
1004,1.0054
1005,0.998003
1006,0.997824
1007,0.999943
1008,1.00545
1009,0.99871
1010,0.996947
1011,1.00602
1012,0.999626
1013,1.01204
1014,1.01204
1015,1.00055
1016,1.0025
1017,1.00401
1018,1.00668
1019,1.00511
1020,1.00589
1021,1.00577
1022,0.999987
1023,0.999454
1024,1.00453
1025,1.0016
1026,1.00027
1027,1.00151
1028,1.00151
1029,1.00464
1030,1.00838
1031,1.0108
1032,1.0071
1033,1.00272
1034,1.00659
1035,1.01286
1036,1.00249
1037,1.00132
1038,1.00815
1039,1.00751
1040,1.00601
1041,0.995537
1042,1.00433
1043,0.999741
1044,0.995231
1045,0.991114
1046,0.995754
1047,0.995156
1048,0.994816
1049,0.999612
1050,0.997464
1051,0.996354
1052,1.00492
1053,1.00369
1054,0.997622
1055,0.993438
1056,1.00105
1057,1.00105
1058,0.994148
1059,0.999096
1060,0.988748
1061,0.989727
1062,0.989849
1063,0.988904
1064,0.993244
1065,0.999879
1066,0.999892
1067,0.998749
1068,1.00549
1069,1.00791
1070,0.99444
1071,1.00385
1072,1.00709
1073,0.997857
1074,0.997904
1075,0.995339
1076,1.00682
1077,1.00682
1078,0.990236
1079,0.995338
1080,0.99146
1081,0.999526
1082,1.00505
1083,1.00005
1084,1.00087
1085,1.00087
1086,1.0012
1087,1.00583
1088,1.00602
1089,0.998095
1090,0.996826
1091,0.996959
1092,0.99958
1093,1.00185
1094,0.989668
1095,0.999661
1096,0.999798
1097,1.00219
1098,1.01126
1099,1.00656
1100,1.01242
1101,1.00297
1102,1.00023
1103,1.00023
1104,1.00118
1105,1.00009
1106,1.00333
1107,1.00326
1108,1.00517
1109,1.00177
1110,1.00047
1111,1.00103
1112,1.00031
1113,0.999388
1114,1.00884
1115,0.998046
1116,1.00922
1117,1.00151
1118,1.00896
1119,1.00026
1120,1.00256
1121,1.00426
1122,1.00421
1123,0.997157
1124,0.99836
1125,0.994832
1126,1.00539
1127,1.00539
1128,0.990701
1129,1.00646
1130,0.993146
1131,1.00133
1132,1.00111
1133,0.989104
1134,0.992933
1135,0.991985
1136,1.00242
1137,1.00788
1138,0.995455
1139,0.991203
1140,0.993789
1141,0.993789
1142,0.995423
1143,0.995861
1144,0.994568
1145,0.999885
1146,0.999885
1147,0.997707
1148,1.00257
1149,1.00257
1150,0.991773
1151,0.996119
1152,1.00295
1153,1.00247
1154,1.00432
1155,1.01168
1156,1.00334
1157,1.00626
1158,1.00833
1159,1.00833
1160,1.00515
1161,1.01048
1162,1.00702
1163,1.00035
1164,1.0059
1165,1.00278
1166,1.00594
1167,0.998168
1168,0.995699
1169,1.00708
1170,1.00123
1171,1.0002
1172,0.998201
1173,0.989896
1174,0.992864
1175,0.997014
1176,0.997014
1177,0.991596
1178,0.998922
1179,0.995098
1180,0.99727
1181,0.99727
1182,0.991394
1183,1.00021
1184,1.00031
1185,1.00291
1186,1.01075
1187,1.01036
1188,1.00149
1189,1.001
1190,0.998293
1191,0.992509
1192,1.00306
1193,1.00306
1194,0.997201
1195,0.998951
1196,0.995422
1197,0.99869
1198,1.00085
1199,0.995429
1200,0.990809
1201,1.00264
1202,0.995065
1203,1.00033
1204,1.00033
1205,1.0042
1206,1.00468
1207,1.00594
1208,1.00682
1209,1.0054
1210,1.00058
1211,1.01346
1212,1.00428
1213,1.00165
1214,0.9961
1215,1.00753
1216,0.99705
1217,1.00765
1218,1.00744
1219,1.01464
1220,0.998516
1221,1.00127
1222,0.995706
1223,0.994159
1224,0.991893
1225,0.990543
1226,0.998637
1227,0.999432
1228,1.00149
1229,1.00402
1230,1.00256
1231,1.00888
1232,1.00102
1233,1.00127
1234,0.994668
1235,0.994915
1236,0.998379
1237,1.00344
1238,0.99751
1239,1.0001
1240,1.0001
1241,1.00274
1242,1.00163
1243,0.99177
1244,0.995277
1245,0.994389
1246,0.995411
1247,0.992258
1248,0.998667
1249,1.00029
1250,1.00479
1251,0.998893
1252,0.994529
1253,0.996133
1254,1.00026
1255,0.997125
1256,0.998317
1257,1.00314
1258,1.00314
1259,1.00683
1260,1.00943
1261,1.00943
1262,1.00943
1263,1.00326
1264,1.00079
1265,1.00656
1266,0.989639
1267,0.999675
1268,0.999675
1269,1.00503
1270,1.00692
1271,0.998219
1272,1.0001
1273,1.00076
1274,1.0025
1275,1.00518
1276,0.999606
1277,1.00159
1278,0.994548
1279,1.00571
1280,1.00852
1281,1.00525
1282,1.00478
1283,0.999762
1284,1.00443
1285,0.999167
1286,0.995525
1287,0.996764
1288,0.996764
1289,0.994718
1290,1.00098
1291,0.993769
1292,1.00074
1293,1.00029
1294,0.996704
1295,0.996704
1296,1.00673
1297,0.998788
1298,0.99572
1299,1.00089
1300,1.00187
1301,0.992627
1302,0.995605
1303,0.993831
1304,1.00173
1305,1.00215
1306,0.994012
1307,0.992385
1308,0.993667
1309,0.993667
1310,1.0055
1311,0.998754
1312,0.995663
1313,1.01136
1314,1.00168
1315,1.00037
1316,1.00564
1317,1.00564
1318,1.0054
1319,1.00462
1320,1.00351
1321,1.00037
1322,1.00169
1323,0.999975
1324,0.99775
1325,0.999412
1326,0.993402
1327,1.00092
1328,1.00225
1329,0.995698
1330,0.999064
1331,0.994208
1332,0.994643
1333,0.996196
1334,1.00243
1335,1.00243
1336,1.00243
1337,0.998494
1338,0.997426
1339,0.997426
1340,1.00271
1341,0.999267
1342,1.00433
1343,1.00463
1344,1.0084
1345,1.00301
1346,0.999079
1347,0.994817
1348,0.997443
1349,1.00089
1350,0.999426
1351,1.0038
1352,1.00554
1353,1.00966
1354,1.00225
1355,1.00546
1356,0.993985
1357,0.994649
1358,0.986625
1359,0.990153
1360,0.996459
1361,1.00002
1362,1.00016
1363,1.00016
1364,1.00969
1365,1.00456
1366,0.992091
1367,0.99478
1368,0.998165
1369,1.00331
1370,1.00331
1371,1.00331
1372,1.00069
1373,1.0031
1374,1.00902
1375,1.00463
1376,1.00217
1377,1.00287
1378,1.0053
1379,1.00613
1380,1.00527
1381,1.01052
1382,1.00046
1383,1.0019
1384,0.99696
1385,1.00126
1386,0.998462
1387,1.00774
1388,1.00405
1389,1.00289
1390,1.00881
1391,1.00272
1392,1.00347
1393,1.00249
1394,0.998238
1395,0.99563
1396,0.992878
1397,0.997112
1398,1.00637
1399,0.995185
1400,0.988512
1401,0.992496
1402,0.992496
1403,0.992663
1404,0.994882
1405,0.994882
1406,1.00025
1407,0.993588
1408,1.00467
1409,1.00327
1410,1.00698
1411,0.998428
1412,1.01479
1413,1.00165
1414,1.00541
1415,0.9984
1416,1.00031
1417,1.00475
1418,1.0035
1419,1.00958
1420,1.00566
1421,1.00566
1422,0.999173
1423,1.00675
1424,1.00371
1425,1.00371
1426,0.999307
1427,1.00367
1428,1.00465
1429,1.00238
1430,1.00756
1431,1.00267
1432,1.00361
1433,0.996761
1434,0.998605
1435,0.999602
1436,0.9981
1437,1.00746
1438,1.00287
1439,1.00453
1440,1.00206
1441,1.01059
1442,1.00024
1443,0.998061
1444,0.996844
1445,0.997976
1446,0.999119
1447,0.999119
1448,1.00505
1449,1.00143
1450,0.993751
1451,0.999773
1452,1.00259
1453,1.00418
1454,1.00075
1455,1.0045
1456,0.994057
1457,0.99344
1458,0.998334
1459,0.990923
1460,1.00161
1461,0.997014
1462,0.996002
1463,0.994556
1464,1.0043
1465,1.00393
1466,0.998473
1467,0.991866
1468,1.00195
1469,1.00369
1470,0.998262
1471,1.00517
1472,0.999125
1473,1.00502
1474,0.994665
1475,1.00193
1476,1.00275
1477,1.00497
1478,1.00005
1479,0.999289
1480,0.997382
1481,0.996875
1482,0.993439
1483,0.99507
1484,1.00266
1485,1.00536
1486,1.00538
1487,1.00416
1488,1.0031
1489,1.00637
1490,1.00139
1491,1.00283
1492,1.00881
1493,0.999493
1494,1.01317
1495,0.998732
1496,0.998732
1497,1.00277
1498,1.00277
1499,1.00279
1500,1.00279
1501,1.001
1502,1.00116
1503,1.00459
1504,1.0072
1505,1.00768
1506,0.997348
1507,1.00803
1508,1.00366
1509,1.00386
1510,1.01101
1511,1.00762
1512,1.00929
1513,1.00347
1514,0.997239
1515,0.997239
1516,1.00229
1517,1.00729
1518,1.00358
1519,0.99791
1520,1.00276
1521,0.995841
1522,0.99907
1523,0.99907
1524,1.0026
1525,0.999697
1526,1.00056
1527,1.0011
1528,1.0011
1529,1.00567
1530,1.00257
1531,1.01042
1532,0.99814
1533,0.998789
1534,0.998789
1535,1.0018
1536,1.00449
1537,1.0007
1538,0.993489
1539,0.997196
1540,1.00108
1541,0.996364
1542,0.998848
1543,0.994794
1544,1.00098
1545,0.999059
1546,1.00035
1547,0.994679
1548,0.996674
1549,0.996589
1550,0.997586
1551,0.998532
1552,0.999497
1553,0.999753
1554,1.0024
1555,1.00336
1556,0.996882
1557,0.996804
1558,0.997978
1559,0.99905
1560,1.00745
1561,1.00123
1562,0.994421
1563,0.996773
1564,0.996753
1565,0.994666
1566,1.00264
1567,1.0016
1568,1.00093
1569,0.992741
1570,0.999805
1571,1.00674
1572,1.00034
1573,0.992644
1574,0.999665
1575,1.00071
1576,1.00003
1577,0.999032
1578,0.992316
1579,1.00206
1580,0.998414
1581,0.996997
1582,1.00414
1583,1.00235
1584,1.00574
1585,0.996461
1586,0.997987
1587,0.999905
1588,1.001
1589,0.996287
1590,0.999663
1591,0.994862
1592,0.993654
1593,0.996957
1594,0.995911
1595,0.991463
1596,0.992906
1597,0.998046
1598,1.00094
1599,0.99658
1600,1.00122
1601,0.996513
1602,1.00563
1603,1.00198
1604,0.995135
1605,0.998046
1606,0.990672
1607,0.995185
1608,0.999061
1609,1.00651
1610,0.993962
1611,0.999921
1612,0.999729
1613,1.00262
1614,0.997618
1615,0.998665
1616,0.998262
1617,0.995338
1618,0.995575
1619,0.991316
1620,0.986973
1621,0.992371
1622,0.998744
1623,0.997656
1624,0.995539
1625,1.00694
1626,1.00366
1627,1.0092
1628,1.00372
1629,1.00375
1630,1.00275
1631,1.00275
1632,0.998193
1633,1.00143
1634,0.989907
1635,1.00452
1636,1.00452
1637,1.00266
1638,0.997551
1639,1.00394
1640,1.00026
1641,0.997768
1642,0.999249
1643,1.00022
1644,1.00202
1645,1.007
1646,1.00748
1647,1.00214
1648,0.998679
1649,1.00177
1650,1.00311
1651,1.00757
1652,1.00827
1653,1.00249
1654,1.00377
1655,1.00446
1656,0.997875
1657,0.997875
1658,0.995657
1659,0.999645
1660,0.9948
1661,0.999082
1662,0.997946
1663,0.989242
1664,0.987487
1665,0.990756
1666,0.984689
1667,0.986307
1668,0.993571
1669,0.992264
1670,0.991525
1671,0.995231
1672,0.997777
1673,0.989031
1674,0.993044
1675,0.988242
1676,1.00359
1677,0.999996
1678,0.996775
1679,0.994018
1680,0.996882
1681,0.996378
1682,0.996378
1683,0.994023
1684,1.00181
1685,1.00498
1686,1.00249
1687,0.998679
1688,1.00875
1689,1.0046
1690,1.0046
1691,1.0046
1692,0.999841
1693,1.0063
1694,1.01168
1695,1.00417
1696,1.00241
1697,1.00858
1698,1.00903
1699,1.00699
1700,0.999653
1701,0.993
1702,1.00103
1703,1.00211
1704,1.00211
1705,1.00211
1706,1.00209
1707,1.00196
1708,1.00331
1709,0.996356
1710,0.997906
1711,0.996658
1712,1.00534
1713,1.00287
1714,1.00483
1715,0.997732
1716,0.98664
1717,0.99832
1718,0.996461
1719,1.00076
1720,1.003
1721,0.998916
1722,0.998449
1723,0.99651
1724,0.992366
1725,0.994498
1726,0.998147
1727,0.998147
1728,0.997173
1729,1.00384
1730,1.00224
1731,0.989305
1732,1.00002
1733,1.00427
1734,0.999994
1735,0.990413
1736,0.992802
1737,0.986309
1738,0.989756
1739,0.994417
1740,0.993985
1741,1.00219
1742,1.00805
1743,1.00657
1744,1.00075
1745,0.995997
1746,0.999202
1747,1.00081
1748,0.996652
1749,0.992605
1750,0.989412
1751,0.990496
1752,0.994789
1753,1.00495
1754,1.0079
1755,1.00399
1756,0.996715
1757,0.997508
1758,0.998743
1759,1.00061
1760,1.00878
1761,0.992778
1762,1.00298
1763,1.00298
1764,0.992487
1765,1.00182
1766,0.995111
1767,1.00164
1768,1.00872
1769,1.00134
1770,0.997746
1771,0.998336
1772,0.994455
1773,1.00079
1774,1.00079
1775,1.00079
1776,1.00079
1777,1.0076
1778,0.992659
1779,0.992672
1780,0.994615
1781,0.999357
1782,0.999725
1783,0.99737
1784,0.997865
1785,0.994055
1786,0.99857
1787,0.989396
1788,0.994087
1789,0.994087
1790,0.983007
1791,0.983279
1792,0.984276
1793,0.995171
1794,0.99859
1795,0.99859
1796,0.998039
1797,0.997022
1798,0.997078
1799,1.00616
1800,1.00692
1801,1.00692
1802,1.00877
1803,1.00439
1804,0.99542
1805,1.0037
1806,0.99867
1807,0.996891
1808,0.997021
1809,1.00216
1810,1.0066
1811,0.995838
1812,1.00391
1813,0.998368
1814,0.998368
1815,1.00624
1816,1.00127
1817,0.998217
1818,0.998217
1819,0.997674
1820,1.00044
1821,1.004
1822,1.0016
1823,1.0016
1824,0.997397
1825,0.996129
1826,0.993173
1827,0.99594
1828,0.994273
1829,0.999357
1830,0.999357
1831,0.999357
1832,1.0025
1833,1.00133
1834,1.00106
1835,1.00462
1836,1.00558
1837,1.00398
1838,1.01483
1839,1.0109
1840,0.99989
1841,1.00171
1842,0.998916
1843,1.00056
1844,0.993033
1845,0.993034
1846,0.993034
1847,0.996411
1848,0.991166
1849,0.998773
1850,0.992512
1851,1.00675
1852,1.00675
1853,0.996529
1854,1.00104
1855,1.00104
1856,1.00265
1857,0.998761
1858,0.998361
1859,1.00031
1860,0.992572
1861,0.991681
1862,0.997836
1863,0.997098
1864,1.00048
1865,0.994814
1866,0.989575
1867,1.00306
1868,0.998234
1869,1.00008
1870,0.990889
1871,1.00151
1872,1.00043
1873,1.0007
