MDTU,	ReAvg,ImAvg,Sum,Sum-ReAvg
1120,	0.771673,0.000391373,0.546516,-0.225157
1130,	0.770645,0.000944181,0.55539,-0.215256
1140,	0.768,-0.00123466,0.587402,-0.180598
1150,	0.770796,0.000977819,0.528297,-0.242499
1160,	0.770035,0.00265244,0.504727,-0.265307
1170,	0.765819,-0.000332809,0.551907,-0.213912
1180,	0.764909,-0.00118036,0.551161,-0.213748
1190,	0.766093,0.00324613,0.516779,-0.249314
1200,	0.77272,0.000497747,0.527925,-0.244795
1210,	0.773891,-0.00298603,0.586983,-0.186907
1220,	0.771723,0.000711166,0.500196,-0.271527
1230,	0.767587,0.00377967,0.495279,-0.272308
1240,	0.761088,-0.00297745,0.484701,-0.276387
1250,	0.769078,0.00028727,0.422398,-0.34668
1260,	0.772054,8.10657e-05,0.515156,-0.256898
1270,	0.765668,0.00460253,0.464964,-0.300704
1280,	0.770788,-0.00184821,0.515088,-0.2557
1290,	0.769705,-0.00297961,0.543383,-0.226321
1300,	0.768055,0.00129218,0.478858,-0.289197
1310,	0.77033,-0.00382998,0.48686,-0.283469
1320,	0.767871,0.0011446,0.509782,-0.258088
1330,	0.762664,0.00149394,0.613686,-0.148978
1340,	0.770513,-0.00379886,0.558523,-0.21199
1350,	0.771146,0.000486628,0.444006,-0.32714
1360,	0.771272,0.000785351,0.574655,-0.196617
1370,	0.766655,0.00275097,0.402517,-0.364138
1380,	0.770569,0.00319739,0.430678,-0.339891
1390,	0.771386,0.00188386,0.459276,-0.31211
1400,	0.769807,-0.0011653,0.492949,-0.276858
1410,	0.76716,0.00128551,0.53484,-0.23232
1420,	0.773791,-0.00134538,0.421171,-0.35262
1430,	0.766146,0.00457164,0.534263,-0.231883
1440,	0.774628,0.00290094,0.498518,-0.27611
1450,	0.767727,0.000313752,0.488207,-0.27952
1460,	0.770769,-0.00307289,0.5352,-0.23557
1470,	0.767568,-0.00135953,0.50117,-0.266398
1480,	0.769458,-0.000986522,0.577121,-0.192337
1490,	0.773279,-0.000964132,0.439867,-0.333412
1500,	0.765971,-0.00205315,0.475663,-0.290308
1510,	0.769306,0.000837238,0.529287,-0.240018
1520,	0.764645,-0.00129237,0.531076,-0.233569
1530,	0.768957,-0.000505542,0.544908,-0.224049
1540,	0.766207,0.00213036,0.488236,-0.277971
1550,	0.768321,0.00242231,0.427311,-0.34101
1560,	0.771767,0.00539944,0.532897,-0.23887
1570,	0.766414,0.00199517,0.482181,-0.284233
1580,	0.766859,0.00223657,0.588667,-0.178192
1590,	0.769123,0.00110787,0.447968,-0.321154
1600,	0.771126,0.00200105,0.539302,-0.231824
1610,	0.772582,-0.00140162,0.43127,-0.341312
1620,	0.765707,-0.00225746,0.454045,-0.311661
1630,	0.772444,-0.00260124,0.548489,-0.223956
1640,	0.77195,0.00279593,0.561283,-0.210667
1650,	0.768579,-0.0016575,0.432572,-0.336006
1660,	0.76774,-0.000552223,0.51294,-0.2548
1670,	0.766236,-0.00200353,0.52209,-0.244147
1680,	0.767476,-0.000785714,0.509688,-0.257788
1690,	0.769394,-0.000474976,0.499731,-0.269663
1700,	0.771488,0.00100811,0.455002,-0.316486
1710,	0.771334,0.00401416,0.593495,-0.177839
1720,	0.76952,-0.00207503,0.500133,-0.269387
1730,	0.770203,-7.44605e-05,0.533958,-0.236245
1740,	0.759454,0.00324706,0.523575,-0.235879
1750,	0.768244,-0.00357142,0.513436,-0.254809
1760,	0.768335,-0.00321942,0.586874,-0.18146
1770,	0.772514,-0.00031994,0.494448,-0.278066
1780,	0.769427,0.000687461,0.42355,-0.345877
1790,	0.769375,-0.00477716,0.554949,-0.214426
1800,	0.767289,-0.000953684,0.486117,-0.281172
1810,	0.771508,-0.000337341,0.374512,-0.396996
1820,	0.768906,-0.00121815,0.465544,-0.303362
1830,	0.76887,0.002397,0.55825,-0.21062
1840,	0.769974,0.0022498,0.488514,-0.28146
1850,	0.77163,-0.00340953,0.505994,-0.265637
1860,	0.764271,-0.00201611,0.496485,-0.267787
1870,	0.768032,0.00204436,0.561125,-0.206907
1880,	0.764073,0.00389274,0.489183,-0.274891
1890,	0.764378,0.00110845,0.453305,-0.311073
1900,	0.771719,-0.000918278,0.498048,-0.273671
1910,	0.770639,0.000448523,0.577361,-0.193278
1920,	0.770283,-0.00174976,0.501168,-0.269115
1930,	0.769187,0.000971752,0.492958,-0.27623
1940,	0.770607,0.00270799,0.553772,-0.216835
1950,	0.763272,-0.00379723,0.603062,-0.16021
1960,	0.770117,-0.00262939,0.485133,-0.284985
1970,	0.769856,8.29646e-05,0.441047,-0.328809
1980,	0.765715,-0.000623378,0.479527,-0.286188
1990,	0.76783,-0.00332367,0.518524,-0.249307
2000,	0.770178,0.00221686,0.529597,-0.24058
2010,	0.771884,0.00182203,0.482696,-0.289188
2020,	0.770981,-0.00392175,0.51256,-0.258422
2030,	0.763968,0.00332028,0.54828,-0.215688
2040,	0.767213,-0.000193743,0.51077,-0.256443
2050,	0.76766,-0.00171409,0.445851,-0.321808
2060,	0.762247,-0.00182597,0.498999,-0.263248
2070,	0.775923,-0.00230051,0.470212,-0.305711
2080,	0.77072,-0.00103785,0.484557,-0.286163
2090,	0.761963,-0.00123257,0.482255,-0.279708
2100,	0.76815,0.00281569,0.474333,-0.293818
2110,	0.773874,0.00116351,0.429478,-0.344396
2120,	0.769884,0.000759281,0.437612,-0.332272
2130,	0.774292,0.00415304,0.414425,-0.359867
2140,	0.769666,0.00217171,0.465666,-0.304001
2150,	0.766087,0.00220254,0.515018,-0.251069
2160,	0.766433,0.00399005,0.532384,-0.234049
2170,	0.769142,-0.00181483,0.54993,-0.219212
2180,	0.770228,-0.0013339,0.490012,-0.280216
2190,	0.769344,0.00497609,0.511957,-0.257386
2200,	0.775118,0.00186108,0.469333,-0.305784
2210,	0.768607,-0.000421181,0.524076,-0.244531
2220,	0.770702,-0.00142504,0.518393,-0.252309
2230,	0.762811,-0.00118725,0.50182,-0.260991
2240,	0.76963,0.00514549,0.538669,-0.23096
2250,	0.777743,0.00108251,0.417321,-0.360423
2260,	0.769364,-0.00163972,0.502738,-0.266626
2270,	0.764955,-0.000195977,0.510879,-0.254076
2280,	0.771124,0.00214105,0.454191,-0.316933
2290,	0.76518,-0.000121573,0.505028,-0.260152
2300,	0.771715,0.000105547,0.481718,-0.289997
2310,	0.765523,-0.000895339,0.52418,-0.241343
2320,	0.76612,0.00183468,0.524603,-0.241516
2330,	0.767523,-0.00157892,0.471643,-0.29588
2340,	0.768071,-0.000794938,0.572051,-0.19602
2350,	0.771231,0.00486328,0.484154,-0.287078
2360,	0.769575,-0.00367957,0.450266,-0.319309
2370,	0.769326,0.00470812,0.479863,-0.289463
2380,	0.771802,-0.00107027,0.504271,-0.267531
2390,	0.769682,-0.00123627,0.513625,-0.256057
2400,	0.775407,-0.00180879,0.50224,-0.273168
2410,	0.764577,-0.000122109,0.504956,-0.259621
2420,	0.768971,-0.000601563,0.482017,-0.286954
2430,	0.76649,0.00480213,0.445925,-0.320565
2440,	0.767861,-0.0037716,0.476941,-0.290921
2450,	0.763552,-0.000510787,0.555335,-0.208218
2460,	0.771507,0.00370117,0.498536,-0.272972
2470,	0.765215,0.00243683,0.455977,-0.309238
2480,	0.766711,-0.000230409,0.481102,-0.28561
2490,	0.768886,-0.00161345,0.533388,-0.235497
2500,	0.766681,-0.000729786,0.539305,-0.227375
2510,	0.762693,0.00252993,0.521505,-0.241188
2520,	0.77701,-0.00434355,0.520026,-0.256984
2530,	0.767256,0.00104158,0.493767,-0.273489
2540,	0.771867,-0.00242,0.50472,-0.267147
2550,	0.768262,-0.00352664,0.426706,-0.341555
2560,	0.771679,0.00117542,0.486967,-0.284713
2570,	0.770537,9.66067e-05,0.513534,-0.257003
2580,	0.776019,-0.00171501,0.428708,-0.347312
2590,	0.768709,-0.00355684,0.510823,-0.257885
2600,	0.764998,0.000235201,0.524964,-0.240035
2610,	0.767105,-0.000901136,0.418139,-0.348966
2620,	0.765098,0.00146526,0.527862,-0.237237
2630,	0.770027,0.000821252,0.571003,-0.199024
2640,	0.767707,0.00443055,0.598588,-0.169119
2650,	0.769145,0.000354783,0.529472,-0.239673
2660,	0.773679,-0.0012579,0.524038,-0.249641
2670,	0.766876,0.00314856,0.603585,-0.163291
2680,	0.772485,-0.00311437,0.530238,-0.242247
2690,	0.772537,0.0026495,0.455826,-0.316711
2700,	0.770442,-0.00300695,0.502114,-0.268328
2710,	0.772033,-0.000988616,0.424922,-0.34711
2720,	0.775871,0.000429929,0.479918,-0.295952
2730,	0.773999,-0.00144435,0.503412,-0.270587
2740,	0.766941,0.000654697,0.509713,-0.257228
2750,	0.761334,-0.000575167,0.504774,-0.25656
2760,	0.772061,0.00106923,0.506565,-0.265496
2770,	0.772325,0.00119409,0.490164,-0.282161
2780,	0.77075,0.00244411,0.522616,-0.248134
2790,	0.768292,-0.00234744,0.572031,-0.196261
2800,	0.771655,0.00720362,0.468132,-0.303523
2810,	0.773456,-0.00198613,0.498247,-0.275209
2820,	0.773192,0.00127444,0.441589,-0.331603
2830,	0.769923,-0.000395098,0.490524,-0.279399
2840,	0.772457,-0.000873954,0.467034,-0.305423
2850,	0.766633,-0.00108259,0.441828,-0.324805
2860,	0.767545,-2.77548e-05,0.507192,-0.260353
2870,	0.766912,-0.00079629,0.580174,-0.186738
2880,	0.769532,0.000471335,0.414883,-0.35465
2890,	0.767105,-0.00459728,0.497442,-0.269663
2900,	0.767141,-0.00013392,0.503061,-0.26408
2910,	0.769931,-0.00112915,0.493931,-0.276001
2920,	0.765855,-0.00217611,0.430352,-0.335503
2930,	0.768062,0.00205644,0.440483,-0.327579
2940,	0.770415,-0.00292837,0.44912,-0.321294
2950,	0.772858,0.00118781,0.538568,-0.23429
2960,	0.765549,0.00243331,0.488782,-0.276767
2970,	0.76616,0.0031918,0.518996,-0.247164
2980,	0.770123,-0.00241184,0.518536,-0.251587
2990,	0.772892,0.00160464,0.515966,-0.256926
3000,	0.771068,-0.00266409,0.467416,-0.303652
3010,	0.77152,0.00132967,0.522634,-0.248886
3020,	0.768505,-0.00193398,0.472401,-0.296104
3030,	0.773641,0.0050551,0.525636,-0.248005
3040,	0.77264,-0.00129712,0.528048,-0.244591
3050,	0.775331,-0.00544142,0.523526,-0.251805
3060,	0.764906,-0.00382429,0.544796,-0.220109
3070,	0.769537,0.00177873,0.504911,-0.264626
3080,	0.769488,-0.00490704,0.489265,-0.280223
3090,	0.763599,0.0021586,0.483655,-0.279944
3100,	0.770724,0.000176754,0.436176,-0.334549
3110,	0.769405,0.00530154,0.53676,-0.232644
3120,	0.766827,-6.30838e-05,0.480026,-0.286801
3130,	0.766612,0.00266583,0.531055,-0.235556
3140,	0.768983,0.00473659,0.502627,-0.266357
3150,	0.766117,0.000923051,0.527782,-0.238334
3160,	0.773096,-0.000924689,0.502799,-0.270297
3170,	0.766376,0.000586381,0.428749,-0.337627
3180,	0.767706,-0.00363811,0.445779,-0.321927
3190,	0.774237,-0.00338698,0.516531,-0.257706
3200,	0.767916,0.00243344,0.510732,-0.257184
3210,	0.766407,0.00075494,0.548405,-0.218001
3220,	0.764848,0.000534906,0.431938,-0.33291
3230,	0.772185,0.00316196,0.482559,-0.289626
3240,	0.767203,0.00207012,0.446711,-0.320492
3250,	0.766457,-0.00399177,0.489865,-0.276592
3260,	0.770746,0.00135621,0.486301,-0.284445
3270,	0.770527,0.00479496,0.541417,-0.229111
3280,	0.769347,0.0049225,0.530011,-0.239336
3290,	0.77224,0.00264501,0.467457,-0.304784
3300,	0.771872,0.0037977,0.551541,-0.220331
3310,	0.771379,0.00253153,0.500484,-0.270895
3320,	0.763954,0.00201257,0.534517,-0.229437
3330,	0.767432,0.00118187,0.455075,-0.312357
3340,	0.767827,-0.000868438,0.485975,-0.281852
3350,	0.76523,4.33924e-05,0.49635,-0.26888
3360,	0.766074,0.000196392,0.487235,-0.278839
3370,	0.763078,-0.000384056,0.531875,-0.231203
3380,	0.771065,0.00135821,0.498077,-0.272989
3390,	0.765622,-0.000578348,0.445608,-0.320013
3400,	0.768732,0.00223753,0.426315,-0.342416
3410,	0.769523,-0.00136082,0.520787,-0.248736
3420,	0.767133,0.00195163,0.481971,-0.285161
3430,	0.769921,-0.00205679,0.534991,-0.23493
3440,	0.769742,-0.000344546,0.490205,-0.279538
3450,	0.765045,-0.000816457,0.547794,-0.21725
3460,	0.7649,0.000521328,0.496198,-0.268702
3470,	0.770318,-0.00320377,0.459409,-0.310909
3480,	0.76356,0.00160119,0.486781,-0.276779
3490,	0.773032,-0.00274706,0.548854,-0.224178
3500,	0.766099,0.00182265,0.547573,-0.218525
3510,	0.766351,-0.00144217,0.546245,-0.220106
3520,	0.765999,0.000397774,0.472943,-0.293057
3530,	0.770274,-0.00031265,0.509882,-0.260391
3540,	0.773116,0.00324091,0.522434,-0.250682
3550,	0.767021,-0.00109231,0.481448,-0.285573
3560,	0.772083,0.000978238,0.477167,-0.294917
3570,	0.772774,-0.00231055,0.488906,-0.283869
3580,	0.767603,0.00204947,0.496017,-0.271586
3590,	0.767311,0.000508731,0.458431,-0.30888
3600,	0.766762,-0.0027938,0.491691,-0.275071
3610,	0.767436,0.000316092,0.482899,-0.284537
3620,	0.763782,0.00267691,0.490617,-0.273165
3630,	0.768887,0.000604316,0.539735,-0.229153
3640,	0.765983,-0.00288041,0.468488,-0.297496
3650,	0.763816,0.000675925,0.46369,-0.300125
3660,	0.771046,0.00461036,0.505538,-0.265508
3670,	0.772505,0.0012445,0.454263,-0.318243
3680,	0.771136,0.00429322,0.52766,-0.243475
3690,	0.772006,-0.000405547,0.513239,-0.258766
3700,	0.770683,-0.00114442,0.433547,-0.337136
3710,	0.769481,-0.000776446,0.529411,-0.240069
3720,	0.776816,0.00461099,0.524486,-0.25233
3730,	0.768864,0.00187195,0.567638,-0.201226
3740,	0.773946,0.00254378,0.582214,-0.191732
3750,	0.765634,-0.00144619,0.521698,-0.243936
3760,	0.773459,0.00416801,0.43583,-0.337629
3770,	0.766443,-0.00427949,0.587557,-0.178886
3780,	0.768175,-0.00405065,0.492495,-0.275681
3790,	0.769542,-0.00270602,0.508194,-0.261348
3800,	0.769596,0.000562313,0.515113,-0.254483
3810,	0.774426,-9.00398e-05,0.429101,-0.345324
3820,	0.770461,-0.00167476,0.448797,-0.321664
3830,	0.765355,0.00162304,0.443889,-0.321466
3840,	0.766831,-0.000348491,0.559192,-0.207638
3850,	0.769678,-0.000613177,0.43499,-0.334688
3860,	0.767481,-0.0015553,0.527576,-0.239905
3870,	0.769239,-0.00470161,0.525567,-0.243672
3880,	0.770095,0.00413563,0.505401,-0.264694
3890,	0.774143,-0.00395255,0.488697,-0.285446
3900,	0.769041,-0.000153357,0.434658,-0.334383
3910,	0.764899,-0.00291375,0.473827,-0.291072
3920,	0.770638,-0.00357755,0.475572,-0.295066
3930,	0.768943,0.00299477,0.488685,-0.280258
3940,	0.76881,0.000676447,0.486329,-0.282481
3950,	0.766659,0.00188761,0.422323,-0.344336
3960,	0.771107,-0.00193797,0.550366,-0.220742
3970,	0.770316,-9.31267e-05,0.526176,-0.24414
3980,	0.767049,-9.98687e-05,0.548053,-0.218996
3990,	0.766291,-0.00588667,0.517974,-0.248317
4000,	0.770125,0.00162091,0.514022,-0.256103
4010,	0.772642,0.00192379,0.435015,-0.337627
4020,	0.771244,0.00298805,0.567358,-0.203886
4030,	0.764227,-0.00103832,0.529598,-0.234628
4040,	0.767055,-0.00257603,0.460652,-0.306403
4050,	0.769988,0.000907428,0.43357,-0.336418
4060,	0.77045,0.00270928,0.534144,-0.236306
4070,	0.765837,-1.40136e-05,0.487949,-0.277888
4080,	0.77153,0.00271527,0.540756,-0.230774
4090,	0.765042,-0.00587061,0.525593,-0.239449
