ReTr(Lx),ReTr(Ly),ImTr(Lx),ImTr(Ly)
-0.192187,-0.412087,null,null,null
0.55001,null,0.051851,null,null
-0.45281,-0.442597,null,null,null
0.404322,null,0.0287505,null,null
-0.53788,-0.387229,null,null,null
0.389725,null,0.0925765,null,null
-0.165112,-0.62256,null,null,null
0.394024,null,-0.311167,null,null
-0.249409,-0.549885,null,null,null
0.222896,null,-0.313422,null,null
-0.183415,-0.366648,null,null,null
0.409683,null,-0.23997,null,null
-0.174079,-0.279715,null,null,null
0.541715,null,-0.250794,null,null
-0.152613,-0.092586,null,null,null
0.15481,null,-0.122017,null,null
-0.121779,-0.223426,null,null,null
0.396102,null,-0.38031,null,null
-0.0906145,-0.108752,null,null,null
0.0842345,null,-0.348497,null,null
-0.0176562,0.00931885,null,null,null
0.111644,null,-0.0908965,null,null
-0.134008,-0.102282,null,null,null
0.126372,null,0.246508,null,null
-0.0922685,-0.177401,null,null,null
0.0680145,null,0.275315,null,null
-0.105455,0.0257333,null,null,null
0.26551,null,0.219177,null,null
0.0897415,0.10503,null,null,null
0.131757,null,0.326364,null,null
-0.273753,0.0977445,null,null,null
0.246333,null,0.44397,null,null
-0.116242,0.097741,null,null,null
0.362828,null,0.375578,null,null
-0.069454,0.181482,null,null,null
0.62748,null,0.2905,null,null
0.175178,-0.074548,null,null,null
0.827525,null,0.503685,null,null
0.0797025,-0.219927,null,null,null
0.564955,null,0.488028,null,null
0.0643305,-0.174195,null,null,null
0.77188,null,0.523655,null,null
-0.0207267,-0.575325,null,null,null
0.799355,null,0.37825,null,null
-0.130474,-0.415548,null,null,null
0.62603,null,0.012357,null,null
-0.25419,-0.406153,null,null,null
0.85989,null,-0.0490275,null,null
-0.246133,-0.469164,null,null,null
0.834075,null,-0.150223,null,null
-0.163684,-0.435685,null,null,null
0.750145,null,0.0429752,null,null
-0.0106753,-0.334315,null,null,null
0.913975,null,0.084129,null,null
-0.0786185,-0.445449,null,null,null
0.922285,null,0.0387957,null,null
0.157386,-0.53897,null,null,null
0.83208,null,0.0289814,null,null
0.113061,-0.56511,null,null,null
0.89792,null,-0.176166,null,null
0.113061,-0.56511,null,null,null
0.89792,null,-0.176166,null,null
0.134046,-0.546885,null,null,null
0.679905,null,-0.0350437,null,null
0.182452,-0.659555,null,null,null
0.750285,null,0.209445,null,null
0.179655,-0.70842,null,null,null
0.74004,null,0.104331,null,null
0.113741,-0.81179,null,null,null
0.66281,null,-0.191219,null,null
-0.165631,-0.693455,null,null,null
0.713465,null,-0.181257,null,null
-0.206963,-0.79061,null,null,null
0.692215,null,-0.152453,null,null
-0.0640235,-0.95052,null,null,null
0.90034,null,-0.209309,null,null
-0.129942,-0.83253,null,null,null
0.774615,null,-0.142294,null,null
-0.421507,-0.485911,null,null,null
0.657955,null,-0.227217,null,null
-0.212445,-0.584595,null,null,null
0.59167,null,-0.131415,null,null
-0.354843,-0.90548,null,null,null
0.57361,null,-0.0412556,null,null
-0.250207,-0.728905,null,null,null
0.891385,null,0.151832,null,null
-0.389721,-0.831815,null,null,null
0.624575,null,0.183002,null,null
-0.166352,-0.796345,null,null,null
0.734825,null,0.134164,null,null
-0.310534,-0.77978,null,null,null
0.488654,null,0.088249,null,null
-0.231899,-1.00344,null,null,null
0.611495,null,0.089746,null,null
-0.033585,-0.93498,null,null,null
0.462234,null,-0.101093,null,null
0.110899,-0.676975,null,null,null
0.60437,null,-0.0349887,null,null
0.0409681,-0.77778,null,null,null
0.577765,null,-0.103317,null,null
0.0409681,-0.77778,null,null,null
0.577765,null,-0.103317,null,null
-0.126437,-0.90516,null,null,null
0.496205,null,-0.215108,null,null
-0.0357318,-0.7226,null,null,null
0.678175,null,-0.19893,null,null
-0.0357318,-0.7226,null,null,null
0.678175,null,-0.19893,null,null
-0.0070556,-0.540825,null,null,null
0.719495,null,0.0089086,null,null
0.098281,-0.634865,null,null,null
0.40427,null,-0.360237,null,null
-0.0211967,-0.69746,null,null,null
0.385922,null,-0.267842,null,null
-0.134153,-0.609775,null,null,null
0.52856,null,0.0351228,null,null
-0.0447398,-0.587485,null,null,null
0.269846,null,-0.228408,null,null
0.0231687,-0.754005,null,null,null
0.370546,null,-0.331912,null,null
0.119896,-0.632255,null,null,null
0.309909,null,-0.2458,null,null
0.125716,-0.52054,null,null,null
0.53138,null,-0.260889,null,null
0.0723535,-0.404346,null,null,null
0.483561,null,-0.381285,null,null
0.04147,-0.395745,null,null,null
0.0785645,null,-0.472472,null,null
0.0218031,-0.303074,null,null,null
0.088669,null,-0.51293,null,null
-0.082017,-0.566385,null,null,null
0.066253,null,-0.449061,null,null
-0.304819,-0.494493,null,null,null
0.0337793,null,-0.149224,null,null
-0.0440724,-0.59342,null,null,null
-0.051629,null,-0.249542,null,null
-0.0440724,-0.59342,null,null,null
-0.051629,null,-0.249542,null,null
0.129083,-0.70402,null,null,null
-0.113031,null,-0.163854,null,null
0.0402278,-0.722485,null,null,null
0.074572,null,-0.311883,null,null
0.0402278,-0.722485,null,null,null
0.074572,null,-0.311883,null,null
0.0221453,-0.332339,null,null,null
-0.142063,null,-0.261076,null,null
0.078556,-0.55493,null,null,null
-0.34616,null,-0.204942,null,null
-0.102352,-0.805075,null,null,null
-0.234325,null,-0.0618195,null,null
-0.0335025,-0.689325,null,null,null
-0.0695925,null,0.12579,null,null
0.368281,-0.613585,null,null,null
-0.12156,null,0.134527,null,null
0.233421,-0.618245,null,null,null
-0.147865,null,0.00420667,null,null
0.224609,-0.642145,null,null,null
-0.280156,null,-0.201843,null,null
0.139913,-0.642915,null,null,null
-0.349745,null,0.12295,null,null
0.370561,-0.693665,null,null,null
-0.419316,null,0.0212245,null,null
0.281178,-0.784625,null,null,null
-0.389825,null,0.138764,null,null
0.330269,-0.56308,null,null,null
-0.179878,null,0.304681,null,null
0.238295,-0.394445,null,null,null
-0.000874445,null,0.31563,null,null
0.111721,-0.368924,null,null,null
-0.0248904,null,0.451887,null,null
0.306432,-0.187577,null,null,null
0.19722,null,0.152644,null,null
0.495827,-0.451186,null,null,null
0.078231,null,0.142224,null,null
0.35881,-0.342039,null,null,null
-0.370322,null,0.362096,null,null
0.270388,-0.260305,null,null,null
-0.139924,null,0.261851,null,null
0.244132,-0.357812,null,null,null
-0.0844305,null,0.250584,null,null
0.0106372,-0.356415,null,null,null
0.129125,null,0.225425,null,null
0.229476,-0.265246,null,null,null
0.023703,null,0.356264,null,null
0.0200726,-0.25103,null,null,null
0.202486,null,0.279065,null,null
0.276969,-0.073099,null,null,null
0.195914,null,-0.0833925,null,null
-0.0104688,-0.280452,null,null,null
0.37819,null,0.109347,null,null
0.192656,-0.0274385,null,null,null
0.326807,null,0.164031,null,null
0.287778,-0.423808,null,null,null
0.223775,null,-0.127382,null,null
0.116749,-0.168168,null,null,null
0.220551,null,0.153892,null,null
0.093456,-0.199916,null,null,null
0.450889,null,0.174705,null,null
0.093456,-0.199916,null,null,null
0.450889,null,0.174705,null,null
0.066146,-0.0308431,null,null,null
0.217043,null,0.52067,null,null
0.079204,-0.290112,null,null,null
0.282178,null,0.377792,null,null
-0.0334667,-0.366833,null,null,null
0.354687,null,0.7738,null,null
-0.122843,-0.474105,null,null,null
0.217754,null,0.499992,null,null
-0.0215866,-0.518405,null,null,null
0.36229,null,0.302636,null,null
-0.174084,-0.25729,null,null,null
0.50704,null,0.373484,null,null
-0.0326261,-0.308432,null,null,null
0.441377,null,0.127337,null,null
-0.387026,-0.446569,null,null,null
0.38086,null,0.0560595,null,null
-0.079838,-0.555655,null,null,null
0.020531,null,0.0697685,null,null
-0.324515,-0.581165,null,null,null
-0.118804,null,0.059199,null,null
-0.20692,-0.333807,null,null,null
-0.00269917,null,-0.0267405,null,null
-0.136533,-0.607675,null,null,null
-0.140993,null,0.279998,null,null
-0.0445574,-0.27063,null,null,null
0.120714,null,0.32174,null,null
-0.0385441,-0.403533,null,null,null
0.181363,null,0.198009,null,null
-0.082735,-0.241862,null,null,null
0.116977,null,0.190494,null,null
0.092905,-0.00155534,null,null,null
-0.0291873,null,0.346475,null,null
0.072921,-0.151017,null,null,null
-0.0857785,null,0.158201,null,null
0.0495682,-0.0235542,null,null,null
0.0598625,null,0.194859,null,null
-0.111107,0.0281623,null,null,null
-0.0266619,null,-0.0949075,null,null
-0.286307,0.07694,null,null,null
-0.253802,null,0.0064734,null,null
-0.186367,0.082632,null,null,null
-0.283176,null,-0.010928,null,null
-0.216397,0.238638,null,null,null
0.0078049,null,-0.05008,null,null
0.044831,0.349598,null,null,null
0.0305744,null,0.341396,null,null
-0.07039,0.260102,null,null,null
-0.24655,null,0.0376203,null,null
-0.07039,0.260102,null,null,null
-0.24655,null,0.0376203,null,null
-0.493031,0.162167,null,null,null
-0.13474,null,0.0878215,null,null
-0.493031,0.162167,null,null,null
-0.13474,null,0.0878215,null,null
-0.493031,0.162167,null,null,null
-0.13474,null,0.0878215,null,null
-0.428924,0.0385547,null,null,null
-0.268717,null,0.151189,null,null
-0.487463,0.0515775,null,null,null
-0.079854,null,0.425868,null,null
-0.357292,-0.086638,null,null,null
-0.113011,null,0.339558,null,null
-0.513985,0.082804,null,null,null
-0.0569085,null,0.303084,null,null
-0.546625,0.205457,null,null,null
0.12633,null,0.368907,null,null
-0.374603,-0.0127954,null,null,null
0.169481,null,0.387151,null,null
-0.491943,-0.195271,null,null,null
-0.079084,null,0.5175,null,null
-0.388173,-0.196449,null,null,null
-0.255812,null,0.57942,null,null
-0.340099,-0.171568,null,null,null
-0.52662,null,0.76094,null,null
-0.164211,-0.258184,null,null,null
-0.441437,null,0.6765,null,null
-0.149594,-0.248062,null,null,null
-0.463518,null,0.655675,null,null
-0.246642,-0.0852945,null,null,null
-0.61119,null,0.60902,null,null
-0.246642,-0.0852945,null,null,null
-0.61119,null,0.60902,null,null
0.0222261,-0.285919,null,null,null
-0.843345,null,0.53897,null,null
-0.214225,-0.204107,null,null,null
-0.68802,null,0.6912,null,null
-0.011779,-0.303905,null,null,null
-0.654675,null,0.582725,null,null
-0.102137,-0.179036,null,null,null
-0.698535,null,0.284711,null,null
0.0773335,-0.385254,null,null,null
-0.65273,null,0.394756,null,null
0.0765855,-0.24228,null,null,null
-0.665795,null,0.536095,null,null
0.0090104,-0.244255,null,null,null
-0.457157,null,0.458054,null,null
-0.0856345,-0.428003,null,null,null
-0.73039,null,0.0779845,null,null
-0.0646845,-0.228378,null,null,null
-0.638925,null,0.138346,null,null
-0.205122,-0.146062,null,null,null
-0.55854,null,0.208494,null,null
-0.094068,-0.0593635,null,null,null
-0.696745,null,0.172321,null,null
-0.211728,-0.040966,null,null,null
-0.40168,null,0.273691,null,null
-0.297206,-0.0712315,null,null,null
-0.60805,null,-0.0141324,null,null
-0.154395,-0.053759,null,null,null
-0.396461,null,0.142854,null,null
-0.0733755,-0.201294,null,null,null
-0.592165,null,0.054321,null,null
-0.160825,-0.064326,null,null,null
-0.746845,null,-0.126176,null,null
-0.141705,-0.451079,null,null,null
-0.510565,null,0.16697,null,null
0.0825745,-0.316051,null,null,null
-0.62254,null,0.0136673,null,null
0.0365497,-0.24427,null,null,null
-0.76893,null,0.0288242,null,null
0.0465262,-0.379727,null,null,null
-0.73101,null,-0.164855,null,null
0.15787,-0.417615,null,null,null
-0.78168,null,-0.271414,null,null
0.128574,-0.321054,null,null,null
-0.4807,null,-0.319236,null,null
0.068464,-0.088669,null,null,null
-0.538095,null,-0.268813,null,null
0.068464,-0.088669,null,null,null
-0.538095,null,-0.268813,null,null
0.0122995,-0.36925,null,null,null
-0.485216,null,-0.30321,null,null
0.110726,-0.60467,null,null,null
-0.56947,null,-0.479509,null,null
0.0112156,-0.379215,null,null,null
-0.566775,null,-0.335819,null,null
0.00060652,-0.498725,null,null,null
-0.309713,null,-0.420048,null,null
0.0301973,-0.502295,null,null,null
-0.387575,null,-0.58724,null,null
0.123058,-0.56054,null,null,null
-0.69907,null,-0.55049,null,null
0.130692,-0.492797,null,null,null
-0.554415,null,-0.220629,null,null
0.087674,-0.376567,null,null,null
-0.451676,null,-0.171652,null,null
-0.137522,-0.35623,null,null,null
-0.312752,null,-0.351716,null,null
-0.120352,-0.320331,null,null,null
-0.61176,null,-0.264338,null,null
-0.00157606,-0.450899,null,null,null
-0.57692,null,-0.503995,null,null
0.14618,-0.61733,null,null,null
-0.45806,null,-0.223668,null,null
0.08391,-0.558885,null,null,null
-0.505155,null,-0.41839,null,null
0.08391,-0.558885,null,null,null
-0.505155,null,-0.41839,null,null
-0.0005043,-0.61686,null,null,null
-0.301073,null,-0.50217,null,null
0.205802,-0.533425,null,null,null
-0.56274,null,-0.321256,null,null
-0.0339747,-0.53603,null,null,null
-0.329226,null,-0.472127,null,null
0.054203,-0.6858,null,null,null
-0.162852,null,-0.536155,null,null
-0.150144,-0.67009,null,null,null
-0.234299,null,-0.68656,null,null
-0.221666,-0.55053,null,null,null
0.0363074,null,-0.76182,null,null
-0.208902,-0.58539,null,null,null
0.10262,null,-0.50168,null,null
0.05016,-0.607055,null,null,null
0.274931,null,-0.65686,null,null
-0.288969,-0.68762,null,null,null
0.508505,null,-0.58932,null,null
-0.196205,-0.54736,null,null,null
0.395206,null,-0.0443332,null,null
-0.160323,-0.7726,null,null,null
0.555145,null,-0.217484,null,null
-0.160323,-0.7726,null,null,null
0.555145,null,-0.217484,null,null
0.0338659,-0.61536,null,null,null
0.271325,null,0.064949,null,null
-0.22886,-0.892205,null,null,null
0.61309,null,0.018358,null,null
-0.22886,-0.892205,null,null,null
0.61309,null,0.018358,null,null
-0.099364,-0.63542,null,null,null
0.0188127,null,0.128828,null,null
-0.110349,-0.667725,null,null,null
0.121243,null,-0.093774,null,null
0.170016,-0.89154,null,null,null
-0.0180941,null,-0.019298,null,null
0.198535,-0.795025,null,null,null
-0.19798,null,-0.0909705,null,null
-0.0051635,-0.55032,null,null,null
-0.0407933,null,-0.147788,null,null
0.034513,-0.52863,null,null,null
-0.0592785,null,-0.141736,null,null
0.194521,-0.489329,null,null,null
-0.177388,null,-0.0499407,null,null
0.295897,-0.684105,null,null,null
-0.0567395,null,-0.0457612,null,null
0.402566,-0.75435,null,null,null
-0.225095,null,0.000786845,null,null
0.659505,-0.690645,null,null,null
-0.166347,null,-0.11659,null,null
0.577565,-0.459998,null,null,null
-0.355946,null,-0.0178005,null,null
0.42624,-0.62862,null,null,null
-0.185566,null,-0.0427757,null,null
0.439387,-0.73233,null,null,null
-0.091947,null,0.0478262,null,null
0.409054,-1.01978,null,null,null
-0.215753,null,0.145981,null,null
0.230139,-0.64722,null,null,null
-0.0368058,null,0.185064,null,null
0.268731,-0.54577,null,null,null
0.0778935,null,0.204672,null,null
0.52999,-0.53914,null,null,null
0.113533,null,0.266305,null,null
0.475264,-0.48681,null,null,null
0.14441,null,0.189555,null,null
0.160887,-0.54303,null,null,null
-0.154511,null,0.240792,null,null
0.371974,-0.54815,null,null,null
-0.150501,null,0.224227,null,null
0.383661,-0.594855,null,null,null
-0.347521,null,0.350094,null,null
0.499466,-0.810695,null,null,null
-0.557925,null,0.258917,null,null
0.683595,-0.76663,null,null,null
-0.31863,null,0.139898,null,null
0.540035,-0.451111,null,null,null
-0.447429,null,0.203537,null,null
0.847005,-0.737795,null,null,null
-0.00077818,null,0.303252,null,null
0.43175,-0.570135,null,null,null
-0.267633,null,0.425373,null,null
0.576115,-0.802375,null,null,null
-0.265608,null,0.144306,null,null
0.57054,-0.704505,null,null,null
-0.168676,null,0.267039,null,null
0.383771,-0.64965,null,null,null
-0.227783,null,0.417986,null,null
0.383825,-0.52478,null,null,null
-0.093178,null,0.438933,null,null
0.470863,-0.285564,null,null,null
-0.198648,null,0.438679,null,null
0.50278,-0.432486,null,null,null
0.0368926,null,0.658675,null,null
0.50278,-0.432486,null,null,null
0.0368926,null,0.658675,null,null
0.423025,-0.319796,null,null,null
0.0254941,null,0.59607,null,null
0.303727,-0.363287,null,null,null
-0.0235727,null,0.5384,null,null
0.263583,-0.470716,null,null,null
0.0472631,null,0.495868,null,null
0.263583,-0.470716,null,null,null
0.0472631,null,0.495868,null,null
0.181425,-0.493982,null,null,null
-0.211353,null,0.610015,null,null
0.181425,-0.493982,null,null,null
-0.211353,null,0.610015,null,null
0.191373,-0.400043,null,null,null
-0.103575,null,0.74147,null,null
0.0365504,-0.468944,null,null,null
0.0183882,null,0.675595,null,null
0.206802,-0.401618,null,null,null
-0.0385434,null,0.646235,null,null
0.0811985,-0.198041,null,null,null
-0.22467,null,0.524615,null,null
0.171188,-0.293805,null,null,null
-0.398805,null,0.5956,null,null
0.171188,-0.293805,null,null,null
-0.398805,null,0.5956,null,null
0.0751025,-0.315887,null,null,null
-0.34621,null,0.609485,null,null
-0.0122762,-0.243253,null,null,null
-0.639445,null,0.52907,null,null
-0.0594925,-0.521225,null,null,null
-0.503155,null,0.614065,null,null
-0.0249107,-0.230396,null,null,null
-0.436859,null,0.468083,null,null
-0.130363,-0.213259,null,null,null
-0.379575,null,0.290233,null,null
-0.126998,-0.284869,null,null,null
-0.322198,null,0.406896,null,null
-0.0737005,-0.407858,null,null,null
0.0214952,null,0.340413,null,null
-0.0432558,-0.45174,null,null,null
-0.0168884,null,0.420388,null,null
0.101501,-0.54766,null,null,null
-0.005066,null,0.482088,null,null
-0.217598,-0.66606,null,null,null
-0.057068,null,0.2194,null,null
-0.126637,-0.61067,null,null,null
0.025031,null,0.256056,null,null
-0.126637,-0.61067,null,null,null
0.025031,null,0.256056,null,null
-0.0281769,-0.587,null,null,null
-0.081412,null,0.11948,null,null
0.0745775,-0.62189,null,null,null
-0.0916105,null,0.27963,null,null
-0.070234,-0.74065,null,null,null
-0.0566025,null,0.133814,null,null
0.274693,-0.66535,null,null,null
-0.0250166,null,0.062423,null,null
0.408062,-0.786175,null,null,null
-0.102802,null,-0.066197,null,null
0.322189,-0.256315,null,null,null
-0.081197,null,-0.06809,null,null
0.93515,-0.300407,null,null,null
-0.0766985,null,-0.216582,null,null
0.72358,-0.509505,null,null,null
-0.0276113,null,-0.105758,null,null
0.560625,-0.431215,null,null,null
-0.114004,null,-0.056591,null,null
0.538865,-0.740815,null,null,null
0.0973645,null,-0.272475,null,null
0.21729,-0.453917,null,null,null
0.180227,null,-0.288216,null,null
0.387738,-0.383954,null,null,null
-0.0346151,null,-0.345683,null,null
0.744295,-0.560745,null,null,null
0.198818,null,-0.406571,null,null
0.461647,-0.749815,null,null,null
0.166657,null,-0.59167,null,null
0.461647,-0.749815,null,null,null
0.166657,null,-0.59167,null,null
0.60252,-0.592045,null,null,null
0.169897,null,-0.69431,null,null
0.80432,-0.400592,null,null,null
0.169175,null,-0.762215,null,null
0.799395,-0.298621,null,null,null
0.350444,null,-0.865855,null,null
0.51448,-0.266584,null,null,null
0.500205,null,-0.676065,null,null
0.566725,-0.453025,null,null,null
0.52855,null,-0.648445,null,null
0.617125,-0.499657,null,null,null
0.41637,null,-0.57143,null,null
1.11292,-0.576855,null,null,null
0.345842,null,-0.532195,null,null
1.18394,-0.188909,null,null,null
0.145883,null,-0.5706,null,null
0.8407,-0.288818,null,null,null
0.201759,null,-0.479671,null,null
0.832765,-0.399741,null,null,null
0.161655,null,-0.619785,null,null
0.83423,-0.311605,null,null,null
0.053193,null,-0.624135,null,null
0.766295,-0.5934,null,null,null
0.0266117,null,-0.71446,null,null
0.766295,-0.5934,null,null,null
0.0266117,null,-0.71446,null,null
0.65371,-0.484378,null,null,null
0.0189476,null,-0.63491,null,null
0.454867,-0.6303,null,null,null
0.185998,null,-0.452495,null,null
0.291806,-0.594415,null,null,null
0.175979,null,-0.526485,null,null
0.398892,-0.338005,null,null,null
0.3379,null,-0.543875,null,null
0.55664,-0.395676,null,null,null
0.230927,null,-0.434495,null,null
0.580895,-0.523315,null,null,null
0.109963,null,-0.327928,null,null
0.269817,-0.289467,null,null,null
0.0176567,null,-0.331372,null,null
0.30477,-0.316721,null,null,null
0.0796285,null,-0.473259,null,null
0.30477,-0.316721,null,null,null
0.0796285,null,-0.473259,null,null
0.0922225,-0.397802,null,null,null
0.234612,null,-0.684265,null,null
0.0443139,-0.601755,null,null,null
0.194938,null,-0.60964,null,null
0.337315,-0.56179,null,null,null
0.128482,null,-0.456589,null,null
0.450748,-0.679795,null,null,null
0.37547,null,-0.394282,null,null
0.58802,-0.552785,null,null,null
0.42547,null,-0.65164,null,null
0.332958,-0.52165,null,null,null
0.165161,null,-0.61055,null,null
0.111529,-0.52991,null,null,null
0.00185502,null,-0.74098,null,null
0.385778,-0.672985,null,null,null
0.0275103,null,-0.438229,null,null
-0.0813315,-0.360996,null,null,null
-0.098509,null,-0.47197,null,null
0.345693,-0.407865,null,null,null
-0.186929,null,-0.498752,null,null
0.227383,-0.698945,null,null,null
-0.084291,null,-0.54284,null,null
0.202503,-0.57457,null,null,null
-0.0697695,null,-0.340824,null,null
0.0901005,-0.54898,null,null,null
-0.0547625,null,-0.280137,null,null
0.171458,-0.55141,null,null,null
-0.0223254,null,-0.486708,null,null
0.235969,-0.452606,null,null,null
-0.163343,null,-0.392321,null,null
-0.133651,-0.56893,null,null,null
-0.0137522,null,-0.275704,null,null
0.0463862,-0.71109,null,null,null
-0.130323,null,-0.50349,null,null
-0.0330406,-0.673085,null,null,null
0.178376,null,-0.60541,null,null
0.0521885,-0.68316,null,null,null
0.00638455,null,-0.656345,null,null
0.00765335,-0.54235,null,null,null
0.302344,null,-0.458297,null,null
0.0663895,-0.61644,null,null,null
0.354886,null,-0.485137,null,null
-0.0603555,-0.676055,null,null,null
0.253295,null,-0.79688,null,null
0.230699,-0.60376,null,null,null
0.13059,null,-0.960395,null,null
-0.0062875,-0.48277,null,null,null
0.463306,null,-0.74057,null,null
0.173715,-0.557145,null,null,null
0.144335,null,-0.864295,null,null
0.230673,-0.54863,null,null,null
0.4398,null,-0.750185,null,null
0.308997,-0.51064,null,null,null
0.5215,null,-0.65383,null,null
0.197701,-0.61764,null,null,null
0.319049,null,-0.75057,null,null
0.222748,-0.472781,null,null,null
0.425756,null,-0.603625,null,null
0.112838,-0.625095,null,null,null
0.27002,null,-0.535955,null,null
-0.012291,-0.545445,null,null,null
0.65452,null,-0.59722,null,null
0.162033,-0.401686,null,null,null
0.251388,null,-0.531265,null,null
0.124758,-0.313325,null,null,null
0.037872,null,-0.70309,null,null
0.30122,-0.537975,null,null,null
-0.00483321,null,-0.50818,null,null
0.084307,-0.54987,null,null,null
0.172196,null,-0.408502,null,null
-0.116316,-0.66583,null,null,null
0.0078011,null,-0.442785,null,null
-0.410688,-0.843605,null,null,null
0.0300427,null,-0.7711,null,null
-0.318567,-0.488851,null,null,null
0.0764545,null,-0.491283,null,null
-0.224487,-0.463719,null,null,null
0.280836,null,-0.517145,null,null
-0.213329,-0.402981,null,null,null
0.134849,null,-0.476013,null,null
-0.192809,-0.250622,null,null,null
-0.217473,null,-0.257806,null,null
0.0657475,-0.432268,null,null,null
-0.00375772,null,-0.316307,null,null
0.129712,-0.331566,null,null,null
0.125774,null,-0.313053,null,null
0.0135426,-0.343877,null,null,null
0.267443,null,-0.217786,null,null
0.074234,-0.296739,null,null,null
0.187915,null,-0.193417,null,null
0.0074056,-0.138159,null,null,null
-0.011683,null,-0.151232,null,null
0.051268,-0.138583,null,null,null
-0.010612,null,0.211117,null,null
-0.143698,-0.0680945,null,null,null
0.365841,null,0.223279,null,null
-0.143698,-0.0680945,null,null,null
0.365841,null,0.223279,null,null
-0.173041,0.2579,null,null,null
0.132536,null,0.217165,null,null
-0.192905,0.19636,null,null,null
0.130274,null,0.409575,null,null
-0.216211,0.351297,null,null,null
0.55498,null,0.109601,null,null
-0.0399641,0.0402315,null,null,null
0.341308,null,0.402977,null,null
-0.114766,0.0942885,null,null,null
0.285288,null,0.016264,null,null
-0.100573,0.0331979,null,null,null
0.282441,null,0.0821355,null,null
-0.154343,0.098088,null,null,null
0.253744,null,0.143023,null,null
-0.0881315,0.0233906,null,null,null
0.199865,null,0.142116,null,null
0.0272265,0.0675155,null,null,null
0.178622,null,0.435678,null,null
0.15244,-0.0463691,null,null,null
0.241332,null,0.317483,null,null
0.15244,-0.0463691,null,null,null
0.241332,null,0.317483,null,null
-0.055635,0.0113983,null,null,null
0.00099572,null,0.229244,null,null
0.134521,0.059112,null,null,null
-0.0809685,null,0.396179,null,null
