t,|deltaS|
524,0.1865
525,0.1137
526,0.07043
527,0.06332
528,0.1217
529,0.2027
530,0.1917
531,0.2275
532,0.04417
533,0.1328
534,0.09646
535,0.3279
536,0.04717
537,0.1226
538,0.05915
539,0.2174
540,0.1986
541,0.2216
542,0.07404
543,0.1172
544,0.4386
545,0.1351
546,0.1355
547,0.01845
548,0.02269
549,0.2705
550,0.05315
551,0.06382
552,0.2992
553,0.02071
554,0.1213
555,0.204
556,0.111
557,0.2575
558,0.1954
559,0.0287
560,0.2463
561,0.008945
562,0.05214
563,0.06403
564,0.01437
565,0.03109
566,0.3
567,0.1893
568,0.2741
569,0.06052
570,0.02843
571,0.3525
572,0.04062
573,0.1597
574,0.0597
575,0.08526
576,0.1862
577,0.28
578,0.1365
579,0.1099
580,0.1314
581,0.3056
582,0.036
583,0.07171
584,0.06617
585,0.2452
586,0.1138
587,0.08596
588,0.1766
589,0.2188
590,0.1499
591,0.1249
592,0.09989
593,0.1236
594,0.1612
595,0.3533
596,0.0638
597,0.2131
598,0.2295
599,0.1663
600,0.0926
601,0.06408
602,0.02947
603,0.01268
604,0.05249
605,0.2215
606,0.1487
607,0.05461
608,0.3314
609,0.1282
610,0.08911
611,0.07427
612,0.07309
613,0.3648
614,0.004394
615,0.1789
616,0.2095
617,0.1561
618,0.1492
619,0.2609
620,0.1975
621,0.01551
622,0.2303
623,0.02224
624,0.005621
625,0.07436
626,0.07569
627,0.09489
628,0.06297
629,0.243
630,0.2313
631,0.2303
632,0.3143
633,0.2241
634,0.01829
635,0.029
636,0.07519
637,0.3354
638,0.2824
639,0.1302
640,0.08413
641,0.2759
642,0.005294
643,0.05962
644,0.4011
645,0.06098
646,0.04218
647,0.1024
648,0.1457
649,0.2015
650,0.4874
651,0.05844
652,0.1249
653,0.4168
654,0.1241
655,0.09802
656,0.2647
657,0.1196
658,0.09733
659,0.1935
660,0.007703
661,0.09635
662,0.05138
663,0.07545
664,0.1621
665,0.08431
666,0.01618
667,0.2297
668,0.1309
669,0.3192
670,0.04115
671,0.2021
672,0.03684
673,0.1188
674,0.162
675,0.04067
676,0.2425
677,0.1194
678,0.05031
679,0.1013
680,0.1561
681,0.2085
682,0.08378
683,0.01671
684,0.1705
685,0.04033
686,0.335
687,0.2528
688,0.2318
689,0.01506
690,0.05367
691,0.08329
692,0.05662
693,0.1795
694,0.1692
695,0.4681
696,0.09028
697,0.2125
698,0.2795
699,0.1012
700,0.05651
701,0.0422
702,0.2148
703,0.04404
704,0.03204
705,0.1378
706,0.3114
707,0.032
708,0.03468
709,0.1699
710,0.08525
711,0.4722
712,0.02519
713,0.1043
714,0.04813
715,0.1225
716,0.4661
717,0.1571
718,0.0712
719,0.05808
720,0.128
721,0.1645
722,0.02678
723,0.05192
724,0.02805
725,0.1698
726,0.3065
727,0.03172
728,0.0321
729,0.2719
730,0.1727
731,0.1608
732,0.01152
733,0.02421
734,0.0344
735,0.08202
736,0.06607
737,0.08714
738,0.2836
739,0.2515
740,0.04979
741,0.1814
742,0.2209
743,0.0624
744,0.1089
745,0.2629
746,0.02743
747,0.2963
748,0.1176
749,0.2445
750,0.1534
751,0.4054
752,0.1902
753,0.1098
754,0.2769
755,0.001419
756,0.1839
757,0.06575
758,0.04103
759,0.07665
760,0.0353
761,0.1553
762,0.4014
763,0.2415
764,0.1478
765,0.04976
766,0.03149
767,0.4324
768,0.1361
769,0.06072
770,0.1723
771,0.03811
772,0.03508
773,0.0884
774,0.2995
775,0.1563
776,0.02619
777,0.3993
778,0.2303
779,0.3051
780,0.02447
781,0.0643
782,0.1004
783,0.05005
784,0.134
785,0.3872
786,0.1189
787,0.1851
788,0.01823
789,0.07626
790,0.3337
791,0.1018
792,0.1304
793,0.1941
794,0.1115
795,0.1213
796,0.07929
797,0.298
798,0.1068
799,0.155
800,0.01283
801,0.3077
802,0.1916
803,0.2333
804,0.2791
805,0.1336
806,0.1191
807,0.03789
808,0.03324
809,0.06564
810,0.05022
811,0.3753
812,0.1594
813,0.04024
814,0.0772
815,0.004326
816,0.0459
817,0.007417
818,0.01937
819,0.3698
820,0.02753
821,0.1023
822,0.05907
823,0.003929
824,0.1035
825,0.2023
826,0.006558
827,0.2458
828,0.07862
829,0.04865
830,0.1799
831,0.04969
832,0.04231
833,0.1993
834,0.03183
835,0.05976
836,0.04646
837,0.04151
838,0.05787
839,0.064
840,0.04429
841,0.1522
842,0.02287
843,0.02924
844,0.09717
845,0.1778
846,0.008566
847,0.317
848,0.163
849,0.3361
850,0.1893
851,0.09281
852,0.09304
853,0.02055
854,0.05266
855,0.1665
856,0.1644
857,0.03947
858,0.02168
859,0.5055
860,0.03736
861,0.105
862,0.1177
863,0.4308
864,0.03586
865,0.2811
866,0.2009
867,0.282
868,0.237
869,0.2839
870,0.09682
871,0.1289
872,0.1882
873,0.3087
874,0.1927
875,0.03821
876,0.09379
877,0.1047
878,0.03046
879,0.08199
880,0.009265
881,0.1349
882,0.04932
883,0.2722
884,0.07658
885,0.2956
886,0.4128
887,0.192
888,0.02434
889,0.2287
890,0.03853
891,0.3216
892,0.2215
893,0.06015
894,0.04765
895,0.3661
896,0.3206
897,0.1883
898,0.1264
899,0.007233
900,0.2007
901,0.06725
902,0.148
903,0.4867
904,0.1343
905,0.1585
906,0.2016
907,0.1382
908,0.08195
909,0.01559
910,0.04316
911,0.02709
912,0.07772
913,0.03936
914,0.02756
915,0.06741
916,0.0173
917,0.02976
918,0.2114
919,0.04567
920,0.09119
921,0.1938
922,0.1919
923,0.1105
924,0.1534
925,0.03771
926,0.3486
927,0.1795
928,0.126
929,0.1654
930,0.1897
931,0.03903
932,0.1005
933,0.2771
934,0.08457
935,0.4849
936,0.2966
937,0.03835
938,0.1187
939,0.01243
940,0.1112
941,0.2008
942,0.1949
943,0.277
944,0.2834
945,0.1159
946,0.1061
947,0.0682
948,0.2669
949,0.006396
950,0.3518
951,0.1231
952,0.1423
953,0.0951
954,0.05648
955,0.07647
956,0.1162
957,0.1722
958,0.2112
959,0.06558
960,0.1029
961,0.1094
962,0.02279
963,0.1159
964,0.1493
965,0.03622
966,0.01946
967,0.2671
968,0.01144
969,0.3417
970,0.1609
971,0.02381
972,0.2856
973,0.3312
974,0.0139
975,0.0004523
976,0.3016
977,0.04376
978,0.1897
979,0.1537
980,0.2586
981,0.3108
982,0.1266
983,0.2563
984,0.1858
985,0.00447
986,0.1245
987,0.04481
988,0.005951
989,0.1118
990,0.2422
991,0.1277
992,0.05576
993,0.3787
994,0.01131
995,0.1004
996,0.09414
997,0.00169
998,0.2256
999,0.1279
1000,0.5599
1001,0.003655
1002,0.02
1003,0.1386
1004,0.3371
1005,0.2079
1006,0.1288
1007,0.01909
1008,0.2117
1009,0.0007413
1010,0.1159
1011,0.3008
1012,0.1323
1013,0.19
1014,0.1809
1015,0.2514
1016,0.2681
1017,0.0348
1018,0.1223
1019,0.1142
1020,0.1968
1021,0.09952
1022,0.02547
1023,0.1993
1024,0.1659
1025,0.211
1026,0.08476
1027,0.1281
1028,0.06518
1029,0.06935
1030,0.1324
1031,0.03891
1032,0.2142
1033,0.2063
1034,0.07472
1035,0.01046
1036,0.06841
1037,0.1156
1038,0.05423
1039,0.03706
1040,0.2206
1041,0.1375
1042,0.1158
1043,0.1249
1044,0.1005
1045,0.06822
1046,0.2097
1047,0.05553
1048,0.05448
1049,0.09809
1050,0.1892
1051,0.08387
1052,0.05022
1053,0.1932
1054,0.4557
1055,0.1382
1056,0.125
1057,0.1544
1058,0.2008
1059,0.09857
1060,0.1513
1061,0.1448
1062,0.1611
1063,0.1771
1064,0.3508
1065,0.143
1066,0.1822
1067,0.1075
1068,0.09542
1069,0.2954
1070,0.1307
1071,0.254
1072,0.1034
1073,0.1476
1074,0.1776
1075,0.04487
1076,0.09936
1077,0.1494
1078,0.3009
1079,0.02954
1080,0.1663
1081,0.3078
1082,0.02774
1083,0.01376
1084,0.06745
1085,0.0818
1086,0.07075
1087,0.1711
1088,0.08944
1089,0.07899
1090,0.01258
1091,0.07699
1092,0.3789
1093,0.2192
1094,0.1066
1095,0.01837
1096,0.3037
1097,0.1787
1098,0.1956
1099,0.101
1100,0.05785
1101,0.01178
1102,0.2764
1103,0.2502
1104,0.2229
1105,0.00686
1106,0.02305
1107,0.01239
1108,0.006946
1109,0.01581
1110,0.08312
1111,0.06504
1112,0.1263
1113,0.2038
1114,0.02038
1115,0.02693
1116,0.1611
1117,0.2474
1118,0.0262
1119,0.1768
1120,0.3651
1121,0.03976
1122,0.08295
1123,0.01634
1124,0.06749
1125,0.1
1126,0.1051
1127,0.003821
1128,0.08685
1129,0.03655
1130,0.03008
1131,0.03232
1132,0.1464
1133,0.08609
1134,0.08996
1135,0.152
1136,0.2328
1137,0.09542
1138,0.03275
1139,0.1523
1140,0.06516
1141,0.09315
1142,0.2659
1143,0.1231
1144,0.1263
1145,0.08655
1146,0.1565
1147,0.01903
1148,0.09653
1149,0.0402
1150,0.2516
1151,0.07438
1152,0.09526
1153,0.01704
1154,0.2234
1155,0.2081
1156,0.26
1157,0.0736
1158,0.2959
1159,0.2066
1160,0.01172
1161,0.01237
1162,0.04953
1163,0.05152
1164,0.107
1165,0.1316
1166,0.2135
1167,0.04594
1168,0.1838
1169,0.02683
1170,0.1653
1171,0.03742
1172,0.1685
1173,0.1042
1174,0.3028
1175,0.1411
1176,0.08214
1177,0.1731
1178,0.03611
1179,0.1047
1180,0.1161
1181,0.04007
1182,0.1767
1183,0.1079
1184,0.03814
1185,0.1119
1186,0.007634
1187,0.05946
1188,0.1351
1189,0.2068
1190,0.3443
1191,0.204
1192,0.0986
1193,0.1586
1194,0.1287
1195,0.06645
1196,0.1666
1197,0.04693
1198,0.1237
1199,0.01595
1200,0.1801
1201,0.1199
1202,0.07344
1203,0.2481
1204,0.3089
1205,0.2984
1206,0.07512
1207,0.1717
1208,0.01197
1209,0.08317
1210,0.2711
1211,0.1731
1212,0.006078
1213,0.2621
1214,0.5566
1215,0.1362
1216,0.02201
1217,0.1845
1218,0.02063
1219,0.301
1220,0.006059
1221,0.1866
1222,0.5796
1223,0.1174
1224,0.1288
1225,0.06722
1226,0.008145
1227,0.0659
1228,0.02421
1229,0.02322
1230,0.01727
1231,0.3094
1232,0.03549
1233,0.08241
1234,0.2708
1235,0.09942
1236,0.05759
1237,0.09086
1238,0.2347
1239,0.2749
1240,0.1206
1241,0.0235
1242,0.1471
1243,0.2227
1244,0.1469
1245,0.02976
1246,0.02922
1247,0.1138
1248,0.1551
1249,0.03638
1250,0.09722
1251,0.1999
1252,0.05531
1253,0.2642
1254,0.0165
1255,0.1038
1256,0.2776
1257,0.1434
1258,0.05978
1259,0.08774
1260,0.1153
1261,0.2121
1262,0.1894
1263,0.1037
1264,0.06134
1265,0.4233
1266,0.1
1267,0.2054
1268,0.3356
1269,0.1584
1270,0.1023
1271,0.3548
1272,0.1844
1273,0.1895
1274,0.2415
1275,0.08384
1276,0.2385
1277,0.2336
1278,0.1644
1279,0.06525
1280,0.03632
1281,0.02182
1282,0.3407
1283,0.06589
1284,0.001757
1285,0.04635
1286,0.03965
1287,0.003977
1288,0.0949
1289,0.06952
1290,0.05627
1291,0.3545
1292,0.05919
1293,0.07609
1294,0.286
1295,0.1978
1296,0.3761
1297,0.009134
1298,0.09831
1299,0.02049
1300,0.05119
1301,0.1404
1302,0.007398
1303,0.3612
1304,0.1273
1305,0.2121
1306,0.07334
1307,0.2881
1308,0.08134
1309,0.1562
1310,0.2621
1311,0.4331
1312,0.05902
1313,0.2208
1314,0.09524
1315,0.09404
1316,0.2672
1317,0.105
1318,0.1182
1319,0.06193
1320,0.05265
1321,0.196
1322,0.1024
1323,0.06457
1324,0.1382
1325,0.3114
1326,0.04472
1327,0.02138
1328,0.2834
1329,0.4352
1330,0.1411
1331,0.07861
1332,0.2109
1333,0.1799
1334,0.7087
1335,0.02132
1336,0.07349
1337,0.2206
1338,0.03677
1339,0.1847
1340,0.03561
1341,0.04917
1342,0.2797
1343,0.1261
1344,0.2119
1345,0.09
1346,0.1903
1347,0.1473
1348,0.1777
1349,0.08419
1350,0.05587
1351,0.303
1352,0.1227
1353,0.1902
1354,0.1719
1355,0.1446
1356,0.3293
1357,0.05006
1358,0.2694
1359,0.03308
1360,0.08555
1361,0.0212
1362,0.04057
1363,0.07834
1364,0.01681
1365,0.1763
1366,0.1532
1367,0.2547
1368,0.117
1369,0.02403
1370,0.1009
1371,0.04292
1372,0.1753
1373,0.01474
1374,0.1346
1375,0.06916
1376,0.2169
1377,0.3692
1378,0.009515
1379,0.2114
1380,0.1665
1381,0.1224
1382,0.00713
1383,0.05718
1384,0.2656
1385,0.0378
1386,0.1121
1387,0.1746
1388,0.156
1389,0.0363
1390,0.01604
1391,0.1584
1392,0.01184
1393,0.04733
1394,0.01142
1395,0.303
1396,0.07027
1397,0.1942
1398,0.3274
1399,0.1218
1400,0.04479
1401,0.0674
1402,0.2019
1403,0.05199
1404,0.04123
1405,0.1195
1406,0.04485
1407,0.084
1408,0.06232
1409,0.0884
1410,0.04201
1411,0.07485
1412,0.2556
1413,0.3248
1414,0.2557
1415,0.00405
1416,0.3432
1417,0.1679
1418,0.09548
1419,0.12
1420,0.01382
1421,0.03202
1422,0.04973
1423,0.1581
1424,0.3
1425,0.07931
1426,0.03385
1427,0.1073
1428,0.01842
1429,0.2106
1430,0.3449
1431,0.03594
1432,0.1908
1433,0.04832
1434,0.1227
1435,0.1078
1436,0.1018
1437,0.09559
1438,0.07557
1439,0.05252
1440,0.3042
1441,0.0472
1442,0.111
1443,0.1171
1444,0.1434
1445,0.04402
1446,0.07032
1447,0.1316
1448,0.0542
1449,0.123
1450,0.125
1451,0.01683
1452,0.01912
1453,0.04546
1454,0.08517
1455,0.01791
1456,0.04775
1457,0.41
1458,0.2119
1459,0.08623
1460,0.01756
1461,0.1986
1462,0.1485
1463,0.1375
1464,0.09178
1465,0.09584
1466,0.252
1467,0.1877
1468,0.234
1469,0.01738
1470,0.1337
1471,0.05119
1472,0.2801
1473,0.07254
1474,0.1584
1475,0.04866
1476,0.01216
1477,0.09079
1478,0.06784
1479,0.07912
1480,0.093
1481,0.123
1482,0.1066
1483,0.1071
1484,0.3656
1485,0.1352
1486,0.05127
1487,0.2491
1488,0.01383
1489,0.1463
1490,0.1106
1491,0.02993
1492,0.1414
1493,0.141
1494,0.1877
1495,0.1562
1496,0.02078
1497,0.05696
1498,0.0264
1499,0.04608
1500,0.02838
1501,0.3123
1502,0.07642
1503,0.08646
1504,0.09587
1505,0.1227
1506,0.1054
1507,0.1048
1508,0.2278
1509,0.09571
1510,0.03561
1511,0.08415
1512,0.08321
1513,0.1377
1514,0.1502
1515,0.05658
1516,0.1655
1517,0.007101
1518,0.09183
1519,0.466
1520,0.2995
1521,0.2403
1522,0.00586
1523,0.09526
1524,0.1029
1525,0.1928
1526,0.16
1527,0.01014
1528,0.05229
1529,0.05736
1530,0.0422
1531,0.3762
1532,0.02815
1533,0.1827
1534,0.2276
1535,0.01217
1536,0.358
1537,0.1876
1538,0.3246
1539,0.01414
1540,0.001747
1541,0.2704
1542,0.222
1543,0.1475
1544,0.00139
1545,0.03528
1546,0.005237
1547,0.05262
1548,0.004318
1549,0.02811
1550,0.3987
1551,0.3493
1552,0.316
1553,0.01137
1554,0.1731
1555,0.2649
1556,0.1621
1557,0.2533
1558,0.0229
1559,0.3006
1560,0.217
1561,0.1281
1562,0.08242
1563,0.1615
1564,0.156
1565,0.1199
1566,0.0601
1567,0.2704
1568,0.01425
1569,0.352
1570,0.2905
1571,0.09984
1572,0.01364
1573,0.2026
1574,0.1953
1575,0.03976
1576,0.2275
1577,0.09793
1578,0.03397
1579,0.07726
1580,0.02688
1581,0.1107
1582,0.05656
1583,0.04027
1584,0.1104
1585,0.1121
1586,0.1877
1587,0.1433
1588,0.1173
1589,0.1954
1590,0.1991
1591,0.4591
1592,0.08655
1593,0.01823
1594,0.06903
1595,0.1472
1596,0.06347
1597,0.1011
1598,0.09785
1599,0.0192
1600,0.2728
1601,0.009373
1602,0.1167
1603,0.2305
1604,0.3858
1605,0.2455
1606,0.004336
1607,0.2289
1608,0.2077
1609,0.2269
1610,0.1158
1611,0.1831
1612,0.3847
1613,0.1373
1614,0.09976
1615,0.08107
1616,0.2817
1617,0.1227
1618,0.09806
1619,0.1354
1620,0.1545
1621,0.07535
1622,0.007885
1623,0.1712
1624,0.1788
1625,0.2429
1626,0.1105
1627,0.03784
1628,0.01209
1629,0.313
1630,0.003051
1631,0.1369
1632,0.1397
1633,0.1371
1634,0.2437
1635,0.2496
1636,0.107
1637,0.1953
1638,0.1378
1639,0.2592
1640,0.158
1641,0.05411
1642,0.1919
1643,0.1151
1644,0.2929
1645,0.08334
1646,0.1059
1647,0.06857
1648,0.2129
1649,0.05695
1650,0.07655
1651,0.08079
1652,0.05225
1653,0.0675
1654,0.04092
1655,0.06612
1656,0.2427
1657,0.2345
1658,0.1489
1659,0.05055
1660,0.3698
1661,0.4062
1662,0.02858
1663,0.25
1664,0.2155
1665,0.2252
1666,0.1354
1667,0.07159
1668,0.1421
1669,0.06661
1670,0.2134
1671,0.3626
1672,0.3653
1673,0.01013
1674,0.2043
1675,0.0496
1676,0.1645
1677,0.1032
1678,0.04817
1679,0.02832
1680,0.1205
1681,0.1688
1682,0.133
1683,0.3436
1684,0.06742
1685,0.1216
1686,0.1875
1687,0.4361
1688,0.117
1689,0.1413
1690,0.1269
1691,0.0519
1692,0.03861
1693,0.09364
1694,0.354
1695,0.2307
1696,0.04936
1697,0.03124
1698,0.198
1699,0.02237
1700,0.02614
1701,0.2495
1702,0.2451
1703,0.2953
1704,0.2133
1705,0.2425
1706,0.003895
1707,0.07602
1708,0.01495
1709,0.1017
1710,0.2183
1711,0.1041
1712,0.009518
1713,0.1286
1714,0.01726
1715,0.02976
1716,0.2755
1717,0.1538
1718,0.06569
1719,0.0105
1720,0.2262
1721,0.05548
1722,0.03254
1723,0.1212
1724,0.03524
1725,0.2941
1726,0.1012
1727,0.1559
1728,0.01162
1729,0.1842
1730,0.1509
1731,0.1637
1732,0.1442
1733,0.1557
1734,0.02218
1735,0.142
1736,0.05789
1737,0.2336
1738,0.181
1739,0.103
1740,0.2548
1741,0.1202
1742,0.02705
1743,0.2424
1744,0.2904
1745,0.1511
1746,0.1107
1747,0.09511
1748,0.1247
1749,0.0159
1750,0.2078
1751,0.04845
1752,0.0432
1753,0.008893
1754,0.181
1755,0.05921
1756,0.1147
1757,0.2064
1758,0.04365
1759,0.3691
1760,0.2343
1761,0.2489
1762,0.4001
1763,0.106
1764,0.0205
1765,0.3924
1766,0.103
1767,0.2324
1768,0.1688
1769,0.04985
1770,0.03382
1771,0.2158
1772,0.02029
1773,0.01005
1774,0.05762
1775,0.06542
1776,0.3472
1777,0.08523
1778,0.04298
1779,0.2434
1780,0.05302
1781,0.3016
1782,0.08541
1783,0.06113
1784,0.009896
1785,0.4037
1786,0.3234
1787,0.2898
1788,0.0322
1789,0.1341
1790,0.1802
1791,0.01063
1792,0.4771
1793,0.2747
1794,0.2713
1795,0.06806
1796,0.19
1797,0.3554
1798,0.02999
1799,0.1568
1800,0.05463
1801,0.06814
1802,0.2162
1803,0.2217
1804,0.07289
1805,0.01818
1806,0.02412
1807,0.09781
1808,0.01837
1809,0.1206
1810,0.3553
1811,0.1342
1812,0.2039
1813,0.4025
1814,0.1303
1815,0.1549
1816,0.005354
1817,0.1347
1818,0.1025
1819,0.03557
1820,0.07053
1821,0.1076
1822,0.2358
1823,0.446
1824,0.1245
1825,0.3013
1826,0.101
1827,0.07377
1828,0.3044
1829,0.0277
1830,0.1085
1831,0.1866
1832,0.01609
1833,0.1693
1834,0.003674
1835,0.1612
1836,0.1141
1837,0.01658
1838,0.01709
1839,0.2713
1840,0.1873
1841,0.2467
1842,0.06767
1843,0.1548
1844,0.2141
1845,0.02797
1846,0.51
1847,0.1424
1848,0.1772
1849,0.1641
1850,0.1498
1851,0.05901
1852,0.08921
1853,0.01164
1854,0.0135
1855,0.003964
1856,0.1825
1857,0.4703
1858,0.1024
1859,0.08896
1860,0.1516
1861,0.1049
1862,0.1748
1863,0.2063
1864,0.1944
1865,0.09044
1866,0.2075
1867,0.2433
1868,0.3336
1869,0.04272
1870,0.2017
1871,0.1152
1872,0.23
1873,0.3538
1874,0.005289
1875,0.12
1876,0.1887
1877,0.01133
1878,0.1065
1879,0.0786
1880,0.0721
1881,0.1375
1882,0.5273
1883,0.3144
1884,0.06665
1885,0.08548
1886,0.09527
1887,0.1163
