t,cg_iters
239,4646
240,4591
241,4669
242,4639
243,4636
244,4666
245,4731
246,4785
247,4732
248,4718
249,4655
250,4708
251,4676
252,4679
253,4733
254,4753
255,4763
256,4655
257,4743
258,4708
259,4706
260,4732
261,4679
262,4716
263,4670
264,4650
265,4607
266,4642
267,4664
268,4638
269,4621
270,4532
271,4637
272,4662
273,4676
274,4766
275,4755
276,4663
277,4694
278,4616
279,4585
280,4602
281,4633
282,4574
283,4671
284,4603
285,4645
286,4641
287,4592
288,4599
289,4611
290,4649
291,4512
292,4463
293,4479
294,4520
295,4586
296,4656
297,4676
298,4631
299,4789
300,4784
301,4569
302,4591
303,4636
304,4675
305,4591
306,4675
307,4627
308,4562
309,4674
310,4583
311,4602
312,4693
313,4632
314,4599
315,4651
316,4604
317,4670
318,4809
319,4828
320,4833
321,4711
322,4678
323,4776
324,4940
325,4945
326,4871
327,4886
328,4873
329,4872
330,4736
331,4635
332,4554
333,4500
334,4491
335,4625
336,4610
337,4520
338,4603
339,4402
340,4417
341,4598
342,4643
343,4531
344,4453
345,4516
346,4446
347,4566
348,4533
349,4574
350,4620
351,4420
352,4385
353,4399
354,4472
355,4442
356,4400
357,4400
358,4534
359,4617
360,4641
361,4598
362,4560
363,4556
364,4411
365,4521
366,4485
367,4398
368,4529
369,4766
370,4625
371,4552
372,4474
373,4406
374,4442
375,4442
376,4513
377,4515
378,4560
379,4584
380,4583
381,4545
382,4660
383,4626
384,4723
385,4718
386,4661
387,4951
388,4659
389,4621
390,4525
391,4613
392,4648
393,4623
394,4889
395,5045
396,4942
397,4716
398,4773
399,4763
400,4654
401,4662
402,4684
403,4517
404,4725
405,4693
406,4698
407,4793
408,4839
409,4666
410,4590
411,4578
412,4622
413,4683
414,4689
415,4596
416,4585
417,4502
418,4414
419,4506
420,4466
421,4397
422,4351
423,4357
424,4364
425,4347
426,4364
427,4426
428,4399
429,4445
430,4393
431,4373
432,4351
433,4341
434,4316
435,4437
436,4540
437,4405
438,4348
439,4378
440,4505
441,4465
442,4543
443,4641
444,4508
445,4760
446,4784
447,4783
448,4548
449,4518
450,4518
451,4676
452,4622
453,4568
454,4630
455,4575
456,4802
457,4708
458,4859
459,4948
460,4620
461,4650
462,4581
463,4600
464,4766
465,4670
466,4750
467,4772
468,4737
469,4695
470,4791
471,4988
472,4775
473,4858
474,4985
475,5140
476,5139
477,5006
478,5064
479,5090
480,4938
481,4829
482,4951
483,5197
484,5122
485,5053
486,5221
487,5149
488,5057
489,4939
490,5093
491,5088
492,5086
493,5057
494,4976
495,4911
496,5090
497,5004
498,5083
499,4949
500,5004
501,5237
502,5164
503,4986
504,5177
505,5290
506,5048
507,5259
508,5104
509,5529
510,5349
511,5443
512,5314
513,5055
514,5360
515,5517
516,5445
517,5490
518,5498
519,5601
520,5921
521,5888
522,5947
523,6021
524,5806
525,5918
526,6140
527,6103
528,6116
529,6263
530,6136
531,6274
532,6329
533,6041
534,6001
535,6249
536,6222
537,6024
538,6024
539,5835
540,5949
541,5870
542,5889
543,5658
544,5816
545,5864
546,5749
547,5646
548,5859
549,5961
550,6014
551,6013
552,5982
553,5766
554,5862
555,5794
556,5732
557,5648
558,5736
559,5845
560,5760
561,5691
562,5694
563,5538
564,5463
565,5720
566,5537
567,5754
568,5484
569,5674
570,5751
571,5902
572,5798
573,5715
574,5637
575,5613
576,5571
577,5710
578,5728
579,5439
580,5320
581,5470
582,5520
583,5611
584,5631
585,5631
586,5528
587,5622
588,5671
589,5661
590,5531
591,5449
592,5612
593,5525
594,5511
595,5460
596,5414
597,5476
598,5515
599,5348
600,5000
601,5301
602,5329
603,4948
604,5177
605,5123
606,5324
607,5458
608,5499
609,5451
610,5141
611,5282
612,5340
613,5359
614,5298
615,5272
616,5409
617,5342
618,5637
619,5716
620,5563
621,5895
622,5993
623,5724
624,5662
625,5414
626,5430
627,5612
628,5824
629,5604
630,5713
631,5804
632,5753
633,5744
634,5552
635,5524
636,5456
637,5409
638,5389
639,5197
640,5300
641,5102
642,5360
643,5333
644,5244
645,5406
646,5204
647,4871
648,5192
649,5447
650,5722
651,5441
652,5500
653,5413
654,5439
655,5701
656,5625
657,5442
658,5289
659,5399
660,5369
661,5225
662,5238
663,5327
664,5302
665,5056
666,5246
667,5368
668,5352
669,5343
670,5102
671,4884
672,5295
673,5462
674,5549
675,5554
676,5544
677,5615
678,5627
679,5579
680,5485
681,5533
682,5640
683,5925
684,5916
685,5979
686,6052
687,6071
688,5986
689,5920
690,5999
691,6128
692,6045
693,6132
694,6326
695,6270
696,6270
697,6270
698,6224
699,6218
700,6172
701,6220
702,6225
703,6327
704,6458
705,6384
706,6319
707,6159
708,6106
709,6178
710,6344
711,6414
712,6444
713,6257
714,6388
715,6380
716,6375
717,6440
718,6312
719,6144
720,6023
721,6002
722,6041
723,6112
724,6121
725,6108
726,6203
727,6107
728,6016
729,6139
730,6094
731,6170
732,6135
733,6259
734,6383
735,6384
736,6323
737,6525
738,6967
739,6807
740,6548
741,6346
742,6243
743,6266
744,6321
745,6332
746,6394
747,6113
748,6316
749,6182
750,6216
751,6273
752,6385
753,6469
754,6574
755,6625
756,6617
757,6527
758,6483
759,6483
760,6508
761,6485
762,6493
763,6517
764,6361
765,6470
766,6449
767,6550
768,6334
769,6241
770,6285
771,6263
772,6334
773,6378
774,6612
775,6467
776,6576
777,6482
778,6789
779,6802
780,6804
781,7021
782,7207
783,6584
784,6640
785,6681
786,6920
787,6837
788,6715
789,6838
790,7078
791,6708
792,6387
793,6672
794,6825
795,6444
796,6515
797,6390
798,6365
799,6235
800,6319
801,6350
802,6318
803,6250
804,6397
805,6348
806,6307
807,6213
808,6145
809,6346
810,6217
811,6134
812,6135
813,6010
814,5803
815,5641
816,5979
817,5742
818,5757
819,6109
820,6223
821,6163
822,5944
823,5896
824,5834
825,6029
826,6079
827,6016
828,5770
829,5994
830,5778
831,5657
832,5750
833,5614
834,5576
835,5501
836,5512
837,5577
838,5451
839,5381
840,5333
841,5395
842,5743
843,5706
844,5662
845,5806
846,5874
847,5816
848,5923
849,5982
850,6111
851,5762
852,5724
853,5682
854,5661
855,5669
856,5598
857,5630
858,5663
859,5748
860,5482
861,5547
862,5435
863,5490
864,5517
865,5608
866,5671
867,5585
868,5603
869,5718
870,5808
871,5708
872,5679
873,5944
874,5841
875,5781
876,5732
877,5689
878,5684
879,5533
880,5474
881,5531
882,5816
883,5587
884,5561
885,5488
886,5443
887,5372
888,5361
889,5452
890,5336
891,5379
892,5330
893,5365
894,5265
895,5279
896,5245
897,5104
898,5197
899,5208
900,5381
901,5319
902,5351
903,5314
904,5445
905,5457
906,5316
907,5424
908,5506
909,5306
910,5436
911,5504
912,5512
913,5387
914,5393
915,5552
916,5191
917,5431
918,5540
919,5273
920,5420
921,5512
922,5502
923,5583
924,5462
925,5309
926,5476
927,5332
928,5208
929,5291
930,5454
931,5248
932,4925
933,5079
934,5064
935,5178
936,5244
937,5340
938,5113
939,5088
940,5022
941,5009
942,5489
943,5332
944,5267
945,5437
946,5373
947,5430
948,5515
949,5437
950,5370
951,5324
952,5100
953,5321
954,5442
955,5273
956,5372
957,5348
958,5372
959,5220
960,5321
961,5409
962,5237
963,4926
964,5190
965,5078
966,5038
967,4900
968,5182
969,5370
970,5187
971,5129
972,5294
973,5144
974,5318
975,5304
976,5065
977,5233
978,5172
979,5250
980,5352
981,5354
982,5453
983,5406
984,5374
985,5457
986,5528
987,5540
988,5489
989,5554
990,5643
991,5571
992,5487
993,5405
994,5332
995,5532
996,5693
997,5851
998,5942
999,6024
1000,6046
1001,5960
1002,6108
1003,6028
1004,5937
1005,5934
1006,5845
1007,5986
1008,6153
1009,6185
1010,6165
1011,6046
1012,6181
1013,6197
1014,6103
1015,6198
1016,6289
1017,6119
1018,6091
1019,6071
1020,6137
1021,6079
1022,6039
1023,5972
1024,6052
1025,6076
1026,6109
1027,6188
1028,6187
1029,6266
1030,6526
1031,6359
1032,6295
1033,6330
1034,6257
1035,6204
1036,6272
1037,6104
1038,5979
1039,5971
1040,5964
1041,6013
1042,5922
1043,5933
1044,6224
1045,6163
1046,6081
1047,6096
1048,6024
1049,6535
1050,6525
1051,6574
1052,6591
1053,6595
1054,6528
1055,6532
1056,6413
1057,6213
1058,6365
1059,6254
1060,6720
1061,6987
1062,7193
1063,7371
1064,7328
1065,7285
1066,7350
1067,7274
1068,7298
1069,8042
1070,8279
1071,8110
1072,7516
1073,7810
1074,7420
1075,7483
1076,7339
1077,7469
1078,7572
1079,7257
1080,7418
1081,7463
1082,7312
1083,7356
1084,7570
1085,7560
1086,7439
1087,6957
1088,6968
1089,7108
1090,7443
1091,7525
1092,7497
1093,7681
1094,8066
1095,8324
1096,8455
1097,8000
1098,7914
1099,8063
1100,7959
1101,7934
1102,7948
1103,8654
1104,8483
1105,8713
1106,9328
1107,9811
1108,9087
1109,9218
1110,9538
1111,9043
1112,8901
1113,8486
1114,8964
1115,9218
1116,9092
1117,8833
1118,9451
1119,9411
1120,8481
1121,8224
1122,7942
1123,8058
1124,8257
1125,8227
1126,8038
1127,7705
1128,7812
1129,7824
1130,7824
1131,8053
1132,7957
1133,7960
1134,8502
1135,7955
1136,8140
1137,8413
1138,8017
1139,7511
1140,7777
1141,7653
1142,7538
1143,7607
1144,7611
1145,7945
1146,7992
1147,7538
1148,7571
1149,7439
1150,7402
1151,7365
1152,7466
1153,7893
1154,7845
1155,8343
1156,8293
1157,8190
1158,8202
1159,7884
1160,7703
1161,7629
1162,7646
1163,7618
1164,7660
1165,7431
1166,7682
1167,7790
1168,8244
1169,7904
1170,8519
1171,7852
1172,7577
1173,7711
1174,7841
1175,8075
1176,8833
1177,8813
1178,8781
1179,8713
1180,8585
1181,8281
1182,8236
1183,8896
1184,8099
1185,7930
1186,8418
1187,7957
1188,7781
1189,7677
1190,7824
1191,7981
1192,7875
1193,7564
1194,7926
1195,8447
1196,8660
1197,8706
1198,8593
1199,8013
1200,8224
1201,8273
1202,8175
1203,8424
1204,7784
1205,7732
1206,7723
1207,7724
1208,7780
1209,7690
1210,8009
1211,8228
1212,7923
1213,7545
1214,7448
1215,7178
1216,7179
1217,7736
1218,7537
1219,6939
1220,7289
1221,7591
1222,7486
1223,6886
1224,6619
1225,6853
1226,7241
1227,7416
1228,7984
1229,7986
1230,7800
1231,7411
1232,6951
1233,6767
1234,6353
1235,6742
1236,6547
1237,6851
1238,7047
1239,6668
1240,6786
1241,6613
1242,6469
1243,6436
1244,6129
1245,6086
1246,6023
1247,6155
1248,6246
1249,6159
1250,6510
1251,6259
1252,6058
1253,6327
1254,6378
1255,6503
1256,6219
1257,6272
1258,6197
1259,6160
1260,6160
1261,6146
1262,6115
1263,6142
1264,6032
1265,6234
1266,6236
1267,6169
1268,6226
1269,6230
1270,6284
1271,6242
1272,6238
1273,6228
1274,6324
1275,6311
1276,6195
1277,6399
1278,6378
1279,6404
1280,6330
1281,6490
1282,6472
1283,6344
1284,6388
1285,6300
1286,6333
1287,6335
1288,6208
1289,6088
1290,6317
1291,6239
1292,6103
1293,6122
1294,6186
1295,6005
1296,6129
1297,5928
1298,5847
1299,6265
1300,6212
1301,6188
1302,5909
1303,6022
1304,6102
1305,6003
1306,6113
1307,6068
1308,6105
1309,6167
1310,6099
1311,5868
1312,5757
1313,5802
1314,5603
1315,5836
1316,5736
1317,6096
1318,6055
1319,6001
1320,5801
1321,5893
1322,5805
1323,5724
1324,5684
1325,5692
1326,5940
1327,5882
1328,6126
1329,6078
1330,6186
1331,6648
1332,6442
1333,6464
1334,6614
1335,6501
1336,6483
1337,6340
1338,6275
1339,6397
1340,6607
1341,6391
1342,6453
1343,6366
1344,6328
1345,6279
1346,6364
1347,6574
1348,6387
1349,6711
1350,6802
1351,6658
1352,7140
1353,7172
1354,7036
1355,6626
1356,6975
1357,6990
1358,7078
1359,7279
1360,7308
1361,7390
1362,7135
1363,6821
1364,6655
1365,6470
1366,6854
1367,7218
1368,7273
1369,7229
1370,6696
1371,6950
1372,6877
1373,6627
1374,7216
1375,7072
1376,7172
1377,7103
1378,7000
1379,6876
1380,6717
1381,6859
1382,6774
1383,6932
1384,6702
1385,7001
1386,7266
1387,7424
1388,7297
1389,6989
1390,7161
1391,6953
1392,6979
1393,7511
1394,7442
1395,7424
1396,7370
1397,7457
1398,7375
1399,7529
1400,7738
1401,7981
1402,8155
1403,8184
1404,8228
1405,8307
1406,8162
1407,7875
1408,7466
1409,7878
1410,7873
1411,7847
1412,7809
1413,7897
1414,8312
1415,7877
1416,7854
1417,8132
1418,7914
1419,7663
1420,7193
1421,7606
1422,7802
1423,7750
1424,7158
1425,7134
1426,7633
1427,7419
1428,7164
1429,7326
1430,7129
1431,7344
1432,7277
1433,7401
1434,7251
1435,7183
1436,7077
1437,7384
1438,7245
1439,7314
1440,7001
1441,7574
1442,7708
1443,7720
1444,8025
1445,7978
1446,7848
1447,7933
1448,7428
1449,7603
1450,7694
1451,8014
1452,7873
1453,7890
1454,7365
1455,7206
1456,6956
1457,6921
1458,7377
1459,7413
1460,7470
1461,7434
1462,7621
1463,7512
1464,7694
1465,7336
1466,7395
1467,7483
1468,7798
1469,7466
1470,7692
1471,7677
1472,7638
1473,7921
1474,8036
1475,8315
1476,7882
1477,8378
1478,9210
1479,9548
1480,9525
1481,9207
1482,8861
1483,8356
1484,8734
1485,8349
1486,8578
1487,9031
1488,9248
1489,8546
1490,8942
1491,8477
1492,8066
1493,7870
1494,7317
1495,7392
1496,7296
1497,7291
1498,7253
1499,7768
1500,8129
1501,7508
1502,7552
1503,7564
1504,7134
1505,7219
1506,7637
1507,7714
1508,7229
1509,7209
1510,7261
1511,7139
1512,7000
1513,7438
1514,7515
1515,7408
1516,7405
1517,7727
1518,7503
1519,7356
1520,7526
1521,7371
1522,7434
1523,7168
1524,7112
1525,7429
1526,7201
1527,7191
1528,6974
1529,7188
1530,7267
1531,7281
1532,7409
1533,7286
1534,7511
1535,7672
1536,7444
1537,7585
1538,7823
1539,7933
1540,8115
1541,7980
1542,7870
1543,7768
1544,7940
1545,8192
1546,7796
1547,8038
1548,7864
1549,7950
1550,8201
1551,8181
1552,8045
1553,8172
1554,7882
1555,7769
1556,7293
1557,7498
1558,8009
1559,7919
1560,8193
1561,8257
1562,8317
1563,8237
1564,7920
1565,7961
1566,8748
1567,8340
1568,7558
1569,8082
1570,7924
1571,8308
1572,8432
1573,8250
1574,8168
1575,8912
1576,9108
1577,9291
1578,9568
1579,8901
1580,8976
1581,9131
1582,8543
1583,8406
1584,7965
1585,7857
1586,7555
1587,7558
1588,7651
1589,7417
1590,7543
1591,7555
1592,7691
1593,7732
1594,7503
1595,7138
1596,7368
1597,7079
1598,7076
1599,6941
1600,7019
1601,6785
1602,6852
1603,6929
1604,7091
1605,6953
1606,6702
1607,7005
1608,7208
1609,7134
1610,7187
1611,6961
1612,6624
1613,6687
1614,6997
1615,6964
1616,7417
1617,7186
1618,7262
1619,7294
1620,7285
1621,7520
1622,6963
1623,7653
1624,7508
1625,7705
1626,7878
1627,7527
1628,7148
1629,6986
1630,6759
1631,6782
1632,6884
1633,6993
1634,6820
1635,6672
1636,6774
1637,6834
1638,6714
1639,6602
1640,6503
1641,6550
1642,6510
1643,6441
1644,6442
1645,6379
1646,6334
1647,6139
1648,6056
1649,6057
1650,5948
1651,5931
1652,5865
1653,5749
1654,5942
1655,5663
1656,5908
1657,6045
1658,6111
1659,6016
1660,5966
1661,6014
1662,6022
1663,6037
1664,5993
1665,6115
1666,6323
1667,6591
1668,6347
1669,6263
1670,6082
1671,6060
1672,6443
1673,6308
1674,6128
1675,6245
1676,6039
1677,6194
1678,6128
1679,6012
1680,5944
1681,5718
1682,5774
1683,5848
1684,5849
1685,5649
1686,5656
1687,5929
1688,5882
1689,5904
1690,5941
1691,6001
1692,5676
1693,5903
1694,5977
1695,6116
1696,5977
1697,6012
1698,6205
1699,6177
1700,6346
1701,6326
1702,6321
1703,6208
1704,6236
1705,6044
1706,6149
1707,6173
1708,6154
1709,5930
1710,5909
1711,5968
1712,5746
1713,5857
1714,6159
1715,6078
1716,6016
1717,5967
1718,6172
1719,5968
1720,6081
1721,6413
1722,6633
1723,6654
1724,6916
1725,6894
1726,6739
1727,6777
1728,6726
1729,7085
1730,7251
1731,7301
1732,7362
1733,7411
1734,7406
1735,7191
1736,7023
1737,6620
1738,6723
1739,6916
1740,6845
1741,6864
1742,7206
1743,7228
1744,7164
1745,7195
1746,7215
1747,7198
1748,7281
1749,7203
1750,7304
1751,7166
1752,7375
1753,7584
1754,7908
1755,7497
1756,7226
1757,7302
1758,7034
1759,6949
1760,7048
1761,6608
1762,6814
1763,6744
1764,6781
1765,7049
1766,6962
1767,6758
1768,6378
1769,6423
1770,6315
1771,6608
1772,6561
1773,6508
1774,6401
1775,6619
1776,6311
1777,6217
1778,6275
1779,6411
1780,6302
1781,6316
1782,6063
1783,6143
1784,6478
1785,6369
1786,6358
1787,6328
1788,6268
1789,6335
1790,6301
1791,6314
1792,6131
1793,6285
1794,6184
1795,5976
1796,6039
1797,5865
1798,5857
1799,5843
1800,5734
1801,5594
1802,5379
1803,5379
1804,5480
1805,5508
1806,5295
1807,5448
1808,5447
1809,5291
1810,5359
1811,5552
1812,5544
1813,5543
1814,5439
1815,5359
1816,5338
1817,5140
1818,5337
1819,5102
1820,5285
1821,5421
1822,5270
1823,5019
1824,5167
1825,5177
1826,5028
1827,5266
1828,5352
1829,5053
1830,5444
1831,5311
1832,5291
1833,5360
1834,5270
1835,5274
1836,5213
1837,5071
1838,5091
1839,5061
1840,5053
1841,4943
1842,4979
1843,4951
1844,4971
1845,5014
1846,5125
1847,5066
1848,5029
1849,5086
1850,5126
1851,5105
1852,5084
1853,4958
1854,5014
1855,5043
1856,4787
1857,4824
1858,5034
1859,4830
1860,4948
1861,5094
1862,5122
1863,5146
1864,5060
1865,5020
1866,5106
1867,5156
1868,5140
1869,5055
1870,4952
1871,4803
1872,5058
1873,5276
1874,5285
1875,5140
1876,4970
1877,4876
1878,4961
1879,4991
1880,5083
1881,4844
1882,5010
1883,5075
1884,5105
1885,5145
1886,5018
1887,5054
1888,4950
1889,5129
1890,5053
1891,5093
1892,5024
1893,4998
1894,4637
1895,4885
1896,4680
1897,4594
1898,4647
1899,4528
1900,4787
1901,4778
1902,4911
1903,5009
1904,4975
1905,4901
1906,5023
1907,5081
1908,4959
1909,4996
1910,4851
1911,4986
1912,4965
1913,5038
1914,5064
1915,4994
1916,5032
1917,5011
1918,5090
1919,4963
1920,4876
1921,4819
1922,4930
1923,5036
1924,5046
1925,5018
1926,4941
1927,4924
1928,4966
1929,4951
1930,4941
1931,5067
1932,5007
1933,5000
1934,4943
1935,5007
1936,4981
1937,4952
1938,5016
1939,4960
1940,5007
1941,5012
1942,4932
1943,5010
1944,4920
1945,4953
1946,4957
1947,4845
1948,4568
1949,4915
1950,4895
1951,4904
1952,4750
1953,4530
1954,4803
1955,4849
1956,4722
1957,4602
1958,4741
1959,4414
1960,4639
1961,4846
1962,4749
1963,4799
1964,4832
1965,4787
1966,4602
1967,4745
1968,4503
1969,4509
1970,4456
1971,4706
1972,4705
1973,4494
1974,4514
1975,4551
1976,4744
1977,4742
1978,4726
1979,4633
1980,4526
1981,4556
1982,4516
1983,4845
1984,4736
1985,4493
1986,4669
1987,4757
1988,4693
1989,4827
1990,4419
1991,4592
1992,4576
1993,4625
1994,4814
1995,4742
1996,4905
1997,4900
1998,5094
1999,4984
2000,4949
2001,4941
2002,4867
2003,4893
2004,4754
2005,4936
2006,4794
2007,4885
2008,4868
2009,4854
2010,4798
2011,4815
2012,4850
2013,4947
2014,4919
2015,4574
2016,4788
2017,4736
2018,4919
2019,4748
2020,4763
2021,4646
2022,4775
2023,4941
2024,4908
2025,4851
2026,4835
2027,4749
2028,4774
2029,4872
2030,4922
2031,4718
2032,4689
2033,4542
2034,4465
2035,4957
2036,4655
2037,4786
2038,4647
2039,4736
2040,4594
2041,4499
2042,4642
2043,4518
2044,4700
2045,4693
2046,4740
2047,4652
2048,4590
2049,4762
2050,4635
2051,4531
2052,4466
2053,4605
2054,4534
2055,4637
2056,4670
2057,4693
2058,4303
2059,4390
2060,4449
2061,4433
2062,4303
2063,4333
2064,4461
2065,4597
2066,4528
2067,4668
2068,4674
2069,4618
2070,4337
2071,4381
2072,4391
2073,4474
2074,4516
2075,4485
2076,4637
2077,4618
2078,4662
2079,4618
2080,4455
2081,4505
2082,4472
2083,4562
2084,4502
2085,4244
2086,4312
2087,4382
2088,4404
2089,4307
2090,4343
2091,4337
2092,4253
2093,4323
2094,4206
2095,4542
2096,4459
2097,4449
2098,4339
2099,4425
2100,4252
2101,4106
2102,4093
2103,4373
2104,4415
2105,4521
2106,4425
2107,4380
2108,4439
2109,4334
2110,4306
2111,4167
2112,4202
2113,4158
2114,4223
2115,4370
2116,4366
2117,4245
2118,4392
2119,4331
2120,4123
2121,4328
2122,4082
2123,4250
2124,4249
2125,4179
2126,4058
2127,4292
2128,4511
2129,4491
2130,4409
2131,4358
2132,4305
2133,4506
2134,4520
2135,4393
2136,4420
2137,4552
2138,4295
2139,4377
2140,4320
2141,4162
2142,4336
2143,4445
2144,4553
2145,4577
2146,4540
2147,4600
2148,4578
2149,4508
2150,4552
2151,4704
2152,4868
2153,4760
2154,4625
2155,4601
2156,4530
2157,4679
2158,4718
2159,4582
2160,4367
2161,4447
2162,4452
2163,4562
2164,4530
2165,4390
2166,4740
2167,4677
2168,4522
2169,4671
2170,4660
2171,4752
2172,4904
2173,4908
2174,4661
2175,4884
2176,4885
2177,4802
2178,4868
2179,4560
2180,4556
2181,4634
2182,4584
2183,4802
2184,5002
2185,4948
2186,4952
2187,4700
2188,4671
2189,4691
2190,4855
2191,4960
2192,4882
2193,4929
2194,4994
2195,4977
2196,4775
2197,4669
2198,4859
2199,4812
2200,4539
2201,4646
2202,4580
2203,4860
2204,5012
2205,4881
2206,4772
2207,4623
2208,4892
2209,4796
2210,4890
2211,4816
2212,4592
2213,4586
2214,4589
2215,4220
2216,4298
2217,4621
2218,4520
2219,4476
2220,4631
2221,4689
2222,4492
2223,4514
2224,4537
2225,4279
2226,4289
2227,4554
2228,4314
2229,4237
2230,4274
2231,4315
2232,4654
2233,4617
2234,4264
2235,4529
2236,4552
2237,4513
2238,4471
2239,4514
2240,4591
2241,4508
2242,4381
2243,4217
2244,4431
2245,4270
2246,4495
2247,4391
2248,4529
2249,4294
2250,4210
2251,4580
2252,4599
2253,4285
2254,4427
2255,4371
2256,4593
2257,4531
2258,4607
2259,4330
2260,4203
2261,4547
2262,4729
2263,4689
2264,4661
2265,4624
2266,4570
2267,4597
2268,4647
2269,4593
2270,4396
2271,4611
2272,4678
2273,4689
2274,4776
2275,4667
2276,4501
2277,4622
2278,4851
2279,4992
2280,4924
2281,4696
2282,4869
2283,4731
2284,4691
2285,4478
2286,4879
2287,4776
2288,5049
2289,4947
2290,4854
2291,4647
2292,4635
2293,4702
2294,4888
2295,5098
2296,4952
2297,5111
2298,5196
2299,5146
2300,5022
2301,5056
2302,5104
2303,4951
2304,4618
2305,4814
2306,4797
2307,4838
2308,4569
2309,4858
2310,4896
2311,4852
2312,4831
2313,4951
2314,4869
2315,4967
2316,4835
2317,4883
2318,4985
2319,5060
2320,5072
2321,5065
2322,5038
2323,5116
2324,5100
2325,4779
2326,4825
2327,4807
2328,4964
2329,5016
2330,5196
2331,5029
2332,4979
2333,5073
2334,4797
2335,5097
2336,5192
2337,5200
2338,5196
2339,5159
2340,5266
2341,5200
2342,5108
2343,4970
2344,5036
2345,5083
2346,5159
2347,4964
2348,4836
2349,4889
2350,5022
2351,4960
2352,5066
2353,5095
2354,5039
2355,4847
2356,4894
2357,4828
2358,4760
2359,4834
2360,4716
2361,4614
2362,4483
2363,4641
2364,4683
2365,4617
2366,4729
2367,4666
2368,4746
2369,4626
2370,4757
2371,4773
2372,4659
2373,4661
2374,4509
2375,4720
2376,4772
2377,4538
2378,4502
2379,4690
2380,4512
2381,4744
2382,4745
2383,4952
2384,4897
2385,4923
2386,4892
2387,4903
2388,4943
2389,4969
2390,4960
2391,4967
2392,5027
2393,5004
2394,4957
2395,5037
2396,4944
2397,4803
2398,4822
2399,4972
2400,5058
2401,4975
2402,5036
2403,5133
2404,5066
2405,5149
2406,4989
2407,5072
2408,5108
2409,5109
2410,4793
2411,4808
2412,5025
2413,5212
2414,5344
2415,5358
2416,4988
2417,5398
2418,5451
2419,5523
2420,5549
2421,5656
2422,5916
2423,5840
2424,5642
2425,5652
2426,5901
2427,5825
2428,5790
2429,5845
2430,5854
2431,5897
2432,5896
2433,5979
2434,5937
2435,6030
2436,6064
2437,6089
2438,6214
2439,6020
2440,5945
2441,5871
2442,5695
2443,6034
2444,6108
2445,6028
2446,5989
2447,6009
2448,6130
2449,6237
2450,6273
2451,6143
2452,6215
2453,6291
2454,6356
2455,6387
2456,6494
2457,6343
2458,6306
2459,6360
2460,6500
2461,6487
2462,6429
2463,6523
2464,6588
2465,6751
2466,6834
2467,6750
2468,7011
2469,6980
2470,7169
2471,7244
2472,7407
2473,7685
2474,7573
2475,7575
2476,7359
2477,6725
2478,6544
2479,6319
2480,6289
2481,6643
2482,6451
2483,6690
2484,6766
2485,6850
2486,6942
2487,7063
2488,7278
2489,7249
2490,7115
2491,7071
2492,6893
2493,6890
2494,7147
2495,7238
2496,7086
2497,7166
