t,deltaS
143,-0.04852
144,-0.01978
145,-0.02067
146,-0.01207
147,0.03479
148,0.07495
149,-0.07586
150,0.07282
151,-0.09087
152,0.1467
153,0.02928
154,0.05038
155,0.08631
156,-0.1079
157,0.08385
158,-0.1786
159,-0.06497
160,-0.01011
161,0.1665
162,-0.1625
163,-0.02497
164,-0.00768
165,-0.01181
166,-0.03379
167,0.1503
168,0.07794
169,-0.1015
170,0.1098
171,0.0747
172,0.0287
173,-0.03874
174,-0.115
175,0.07996
176,0.06472
177,-0.09582
178,0.009143
179,-0.1143
180,0.06803
181,0.07439
182,0.05608
183,-0.07382
184,-0.07126
185,0.13
186,-0.1815
187,-0.001044
188,-0.04788
189,-0.1998
190,0.1562
191,-0.01009
192,-0.1327
193,-0.02846
194,-0.09808
195,0.04713
196,-0.006279
197,-0.09562
198,0.05137
199,0.02778
200,0.005042
201,0.02507
202,-0.06108
203,0.08707
204,-0.1861
205,0.1057
206,-0.04547
207,-0.002111
208,0.2065
209,-0.4271
210,0.08131
211,-0.03182
212,0.1864
213,-0.05998
214,0.07056
215,-0.3369
216,0.0821
217,-0.1017
218,-0.1426
219,0.1894
220,0.05595
221,-0.1298
222,0.109
223,0.07763
224,0.1099
225,-0.07226
226,0.1124
227,0.1181
228,0.1897
229,-0.2066
230,0.2184
231,0.1736
232,-0.08586
233,0.07001
234,-0.03714
235,-0.003692
236,-0.01484
237,0.003061
238,0.0001545
239,0.2277
240,-0.03779
241,0.0712
242,0.06351
243,0.1316
244,-0.1538
245,-0.105
246,0.02424
247,0.01718
248,0.1388
249,0.00615
250,0.0568
251,0.06227
252,0.004288
253,0.02496
254,0.03101
255,0.06473
256,-0.1153
257,0.08592
258,0.04588
259,-0.1386
260,-0.0243
261,-0.1716
262,0.07496
263,0.03686
264,-0.1057
265,0.3126
266,0.1207
267,-0.1392
268,0.03103
269,-0.1066
270,0.0204
271,-0.1044
272,0.08178
273,0.1433
274,-0.034
275,0.1769
276,0.00361
277,0.03915
278,-0.0561
279,-0.08758
280,0.08774
281,-0.1546
282,-0.04502
283,0.04891
284,0.1176
285,0.1118
286,-0.2267
287,0.006163
288,-0.1074
289,0.1961
290,0.2205
291,0.05964
292,0.04711
293,-0.08165
294,0.1476
295,-0.03188
296,-0.02996
297,0.0137
298,0.1775
299,0.07446
300,-0.04215
301,-0.1775
302,-0.1283
303,0.03936
304,-0.1294
305,0.0168
306,-0.1667
307,0.1453
308,-0.1084
309,0.1617
310,-0.05356
311,0.08829
312,0.002357
313,0.1269
314,-0.06842
315,0.1377
316,0.0882
317,-0.1793
318,-0.1154
319,0.2018
320,-0.06558
321,-0.05503
322,0.08259
323,0.09027
324,-0.04743
325,0.05042
326,0.1724
327,0.004892
328,0.000229
329,-0.009814
330,-0.2975
331,0.09796
332,-0.08081
333,-0.01393
334,-0.1177
335,0.05771
336,-0.02356
337,-0.01997
338,0.1547
339,0.07358
340,0.1146
341,-0.03458
342,0.1657
343,-0.05855
344,0.0794
345,0.003573
346,0.1469
347,-0.212
348,0.1316
349,-0.1777
350,0.02309
351,-0.09473
352,-0.147
353,-0.06103
354,0.1077
355,0.08952
356,0.01845
357,0.03135
358,0.002541
359,-0.1614
360,-0.02991
361,0.07852
362,-0.01444
363,0.1413
364,-0.08034
365,0.09441
366,-0.1073
367,0.1638
368,0.04878
369,-0.1697
370,0.02918
371,0.09824
372,0.05166
373,0.01148
374,0.03772
375,-0.04965
376,0.1811
377,-0.09252
378,-0.1158
379,-0.1442
380,0.009456
381,0.07536
382,-0.08465
383,0.1442
384,0.04779
385,0.02621
386,-0.1737
387,-0.207
388,-0.1838
389,0.09372
390,0.06463
391,0.04858
392,-0.08257
393,-0.09883
394,-0.1319
395,-0.07187
396,-0.1419
397,-0.01054
398,-0.02529
399,0.07371
400,-0.05867
401,-0.07939
402,0.01615
403,0.08414
404,-0.02064
405,0.06916
406,-0.1419
407,-0.2504
408,-0.007869
409,0.07875
410,-0.05008
411,0.04143
412,0.04023
413,-0.07929
414,0.2063
415,-0.02791
416,0.005152
417,0.05371
418,0.01494
419,-0.1394
420,0.02628
421,0.08746
422,0.007384
423,-0.02109
424,0.02644
425,0.0576
426,0.1145
427,0.02823
428,-0.189
429,-0.1704
430,0.1434
431,0.1512
432,-0.1052
433,0.02129
434,-0.2622
435,0.09974
436,-0.1908
437,0.2503
438,0.1125
439,0.09269
440,0.01816
441,0.01098
442,-0.2179
443,0.2118
444,0.3229
445,0.1779
446,-0.03467
447,-0.09479
448,0.06797
449,0.1246
450,-0.08658
451,0.1098
452,-0.008401
453,-0.1619
454,0.04757
455,-0.04809
456,0.2226
457,0.1141
458,-0.06917
459,0.09996
460,0.0417
461,0.03302
462,-0.1057
463,0.1365
464,0.002508
465,0.01318
466,-0.1053
467,0.00275
468,0.1423
469,-0.03257
470,-0.07908
471,0.09667
472,-0.09809
473,0.08829
474,0.03768
475,0.2053
476,0.02459
477,-0.01736
478,0.05901
479,0.1879
480,-0.01804
481,0.1809
482,0.1136
483,0.07172
484,-0.0079
485,-0.07842
486,-0.06377
487,0.1565
488,0.06454
489,0.1152
490,0.0401
491,0.02737
492,-0.23
493,0.03523
494,-0.06244
495,-0.1246
496,-0.03156
497,0.2277
498,-0.2117
499,0.0829
500,-0.005688
501,-0.05966
502,-0.02933
503,-0.1108
504,0.08307
505,-0.0114
506,-0.01541
507,-0.0389
508,-0.08198
509,0.03458
510,-0.08474
511,-0.0546
512,-0.03311
513,0.066
514,0.03422
515,0.0563
516,0.08044
517,-0.273
518,0.08657
519,-0.07886
520,-0.03833
521,0.07296
522,0.1577
523,0.02793
524,0.1274
525,-0.08504
526,-0.1429
527,-0.05561
528,-0.09024
529,-0.2666
530,-0.051
531,0.04415
532,0.07104
533,-0.1046
534,0.0372
535,-0.1753
536,-0.2803
537,-0.0772
538,-0.1
539,-0.09111
540,-0.07756
541,0.06797
542,0.1903
543,-0.03817
544,-0.0179
545,-0.187
546,0.04279
547,-0.1224
548,-0.1365
549,0.04151
550,-0.1848
551,-0.0387
552,-0.02222
553,0.009026
554,0.05518
555,-0.05653
556,-0.1462
557,0.03414
558,-0.1022
559,-0.008318
560,-0.06389
561,-0.03945
562,-0.02094
563,-0.08876
564,0.2257
565,-0.09047
566,0.1454
567,0.01119
568,-0.08984
569,0.08501
570,-0.02233
571,-0.1255
572,0.1036
573,-0.02453
574,0.0104
575,0.1113
576,0.002325
577,0.1532
578,0.2148
579,-0.04884
580,-0.1104
581,-0.004886
582,-0.1399
583,-0.01842
584,0.01355
585,-0.08807
586,-0.1095
587,0.2706
588,-0.03876
589,0.01501
590,0.02357
591,-0.2829
592,-0.0526
593,-0.04691
594,-0.03673
595,-0.1471
596,0.05484
597,0.06743
598,-0.02513
599,-0.2713
600,0.03573
601,-0.01664
602,-0.0546
603,-0.1802
604,-0.09654
605,-0.0001856
606,0.0236
607,-0.1307
608,0.2048
609,-0.03049
610,-0.1562
611,0.1233
612,0.2152
613,0.04408
614,-0.08542
615,-0.09475
616,-0.1363
617,0.04908
618,-0.08031
619,0.206
620,0.05936
621,0.004942
622,0.08122
623,0.1993
624,0.06167
625,-0.006477
626,-0.114
627,-0.03344
628,0.01826
629,-0.1386
630,-0.08804
631,0.01366
632,-0.08194
633,0.1361
634,-0.1486
635,-0.08852
636,-0.1029
637,-0.07474
638,0.1318
639,-0.1987
640,0.09373
641,0.2006
642,0.09714
643,0.03425
644,-0.1029
645,0.06008
646,-0.0539
647,-0.04234
648,0.1273
649,0.1522
650,0.000596
651,0.01965
652,-0.2275
653,0.1037
654,-0.09019
655,-0.1536
656,0.08675
657,-0.1263
658,-0.0005779
659,0.1293
660,-0.06027
661,0.03564
662,-0.1197
663,0.2597
664,0.03435
665,-0.08336
666,0.07825
667,-0.08809
668,0.04507
669,-0.07996
670,0.01177
671,-0.0648
672,-0.03306
673,0.1212
674,-0.03163
675,-0.1441
676,-0.01376
677,-0.2058
678,0.1193
679,0.2122
680,-0.2328
681,0.06876
682,-0.09119
683,-0.0003077
684,-0.2138
685,0.171
686,0.1067
687,0.04926
688,-0.2431
689,0.1665
690,-0.2028
691,-0.1066
692,-0.04697
693,0.2592
694,0.1473
695,-0.1341
696,0.05732
697,0.01362
698,0.14
699,-0.1137
700,-0.03319
701,-0.06358
702,-0.1028
703,0.1279
704,-0.1028
705,0.0114
706,-0.1473
707,-0.07304
708,-0.05701
709,0.1427
710,0.05879
711,-0.001673
712,0.08991
713,0.08452
714,-0.1428
715,0.01551
716,0.06971
717,-0.04897
718,-0.03431
719,0.1352
720,-0.1763
721,0.1831
722,-0.1074
723,0.07847
724,-0.07746
725,-0.01938
726,0.06825
727,0.01607
728,-0.1485
729,-0.02238
730,-0.0408
731,0.1025
732,0.01554
733,-0.1285
734,-0.06138
735,0.06325
736,0.02624
737,0.02354
738,0.0763
739,0.008115
740,-0.0781
741,0.08146
742,-0.04753
743,0.1636
744,-0.1082
745,0.0368
746,0.2091
747,0.1481
748,0.08813
749,-0.05152
750,-0.02231
751,0.06545
752,0.004335
753,-0.1013
754,-0.09198
755,0.09312
756,0.1025
757,0.09528
758,-0.0623
759,0.006009
760,-0.1499
761,0.008216
762,-0.09907
763,0.03244
764,-0.07001
765,-0.04486
766,-0.01619
767,-0.006183
768,0.09437
769,-0.06233
770,0.07082
771,-0.05814
772,0.007885
773,-0.0978
774,-0.07611
775,0.08356
776,-0.01006
777,0.08402
778,-0.03102
779,0.1559
780,-0.0467
781,0.1229
782,0.01584
783,0.2438
784,-0.1053
785,0.1341
786,0.02318
787,-0.08741
788,-0.07861
789,-0.1302
790,0.148
791,0.2088
792,0.1114
793,0.07163
794,0.1269
795,0.1479
796,0.02639
797,0.003705
798,-0.02331
799,0.02268
800,-0.1313
801,0.2005
802,0.1423
803,0.02072
804,0.07176
805,0.2619
806,0.06231
807,-0.0867
808,-0.2122
809,0.03937
810,0.04805
811,0.2017
812,-0.2129
813,0.05935
814,-0.1886
815,0.09341
816,-0.1323
817,-0.008494
818,-0.01238
819,-0.08696
820,0.0854
821,-0.01185
822,0.05522
823,0.09364
824,-0.04289
825,0.008758
826,0.07444
827,0.1745
828,-0.005204
829,-0.03433
830,-0.2025
831,0.2406
832,-0.1651
833,-0.1695
834,0.01736
835,0.02787
836,0.04626
837,0.001249
838,-0.06512
839,-0.1696
840,-0.1956
841,0.1884
842,-0.1688
843,0.3565
844,0.01073
845,-0.2881
846,-0.03007
847,-0.01008
848,-0.05981
849,-0.01005
850,0.07188
851,0.2175
852,-0.1709
853,0.1148
854,-0.1896
855,0.1065
856,-0.1094
857,0.07211
858,0.08732
859,0.05656
860,0.3162
861,-0.01818
862,0.02015
863,-0.02105
864,-0.01367
865,0.01005
866,-0.02621
867,-0.01508
868,0.1218
869,-0.1134
870,-0.05187
871,0.1801
872,0.158
873,0.02832
874,0.169
875,0.0249
876,-0.1005
877,0.03721
878,0.1354
879,0.03266
880,0.003373
881,-0.02362
882,-0.116
883,-0.08004
884,-0.05394
885,0.0649
886,0.07438
887,0.06989
888,0.1668
889,0.04897
890,0.05567
891,-0.06492
892,-0.1184
893,-0.1039
894,-0.08784
895,0.171
896,0.09685
897,0.1072
898,-0.004072
899,0.06405
900,0.07088
901,0.09397
902,-0.05278
903,0.06328
904,0.1648
905,-0.0191
906,-0.009422
907,-0.03561
908,-0.09346
909,-0.1467
910,-0.05581
911,-0.01131
912,-0.06375
913,0.2097
914,0.08052
915,-0.2412
916,-0.05157
917,0.04028
918,0.007854
919,-0.004215
920,0.02234
921,-0.01162
922,0.09104
923,-0.0358
924,-0.004566
925,0.01826
926,-0.005351
927,-0.1474
928,0.05908
929,-0.05066
930,-0.2093
931,0.2082
932,0.03057
933,-0.04267
934,0.1908
935,-0.04939
936,-0.07662
937,0.04189
938,-0.1772
939,0.03935
940,-0.01451
941,0.103
942,0.2936
943,-0.03099
944,-0.09777
945,-0.03979
946,0.1947
947,-0.1504
948,0.1775
949,0.02056
950,-0.02194
951,0.06993
952,0.07785
953,0.06324
954,-0.07445
955,0.1188
956,0.08084
957,0.05515
958,0.003448
959,-0.05752
960,-0.05107
961,0.01793
962,0.08017
963,-0.1227
964,-0.09619
965,0.04546
966,0.04007
967,-0.08665
968,0.001693
969,0.1221
970,-0.1223
971,-0.02351
972,0.06358
973,-0.05846
974,0.05304
975,0.06017
976,-0.06979
977,0.08496
978,-0.04763
979,0.04471
980,0.1217
981,-0.02695
982,-0.2411
983,-0.04035
984,-0.09678
985,-0.1041
986,-0.01289
987,0.03827
988,0.1826
989,0.003189
990,-0.1346
991,-0.08045
992,0.1329
993,-0.255
994,-0.03179
995,0.04501
996,0.00659
997,0.08531
998,-0.2048
999,0.1767
1000,0.1872
1001,0.2311
1002,0.0217
1003,-0.03188
1004,0.02388
1005,0.02878
1006,-0.2578
1007,0.09125
1008,-0.08142
1009,0.1518
1010,0.1835
1011,-0.1336
1012,-0.04817
1013,-0.1957
1014,0.07511
1015,-0.1303
1016,0.1342
1017,0.0598
1018,0.01029
1019,-0.0129
1020,-0.2776
1021,-0.01199
1022,-0.1467
1023,-0.09783
1024,-0.1098
1025,0.00161
1026,-0.1022
1027,0.07917
1028,0.1168
1029,-0.02592
1030,-0.01916
1031,-0.03631
1032,0.2882
1033,-0.01499
1034,-0.2319
1035,0.01664
1036,-0.06751
1037,-0.01202
1038,-0.01656
1039,-0.2695
1040,0.02654
1041,0.05914
1042,-0.0161
1043,-0.1475
1044,0.08164
1045,0.07977
1046,0.001257
1047,-0.08324
1048,0.05772
1049,-0.04942
1050,0.1579
1051,-0.08149
1052,0.2913
1053,0.02247
1054,0.07303
1055,0.01945
1056,-0.1127
1057,0.08234
1058,0.0934
1059,-0.04595
1060,-0.07805
1061,-0.1401
1062,-0.1194
1063,0.195
1064,-0.09762
1065,0.1233
1066,0.108
1067,0.1415
1068,0.03055
1069,0.07942
1070,-0.05457
1071,0.06577
1072,-0.1847
1073,-0.02447
1074,0.02555
1075,0.01384
1076,-0.1571
1077,0.1177
1078,0.08056
1079,0.09305
1080,-0.02494
1081,0.0146
1082,-0.01977
1083,0.05213
1084,0.04025
1085,-0.1536
1086,-0.0247
1087,0.09167
1088,-0.1495
1089,0.07827
1090,-0.03797
1091,-0.01978
1092,-0.02996
1093,-0.06769
1094,-0.1832
1095,-0.1808
1096,0.1022
1097,-0.1174
1098,0.07871
1099,-0.1207
1100,0.1611
1101,0.1195
1102,-0.1244
1103,0.04665
1104,-0.09342
1105,0.1001
1106,0.1572
1107,-0.07194
1108,-0.008815
1109,-0.1132
1110,0.06739
1111,-0.02521
1112,0.2531
1113,-0.1734
1114,-0.09675
1115,0.1828
1116,-0.02015
1117,0.09661
1118,0.1748
1119,-0.1183
1120,0.07952
1121,-0.269
1122,0.3481
1123,-0.05995
1124,-0.06909
1125,-0.1024
1126,-0.1627
1127,0.1896
1128,-0.06177
1129,-0.06234
1130,0.016
1131,0.01993
1132,0.01566
1133,-0.01485
1134,0.1785
1135,0.1438
1136,0.04272
1137,-0.002827
1138,0.0648
1139,-0.02746
1140,0.129
1141,-0.1526
1142,0.05456
1143,-0.007411
1144,-0.05594
1145,-0.1276
1146,0.1849
1147,-0.2446
1148,-0.01667
1149,-0.08808
1150,0.07212
1151,-0.1677
1152,0.02284
1153,-0.08245
1154,0.02555
1155,0.03482
1156,-0.01537
1157,0.01905
1158,0.1229
1159,0.002574
1160,-0.1394
1161,-0.1441
1162,0.1244
1163,-0.08384
1164,-0.0779
1165,0.1269
1166,0.00749
1167,0.3462
1168,0.102
1169,-0.04674
1170,0.06455
1171,-0.08087
1172,-0.02475
1173,-0.0918
1174,0.04369
1175,0.1481
1176,0.06537
1177,0.08311
1178,-0.06659
1179,-0.06519
1180,-0.1476
1181,0.008795
1182,0.0678
1183,-0.256
1184,0.1437
1185,-0.2079
1186,0.1426
1187,-0.009849
1188,0.2383
1189,-0.05158
1190,-0.08061
1191,0.0685
1192,-0.04116
1193,0.04491
1194,0.04895
1195,0.1155
1196,0.03438
1197,-0.1214
1198,-0.1777
1199,0.07765
1200,-0.1081
1201,-0.1147
1202,0.1917
1203,0.02078
1204,0.1406
1205,0.03121
1206,-0.146
1207,-0.2085
1208,0.1831
1209,0.1556
1210,-0.09596
1211,-0.04313
1212,0.1166
1213,0.02535
1214,0.02135
1215,0.03874
1216,-0.03792
1217,0.02046
1218,-0.009986
1219,0.0001649
1220,-0.02143
1221,0.05365
1222,-0.00433
1223,-0.06249
1224,0.0734
1225,-0.2784
1226,-0.1188
1227,-0.1438
1228,0.1495
1229,-0.03
1230,0.2035
1231,-0.09509
1232,-0.01737
1233,-0.2051
1234,0.1608
1235,-0.1082
1236,0.2032
1237,-0.1765
1238,0.05432
1239,-0.164
1240,-0.04169
1241,0.09786
1242,0.0336
1243,-0.1681
1244,0.02823
1245,0.007867
1246,-0.1227
1247,0.03045
1248,-0.01472
1249,-0.06491
1250,0.001595
1251,-0.09826
1252,0.07798
1253,0.1533
1254,-0.2127
1255,-0.1908
1256,0.06159
1257,0.1934
1258,0.0634
1259,-0.07061
1260,0.04512
1261,-0.004795
1262,-0.00161
1263,0.233
1264,-0.1258
1265,0.007195
1266,-0.03665
1267,-0.01175
1268,0.2037
1269,-0.1613
1270,0.09786
1271,0.2331
1272,0.01828
1273,0.08395
1274,-0.1197
1275,0.1116
1276,-0.08753
1277,-0.02945
1278,0.05542
1279,0.0573
1280,-0.06789
1281,0.06754
1282,0.01316
1283,-0.1713
1284,-0.2473
1285,-0.05319
1286,-0.1507
1287,0.04751
1288,0.05789
1289,0.2257
1290,-0.02912
1291,0.07778
1292,-0.1017
1293,0.1669
1294,-0.1839
1295,-0.00149
1296,-0.02627
1297,0.2267
1298,-0.1453
1299,0.03184
1300,0.005029
1301,-0.01643
1302,-0.03042
1303,0.2597
1304,-0.07823
1305,0.1146
1306,-0.09126
1307,0.07861
1308,0.06948
1309,-0.04146
1310,-0.06286
1311,-0.2091
1312,0.121
1313,-0.1579
1314,-0.03601
1315,-0.07768
1316,-0.1649
1317,0.1335
1318,-0.05142
1319,-0.07244
1320,0.06972
1321,-0.06293
1322,0.1143
1323,-0.04043
1324,-0.1213
1325,0.1769
1326,0.02999
1327,-0.01504
1328,0.0443
1329,0.05952
1330,-0.06428
1331,0.02104
1332,-0.06698
1333,-0.06357
1334,0.009527
1335,0.1116
1336,0.143
1337,0.05767
1338,-0.02241
1339,-0.1121
1340,-0.05052
1341,0.08927
1342,-0.09209
1343,-0.01956
1344,0.2665
1345,0.01269
1346,0.01107
1347,0.1308
1348,-0.0273
1349,0.116
1350,0.07906
1351,-0.2322
1352,-0.06426
1353,0.313
1354,0.009046
1355,0.148
1356,-0.2295
1357,-0.0254
1358,0.1819
1359,0.1193
1360,-0.04689
1361,-0.03382
1362,-0.0769
1363,-0.01865
1364,0.02227
1365,0.03473
1366,0.03272
1367,0.02793
1368,0.1262
1369,0.162
1370,0.1498
1371,-0.0119
1372,0.1588
1373,-0.1673
1374,-0.09727
1375,0.03876
1376,-0.1072
1377,0.1279
1378,-0.05183
1379,0.04518
1380,-0.098
1381,0.1671
1382,0.07078
1383,0.03301
1384,-0.02959
1385,-0.2366
1386,0.1819
1387,-0.008895
1388,0.0005188
1389,-0.2971
1390,0.01635
1391,-0.07545
1392,-0.1807
1393,-0.07497
1394,0.0321
1395,-0.2383
1396,0.04232
1397,-0.05593
1398,-0.04007
1399,0.01922
1400,0.1593
1401,0.04492
1402,0.06413
1403,-0.01901
1404,-0.2528
1405,-0.05111
1406,0.1106
1407,0.03701
1408,0.1124
1409,0.1668
1410,-0.07507
1411,-0.04797
1412,-0.08448
1413,-0.0951
1414,-0.1219
1415,-0.1651
1416,0.0912
1417,0.04577
1418,-0.05869
1419,-0.06224
1420,-0.1524
1421,-0.05294
1422,-0.06747
1423,-0.07413
1424,0.1087
1425,0.0794
1426,0.04868
1427,-0.04536
1428,0.005843
1429,0.01839
1430,-0.068
1431,0.07473
1432,0.0006568
1433,0.2127
1434,-0.2341
1435,0.002425
1436,0.1328
1437,-0.1666
1438,0.0877
1439,-0.03401
1440,0.1103
1441,-0.0983
1442,0.2775
1443,-0.226
1444,0.237
1445,-0.03123
1446,0.133
1447,0.1018
1448,-0.01798
1449,-0.1264
1450,-0.09578
1451,-0.07756
1452,0.08494
1453,0.03774
1454,-0.1721
1455,-0.08164
1456,0.1108
1457,-0.04123
1458,0.1513
1459,-0.1389
1460,0.08973
1461,0.09991
1462,0.02281
1463,0.08881
1464,-0.06473
1465,-0.01421
1466,0.114
1467,-0.02973
1468,-0.06304
1469,0.06425
1470,-0.1327
1471,-0.04151
1472,-0.07457
1473,0.09567
1474,0.2572
1475,0.1976
1476,0.1823
1477,0.01786
1478,-0.03141
1479,0.03478
1480,0.06633
1481,-0.04247
1482,0.05044
1483,-0.2011
1484,0.1317
1485,-0.191
1486,0.1301
1487,-0.3296
1488,0.08404
1489,-0.2673
1490,0.0282
1491,-0.04342
1492,-0.1361
1493,-0.3368
1494,0.0102
1495,-0.03099
1496,-0.1227
1497,-0.003627
1498,0.01653
1499,0.08234
1500,-0.01416
1501,-0.2094
1502,0.006942
1503,-0.08015
1504,0.03827
1505,0.09494
1506,-0.04956
1507,-0.1589
1508,-0.01455
1509,-0.00626
1510,0.03837
1511,0.1356
1512,-0.2441
1513,-0.02693
1514,-0.009711
1515,-0.03701
1516,-0.003209
1517,-0.05726
1518,0.002636
1519,-0.003783
1520,-0.1129
1521,-0.007002
1522,0.01962
1523,-0.03427
1524,-0.001804
1525,-0.06307
1526,0.01255
1527,-0.1391
1528,-0.1507
1529,0.08991
1530,-0.24
1531,0.1711
1532,-0.03531
1533,-0.03921
1534,-0.04213
1535,0.08729
1536,-0.02298
1537,0.1343
1538,0.01136
1539,-0.006317
1540,0.09914
1541,-0.2563
1542,0.02541
1543,-0.1198
1544,0.1461
1545,-0.1429
1546,0.222
1547,-0.2167
1548,0.09532
1549,-0.3905
1550,0.1559
1551,-0.009798
1552,0.0804
1553,0.0503
1554,0.01112
1555,-0.115
1556,0.004805
1557,0.008128
1558,0.09364
1559,0.1166
1560,0.06474
1561,0.03467
1562,0.07914
1563,-0.06502
1564,0.1198
1565,0.06295
1566,-0.05152
1567,0.03126
1568,0.04474
1569,0.08565
1570,0.06475
1571,-0.04035
1572,0.04354
1573,0.08939
1574,-0.07816
1575,-0.1845
1576,0.08192
1577,-0.09992
1578,0.001851
1579,-0.04843
1580,-0.08754
1581,-0.09517
1582,0.09047
1583,-0.2444
1584,-0.109
1585,0.1328
1586,0.09601
1587,0.08229
1588,-0.1408
1589,-0.1155
1590,0.01819
1591,-0.009008
1592,-0.1574
1593,-0.1872
1594,-0.1968
1595,-0.07564
1596,-0.01118
1597,-0.1652
1598,-0.05188
1599,-0.01852
1600,0.08776
1601,-0.09219
1602,0.1558
1603,-0.08002
1604,-0.007775
1605,0.01339
1606,-0.02836
1607,0.2022
1608,-0.07398
1609,0.1475
1610,-0.04238
1611,-0.004145
1612,0.03583
1613,-0.01138
1614,-0.07804
1615,0.07649
1616,0.3024
1617,-0.09041
1618,0.02955
1619,0.04458
1620,-0.07035
1621,-0.08511
1622,-0.04043
1623,-0.08147
1624,0.05567
1625,0.07609
1626,-0.1668
1627,0.2358
1628,-0.204
1629,0.3156
1630,-0.1121
1631,0.04447
1632,0.005751
1633,0.008554
1634,-0.0865
1635,0.1148
1636,-0.005812
1637,0.03062
1638,-0.04241
1639,0.1803
1640,-0.01729
1641,0.04069
1642,-0.07503
1643,0.06307
1644,-0.03852
1645,0.05948
1646,-0.0968
1647,0.2575
1648,-0.04763
1649,0.1073
1650,0.08033
1651,-0.1463
1652,0.0498
1653,0.0375
1654,-0.06584
1655,-0.04094
1656,0.2651
1657,-0.1245
1658,-0.1351
1659,-0.05523
1660,0.1041
1661,-0.105
1662,-0.09917
1663,0.04531
1664,-0.006424
1665,-0.0173
1666,0.04484
1667,-0.1093
1668,0.09255
1669,-0.216
1670,0.2077
1671,0.1451
1672,0.06984
1673,0.03246
1674,0.03508
1675,0.2148
1676,-0.1397
1677,0.02342
1678,0.1375
1679,-0.1253
1680,-0.02017
1681,0.009524
1682,0.02002
1683,-0.02351
1684,-0.05374
1685,0.04922
1686,-0.001581
1687,-0.05099
1688,-0.2255
1689,-0.002488
1690,-0.05257
1691,-0.06305
1692,0.2724
1693,-0.05062
1694,-0.01471
1695,0.0709
1696,0.1285
1697,-0.1343
1698,-0.03127
1699,-0.04827
1700,0.1609
1701,-0.1388
1702,-0.1059
1703,0.02127
1704,0.007087
1705,-0.002265
1706,0.06878
1707,0.03766
1708,0.189
1709,-0.08031
1710,0.08221
1711,0.2474
1712,0.0485
1713,-0.1009
1714,0.03337
1715,-0.07604
1716,-0.0938
1717,-0.05586
1718,0.2396
1719,0.04674
1720,-0.1097
1721,-0.02477
1722,0.09125
1723,0.07823
1724,0.0963
1725,-0.07291
1726,-0.1195
1727,0.03041
1728,0.1686
1729,0.04738
1730,-0.03366
1731,0.1552
1732,-0.05325
1733,0.1039
1734,-0.1694
1735,-0.06443
1736,-0.0443
1737,-0.1058
1738,0.1798
1739,0.05305
1740,0.05078
1741,0.09478
1742,-0.07149
1743,-0.04855
1744,0.1162
1745,0.03955
1746,0.06334
1747,-0.07902
1748,0.01746
1749,0.1018
1750,-0.086
1751,0.155
1752,-0.1379
1753,0.2073
1754,0.05434
1755,0.02943
1756,0.01038
1757,-0.02627
1758,0.1648
1759,-0.08786
1760,0.1057
1761,0.01579
1762,0.09093
1763,-0.01546
1764,0.02913
1765,0.3153
1766,-0.06084
1767,-0.08416
1768,-0.1827
1769,0.008421
1770,0.0898
